CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,MacroEvent,Source1,Source2,Source3,Misc.,Source4
Bridgeport,Greater Bridgeport Transit Administration Building,Fairfield ,CT,US,2020-05-20,,,,,,,Amalgamated Transit Union Local 443,for greater safety precautions in workplace during COVID-19 crisis,0,protest,0,0,0,0,1,1,,https://www.wtnh.com/news/connecticut/fairfield/ct-transit-workers-hold-protest-demanding-hazard-pay-better-working-conditions-amid-pandemic/,,,,
Cambridge,,Middlesex,MA,US,2020-05-20,,,,,,,Health Alliance nurses,for more safety precautions and hazard pay for nurses during coronavirus pandemic,0,protest,,,,,1,1,,http://www.cambridgeday.com/2020/05/19/health-alliance-nurses-plan-wednesday-protest-demanding-more-safety-precautions-hazard-pay/,Future.,,,
Clearwater,Pinellas County Commission Building,Pinellas,FL,US,2020-05-20,close to 100,100,,100,,,general protesters,for reopening of bars during COVID19 crisis,2,protest,0,0,0,0,1,1,,https://www.fox13news.com/news/left-out-of-reopening-plan-bar-owners-hit-streets-in-protest,,,,
El Monte,Greater El Monte Community Hospital,Los Angeles,CA,US,2020-05-20,,,,,,,South El Monte nurses,"against layoffs during coronavirus pandemic, for collective bargaining rights",0,protest,0,0,0,0,1,1,,https://www.sgvtribune.com/2020/05/20/south-el-monte-nurses-protest-after-hospital-suspends-labor-delivery-ward/,,,,
Florence,Florence Correctional Center,,AZ,US,2020-05-20,,,,,,,detainees,for stronger protections against COVID-19 in ICE detention facility,0,hunger strike,0,0,0,0,1,1,,https://mobile.twitter.com/Puenteaz/status/1263277245415604225,,,,
Helena,State Capitol,Lewis and Clark ,MT,US,2020-05-20,dozens,24,,24,,,general protesters,protest stay-at-home measures due to Covid-19,2,protest,0,0,0,0,1,1,,https://www.krtv.com/rebound/protesters-rally-against-covid-19-restrictions,,,,
Kansas City,Amazon Warehouse,Wyandotte,KS,US,2020-05-20,NA,4,,4,,,Amazon employees,for safer working conditions for Amazon workers during coronavirus pandemic,0,protest,0,0,0,0,1,1,,https://www.kctv5.com/ott/news/few-workers-take-part-in-kck-amazon-protest-walkout/video_608d56d4-fd35-5310-8a9d-f8cc2909e824.html,,,,
Lancaster,South Central Transit Authority,,PA,US,2020-05-20,more than two dozen,24,,24,,,BARTA bus drivers,for safer working conditions for BARTA bus drivers during coronavirus pandemic,0,protest,0,0,0,0,1,1,,https://nam10.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.readingeagle.com%2Ftncms%2Fasset%2Feditorial%2Fe74f6fd2-9b72-11ea-9fae-83b860278b28%2F&data=02%7C01%7Cjeremy.pressman%40uconn.edu%7Cb88a85715e28472c173808d7fdf547f6%7C17f1a87e2a254eaab9df9d439034b080%7C0%7C0%7C637257102239281119&sdata=giBqi%2BdxxL82hp13BUzV3vF6IXxjA0E99sZ%2B6ChSE08%3D&reserved=0,,,,
Lansing,State Capitol,Ingham,MI,US,2020-05-20,,,,,,,Michigan Conservative Coalition,protest business shutdown during coronavirus pandemic,2,demonstration,,,,,1,1,,https://www.detroitnews.com/story/news/politics/2020/05/15/conservative-group-free-haircuts-michigan-capitol-protest-covid-19/5198128002/,,,,
Lansing,,Ingham ,MI,US,2020-05-20,,,,,,,Michigan Conservative Coalition,"against closing of barber shops, hair salons, and other businesses during COVID19 crisis",2,protest,0,0,0,0,1,1,,https://www.mlive.com/public-interest/2020/05/officers-issue-1000-citations-to-barbers-at-state-capitol-protest-conservative-organizers-pledge-to-cover-costs.html,,,,
Los Angeles,Hall of Justice,Los Angeles,CA,US,2020-05-20,,,,,,,Black Lives Matter LA,"against police brutality, for police accountability, Black Lives Matter, against District Attorney Jackie Lacey",1,protest,,,,,1,1,,https://www.cnn.com/2020/07/10/us/jackie-lacey-la-da-black-lives-matter/index.html,https://www.newyorker.com/magazine/2020/11/16/after-years-of-protests-every-wednesday-la-activists-welcome-a-new-da,,,
Miramar,City Hall,Broward,FL,US,2020-05-20,dozens,24,,24,,,general protesters,against furloughs of city workers due to coronavirus pandemic,0,protest,0,0,0,0,1,1,,https://wsvn.com/news/local/dozens-protest-amid-possible-furloughs-for-all-miramar-city-employees/,,,,
Pompton Lakes,Pompton Lakes Catholic Elementary School,Passaic ,NJ,US,2020-05-20,dozens,24,,24,,,general protesters,against permanent closure of Catholic school due to coronavirus pandemic,0,protest,0,0,0,0,1,1,,https://www.nj.com/education/2020/05/this-came-out-of-the-blue-parents-students-fight-to-keep-nj-catholic-school-open.html,,,,
Springfield,State Capitol,Sangamon,IL,US,2020-05-20,,,,,,,Reopen IL,protest shutdown due to Covid 19,2,protest,,,,,1,1,,https://wgem.com/2020/05/19/theres-no-place-for-hatred-in-our-state-addressing-the-trend-at-reopen-illinois-rallies/,,,,
St. Paul,from United Hospital to State Capitol,Ramsey,MN,US,2020-05-20,several hundred,300,,300,,,Minnesota Nurses Association,protest lack of PPE for nurses during coronavirus pandemic,1,march,0,0,0,0,1,1,,https://www.mprnews.org/story/2020/05/10/nurses-plan-march-to-capitol-to-demand-more-access-to-ppe,http://www.fightbacknews.org/2020/5/21/minnesota-union-nurses-hold-huge-socially-distanced-picket-and-march-safety,,,
Tampa,,Hillsborough,FL,US,2020-05-20,,,,,,,general protesters,for reopening of bars during COVID19 crisis,2,protest,0,0,0,0,1,1,,https://www.abcactionnews.com/news/local-news/tampa-and-clearwater-bar-owners-protesting-to-reopen-their-businesses,,,,
Washington,,,DC,US,2020-05-20,about 65,65,,65,,,general protestors,for awareness of amyotrophic lateral sclerosis,0,demonstration,0,0,0,0,1,1,,https://www.wtvq.com/2020/05/20/lexington-man-travels-nations-capital-als-rally/,,,,
Farmington,Main Street,San Juan,NM,US,2020-05-21,more than 500,500,,500,,,general protestors,protest slow reopening plan for San Juan County during coronavirus pandemic,2,protest,0,0,0,0,1,1,,https://durangoherald.com/articles/325508,,,,
Greenwich,Greenwich Train Station; various homes,Fairfield ,CT,US,2020-05-21,,,,,,,SEIU ,for better pay and safer working conditions during coronavirus pandemic,0,protest,0,0,0,0,1,1,,https://www.ctinsider.com/news/coronavirus/greenwichtime/article/Noisy-protest-hits-the-affluent-neighborhoods-of-15287262.php,,,,
Ivins,"City Hall to Hurricane, UT",Washington,UT,US,2020-05-21,,,,,,,Walk for Freedom,protest stay-at-home orders due to Covid-19,2,car protest,0,0,0,0,1,1,,https://www.stgeorgeutah.com/news/archive/2020/05/21/rmw-utah-walk-for-freedom-holds-road-rally-to-encourage-the-state-to-reopen/,,,,
Lexington,Mary Queen of the Holy Rosary,Fayette,KY,US,2020-05-21,over 150,150,,150,,,Building a United Interfaith Lexington,against cuts to city's affordable housing fund due to coronavirus pandemic,1,protest,0,0,0,0,1,1,,https://www.lex18.com/news/covering-kentucky/interfaith-group-hosts-rally-after-proposed-lexington-budget-includes-cuts-to-affordable-housing-fund,,,,
Media,County Courthouse,Delaware,PA,US,2020-05-21,roughly 75-100,75,,100,,,business owners,protest economic shutdown due to Covid-19,2,protest,0,0,0,0,1,1,,https://www.delcotimes.com/news/open-delco-protesters-rally-at-county-courthouse/article_e0cc95ee-9bbe-11ea-9616-f31ed0358de2.html,,,,
New York,Holliswood Center; Queens,Queens,NY,US,2020-05-21,,,,,,,1199 SEIU,protest dangerous work conditions due to Covid 19,1,protest,0,0,0,0,1,1,,https://www.amny.com/coronavirus/nursing-home-workers-rally-in-queens-for-fair-compensation-during-covid-19-crisis/,,,,
New York,Downtown Brooklyn Nursing and Rehab Center,Kings,NY,US,2020-05-21,,,,,,,1199 SEIU,protest dangerous work conditions due to Covid 19,1,protest,0,0,0,0,1,1,,https://www.amny.com/coronavirus/nursing-home-workers-rally-in-queens-for-fair-compensation-during-covid-19-crisis/,,,,
Olympia,Capitol,Thurston,WA,US,2020-05-21,hundreds,200,,200,,,general protestors,against state COVID-19 stay-at-home order,2,rally,0,0,0,0,1,1,,https://q13fox.com/2020/05/21/another-rally-planned-in-olympia-to-protest-stay-home-order/,,,,
Palo Alto,El Camino Real; near Stanford Hospital,Santa Clara,CA,US,2020-05-21,count pic,12,,12,,,SEIU-United Healthcare Workers West union ,against pay cuts and furloughs of healthcare workers during coronavirus pandemic,0,protest,0,0,0,0,1,1,,https://www.stanforddaily.com/2020/05/23/healthcare-workers-stage-2nd-protest-over-pay-hours-cuts/,,,,
San Clemente,San Clemente Pier,Orange,CA,US,2020-05-21,estimated 200,200,,200,,,Reopen California,Healthcare; for revising treatment standards; coronavirus; against regulation,2,protest,8,0,0,0,1,1,,https://losangeles.cbslocal.com/2020/05/21/4-arrested-in-san-clemente-protests-against-coronavirus-lockdown/,,,,
Santa Clarita,Valencia Boulevard,Los Angeles,CA,US,2020-05-21,more than 100,100,,100,,,general protestors,protest shutdown due to Covid 19,2,protest,0,0,0,0,1,1,,https://signalscv.com/2020/05/more-than-100-gather-for-reopen-santa-clarita-rally/,,,,
Seattle,Little Saigon,King,WA,US,2020-05-21,roughly 20,20,,20,,,homeless protestors; general protestors,protest removal of homeless tent encampments during coronavirus pandemic,1,protest,0,0,0,0,1,1,,https://www.seattletimes.com/seattle-news/homeless/major-encampment-removal-in-little-saigon-draws-protesters-during-coronavirus-pandemic/,,,,
Tallahassee,,Leon,FL,US,2020-05-21,,,,,,,unemployed citizens,protest broken state unemployment processing system,1,protest,,,,,1,1,,https://www.wtsp.com/article/news/health/coronavirus/florida-unemployment-benefits-fail-people-desperate-protest-rally-orlando-lawsuits-deo-department-of-unemployment/67-9b472140-8aec-4a93-b0e3-d0bee8679e25,,,,
Wichita,,Sedgwick,KS,US,2020-05-21,,,,,,,general protestors,"against state restrictions on business during coronavirus pandemic, against vaccines",2,protest,0,0,0,0,1,1,,https://www.kansas.com/news/politics-government/article242904231.html,,,,
Worcester,Immaculate Conception parking lot to City Hall,Worcester,MA,US,2020-05-21,,,,,,,members of Educational Association of Worcester,protest school superintendent's inadequate response to remote learning during coronavirus pandemic,0,car protest,0,0,0,0,1,1,,https://www.telegram.com/news/20200519/worcester-teachers-union-raps-superintendent-over-remote-learning-plans-protest,,,,
Yonkers,Outside State Senate Majority Leader Stewart-Cousins' Office,Westchester,NY,US,2020-05-21,count vid,5,,5,,,general protestors,for safer conditions for prison inmates during coronavirus pandemic,0,protest,0,0,0,0,1,1,,http://westchester.news12.com/story/42159952/silent-protesters-demand-release-of-older-prisoners,,,,
Aurora,GEO Immigration detention facility,Arapahoe,CO,US,2020-05-22,,,,,,,general protestors,anti ICE; seek release of immigrant detainees due to Covid 19,1,car protest,0,0,0,0,1,1,,https://sentinelcolorado.com/news/metro/two-covid-19-cases-at-aurora-ice-prison-prompt-more-concern-about-detainee-transfers/,,,,
Butler,Cargill Meat Solutions,Waukesha,WI,US,2020-05-22,,,,,,,Physicians Committee for Responsible Medicine,call for shutdown of all meatpacking plants during coronavirus pandemic,1,protest,0,0,0,0,1,1,,https://www.cbs58.com/news/activists-protest-outside-cargill-meat-solutions-call-for-closure-of-meatpacking-plants-in-wisconsin,,,,
Butner,FCI Butner Low,Granville,NC,US,2020-05-22,na,15,,15,,,general protesters,against treatment of prisoners confined during the COVID19 pandemic,1,car protest,0,0,0,0,1,1,,"http://wakeweekly.com/stories/family-members-protest-deaths-at-butner-prison,208738",,,,
Chicago,Outside Governor Pritzker's home,Cook,IL,US,2020-05-22,a dozen,12,,12,,,Chicago ADAPT,Healthcare; against mismanagement; coronavirus; for senior services,2,protest,0,0,0,0,1,1,,https://chicago.suntimes.com/coronavirus/2020/5/22/21267954/coronavirus-deaths-illinois-nursing-homes-protest-pritzker-house,,,,
Columbia Falls,MudMan Burgers,Flathead,MT,US,2020-05-22,,,,,,,general protestors,against opening of restaurant linked to alleged cult,0,protest,0,0,0,0,1,1,,https://www.dailyinterlake.com/news/2020/may/18/mudman-relaunch-met-with-protest-in-columbia-6/,,,,
Durango,Main Ave,La Plata,CO,US,2020-05-22,,,,,,,general protestors,protest shutdown due to Covid 19,2,protest,0,0,0,0,1,1,,https://durangoherald.com/articles/325486,,,,
Grass Valley,City Hall,Nevada,CA,US,2020-05-22,around 100,100,,100,,,ReOpen Nevada County,"for reopening businesses during coronavirus pandemic, every business is essential, against communism",2,protest,0,0,0,0,1,1,,https://www.sacbee.com/news/coronavirus/article242928691.html,https://www.theunion.com/news/every-business-is-essential-reopen-nevada-county-hosts-rally-to-open-local-businesses/,,,
Jersey City,Trump Bay Street,Hudson,NJ,US,2020-05-22,,,,,,,Make the Road NJ,anti-Trump,1,protest,0,0,0,0,1,1,,https://www.nj.com/hudson/2020/05/why-protesters-lined-up-body-bags-outside-trump-bay-street-building.html,,,,
Killeen,Mayborn Gate at Fort Hood,Bell,TX,US,2020-05-22,roughly 50,50,,50,,,family and friends of Vanessa Guillen,for justice for Vanessa Guillen,0,rally,0,0,0,0,1,1,,https://www.fox44news.com/news/local-news/fort-hood-soldier-missing-for-one-month-loved-ones-form-peaceful-protest/,,,,
Miami Beach,Overtown Performing Arts Center to A1A and 21st St,Miami-Dade,FL,US,2020-05-22,dozens,24,,24,,,general protestors,against state's failure to distribute unemployment benefits during coronavirus pandemic,0,car protest; die in,0,0,0,0,1,1,,https://wsvn.com/news/local/people-caravan-stage-die-in-to-protest-states-failure-to-distribute-unemployment-benefits/,,,,
San Francisco,CCSF Fort Mason Campus,San Francisco,CA,US,2020-05-22,,,,,,,CCSF students,against closure of university arts campus due to budget shortfall caused by coronavirus pandemic,0,protest,0,0,0,0,1,1,,https://www.sfchronicle.com/bayarea/article/CCSF-plans-to-close-Fort-Mason-campus-sparks-15289656.php,,,,
Towson,State House,Baltimore,MD,US,2020-05-22,more than 100,100,,100,,,ReOpen Maryland,protest stay-at-home measures due to Covid-19,2,protest,0,0,0,0,1,1,,https://www.baltimoresun.com/coronavirus/cng-co-to-reopen-baltimore-county-20200520-p2tyk26pn5adlggyultfglg7zy-story.html,https://www.baltimoresun.com/coronavirus/cng-co-to-reopen-baltimore-county-protest-gallery-20200522-tyypz2bxmzb4xghyrthnt4era4-story.html,,,
Ventura,Government Center,Ventura,CA,US,2020-05-22,hundreds,200,,200,,,Ventura County high school seniors,for in-person high school graduation during coronavirus pandemic,2,protest,0,0,0,0,1,1,,https://keyt.com/news/2020/05/22/ventura-county-seniors-protest-for-an-in-person-graduation/,,,,
Austin,State Capitol,Travis,TX,US,2020-05-23,about 100,100,,100,,,general protestors,"for immediate lifting of state coronavirus restrictions on businesses, against vaccines",2,protest,0,0,0,0,1,1,,https://www.statesman.com/news/20200523/capitol-protesters-demand-full-texas-reopening-immediately,,,,
Bangor,Bangor Mall,Penobscot,ME,US,2020-05-23,dozens,24,,24,,,general protestors,against state coronavirus restrictions,2,rally,0,0,0,0,1,1,,https://www.wabi.tv/content/news/Mainers-gathered-for-the-second-time--570723751.html,,,,
Barstow,Veterans Home of California-Barstow,San Bernardino ,CA,US,2020-05-23,thousands,2000,,2000,,,general protesters,against proposed closure of Barstow Veterans Home due to budget shortfall caused by coronavirus pandemic,0,rally; caravan,0,0,0,0,1,1,,https://www.vvdailypress.com/news/20200525/thousands-attend-memorial-day-rally-to-save-barstow-veterans-home,,,,
Boardman,Route 224 and Market St,Mahoning,OH,US,2020-05-23,,,,,,,Free Ohio Now,"in honor of veterans, against Governor DeWine, for patriotism, against state coronavirus mandates",2,protest,0,0,0,0,1,1,,https://www.wfmj.com/story/42167044/free-ohio-now-group-holds-memorial-day-rallies,,,,
Brunswick,Seldon Park,Glynn,GA,US,2020-05-23,hundreds,200,,200,,,The Lambda Tau chapter of the Omega Psi Phi fraternity ,"against racism, for justice for Ahmaud Arbery",1,march,0,0,0,0,1,1,,https://www.wsav.com/crime-safety/hundreds-march-mother-speaks-after-arrest-of-man-accused-of-filming-ahmaud-arberys-death/,,,,
Chesterland,Chester Township Park Gazebo,Geauga,OH,US,2020-05-23,about 50,50,,50,,,Free Ohio Now; Geauga County Tea Party,"in honor of veterans, against Governor DeWine, for patriotism, against state coronavirus mandates, for President Trump",2,rally; demonstration,0,0,0,0,1,1,,https://www.geaugamapleleaf.com/news/rally-in-chester-calls-dewines-actions-unconstitutional/,,,,
Cortland,Cortland Roller Rink,Trumbull,OH,US,2020-05-23,,,,,,,Free Ohio Now,"in honor of veterans, against Governor DeWine, for patriotism, against state coronavirus mandates",2,rally,0,0,0,0,1,1,,https://www.tribtoday.com/news/local-news/2020/05/free-ohio-now-rallies-set-for-cortland-niles/,,,,
Estes Park,The Fairgrounds; Elkhorn Ave,Larimer,CO,US,2020-05-23,over 75,75,,75,,,We Support Estes Park,against restrictions on tourism during coronavirus pandemic,2,caravan,0,0,0,0,1,1,,https://www.eptrail.com/2020/05/21/car-rally-to-support-estes-park-saturday-may-23/,,,,
Frankfort,State Capitol,Franklin,KY,US,2020-05-23,a couple hundred ,200,,200,,,general protestors,"against state coronavirus restrictions on businesses, against Governor Beshear",2,rally,0,0,0,0,1,1,,https://www.wkyt.com/content/news/Freedom-Rally-protesters-say-elected-officials-made-unconstitutional-choices-570723571.html,,,,
Honesdale,Wayne County Courthouse,Wayne,PA,US,2020-05-23,roughly 30,30,,30,,,general protestors,"against state-mandated business closures during coronavirus pandemic, against tyranny",2,protest,0,0,0,0,1,1,,"https://riverreporter.com/stories/residents-hold-reopen-wayne-county-demonstration-in-honesdale,37408",,,,
Houston,610 Loop,Harris,TX,US,2020-05-23,,,,,,,slab riders,"against racism, for justice for Ahmaud Arbery",1,car protest,,,,,1,1,,https://www.khou.com/article/news/crime/we-ride-with-ahmaud-paul-wall-helps-organize-slab-ride-for-justice/285-ec4ce20e-689b-43c3-9ab2-434f88d54c39,,,,
Jacksonville,Rascal's ,Duval,FL,US,2020-05-23,dozens,24,,24,,,general protesters,for reopening of bars during COVID19 crisis,2,protest,0,0,0,0,1,1,,https://www.news4jax.com/news/local/2020/05/23/as-other-florida-businesses-reopen-for-memorial-day-weekend-bar-owners-feel-left-out/,,,,
Lake Havasu City,Bridgewater Channel,Mohave,AZ,US,2020-05-23,thousands,2000,,2000,,,supporters of President Trump,for President Trump,2,rally; boat parade,0,0,0,0,1,1,,https://www.havasunews.com/free_access/trump-support-rally-jam-packs-bridgewater-channel/collection_7ad2152c-9d4c-11ea-bad7-1b93cbdcdc14.html,,,,
Lakeport,Bowling alley parking lot,Lake,CA,US,2020-05-23,estimated 20 vehicles,20,,20,,,Reopen Our Lake Now,"for loosening state and county restrictions meant to slow the spread of coronavirus, for freedom",2,caravan,0,0,0,0,1,1,,https://www.record-bee.com/2020/05/23/rally-round-the-lake-for-freedom-draws-small-crowd-of-protesters/,,,,
Madiera Beach ,Intercoastal Waterway,Pinellas,FL,US,2020-05-23,dozens of boats,,,,,,general protesters,for President Trump,2,rally; boat parade,0,0,0,0,1,1,,https://www.wtsp.com/article/news/local/pinellascounty/florida-trump-boat-parade-johns-pass-gulfport/67-d50b4280-3af3-434d-a910-23ac48e7e198,,,,
Miami,South Beach,Miami-Dade,FL,US,2020-05-23,NA,3,,3,,,general protesters,for reopening of local beaches during COVID19 crisis,2,protest,3,0,0,0,1,1,,https://wsvn.com/news/local/miami-dade/3-arrested-in-miami-beach-at-protest-calling-for-reopening-of-beaches/,,,,
Niles,McKinley Memorial,Trumbull,OH,US,2020-05-23,,,,,,,Free Ohio Now,"in honor of veterans, against Governor DeWine, for patriotism, against state coronavirus mandates",2,rally,0,0,0,0,1,1,,https://www.tribtoday.com/news/local-news/2020/05/free-ohio-now-rallies-set-for-cortland-niles/,,,,
Pawcatuck,Modern Barber and Shave,New London,CT,US,2020-05-23,more than 20,20,,20,,,CT Liberty Rally,against state-mandated business closures during coronavirus pandemic,2,protest,0,0,0,0,1,1,,https://www.theday.com/article/20200523/BIZ02/200529740,,,,
Sacramento,State Capitol,Sacramento,CA,US,2020-05-23,"at least 1,000",1000,,1000,,,Freedom Angels,"against state COVID-19 stay-at-home order, for liberty, for patriotism, for President Trump",2,protest,0,0,0,0,1,1,,https://www.abc10.com/article/news/local/sacramento/liberty-fest-rally/103-25fe6999-ed12-440c-a714-0ccf4ea617fb,,,,
Salt Lake City,outside University President's house,Salt Lake,UT,US,2020-05-23,,,,,,,Students for a Democratic Society,protest University of Utah police officer for sexual harassment allegation,0,car protest,0,0,0,0,1,1,,http://www.fightbacknews.org/2020/5/21/new-revelations-police-sexual-harassment-lauren-mccluskey-case-protest-planned,,,,
Wellington,127 Park Place,Lorain,OH,US,2020-05-23,,,,,,,Free Ohio Now,"in honor of veterans, against Governor DeWine, for patriotism, against state coronavirus mandates",2,protest,0,0,0,0,1,1,,https://www.morningjournal.com/news/lorain-county/wellington-free-ohio-now-announced-memorial-day-rally/article_e8bccc98-99e7-11ea-a936-3bfa7abc6461.html,,,,
Yakima,Yakima Speedway ,Yakima,WA,US,2020-05-23,at least 400,400,,400,,,general protesters,for reopening of state economy during COVID19 crisis,2,protest,0,0,0,0,1,1,,https://www.yakimaherald.com/special_projects/coronavirus/crowd-gathers-at-yakima-speedway-to-protest-inslees-coronavirus-orders/article_c23f55d9-5d04-583b-ac11-8acb5de31c0d.html,,,,
Baltimore,Fort McHenry,Baltimore,MD,US,2020-05-24,dozens,24,,24,,,Baltimore's Peoples Power Assembly,against planned visit by President Trump,1,protest; caravan protest,0,0,0,0,1,1,,https://www.wbaltv.com/article/president-donald-trump-protesters-fort-mchenry-visit-baltimore/32655340,,,,
Charleston ,Charleston Harbor,Charleston,SC,US ,2020-05-24,between 700 and 800 vessels,700,,800,,,general protesters,for President Trump,2,rally; boat parade,0,0,0,0,1,1,,https://www.postandcourier.com/politics/pro-trump-boat-parade-packs-charleston-harbor-thrills-supporters/article_ecd65148-9edb-11ea-961e-f30ba30ff12a.html,,,,
Frankfort,Kentucky State Capitol,Franklin,KY,US,2020-05-24,at least 100,100,,100,,,general protesters,in support of the Second Amendment; against Governor Beshear; against coronavirus restrictions,2,protest; rally; hanging of effigy,0,0,0,0,1,1,,https://www.courier-journal.com/story/news/politics/2020/05/24/second-amendment-supporters-protest-covid-19-restrictions-capitol/5250571002/,https://www.courier-journal.com/story/news/politics/2020/05/24/second-amendment-supporters-protest-covid-19-restrictions-capitol/5250571002/,,,
Hanover,SuperSets Gym,York,PA,US,2020-05-24,about 50,50,,50,,,general protesters,for reopening of businesses during COVID19 crisis,2,protest,0,0,0,0,1,1,,https://www.lehighvalleylive.com/news/2020/05/police-called-but-lehigh-valley-rally-for-small-businesses-is-allowed-to-continue.html,,,,
Howard Beach,New Park Pizza,Queens,NY,US,2020-05-24,ten,10,,10,,,general protestors ,against lockdown during coronavirus pandemic,0,protest,0,0,0,0,1,1,,https://www.qchron.com/editions/queenswide/the-anti-lockdown-rally-that-wasn-t/article_36e6c6e8-3fbb-54ec-9a45-6ff691875494.html,,,,
Jacksonville,Cass Meats; Morton Ave,Morgan,IL,US,2020-05-24,,,,,,,general protestors,against state coronavirus lockdown order,2,rally,0,0,0,0,1,1,,https://www.myjournalcourier.com/news/article/Anti-lockdown-rally-coming-to-Jacksonville-15286408.php#item-85307-tbla-1,,,,
Keene Valley,Exit 30 ,Essex,NY,US,2020-05-24,,,,,,,We the People of the Adirondacks,against tourism in the Adirondacks during the COVID19 pandemic,0,protest,0,0,0,0,1,1,,https://poststar.com/news/state-and-regional/small-protest-group-near-northway-exit-30-tells-tourists-go-home/article_50386974-6e2f-55e1-909d-bd314162f52d.html,,,,
Lompoc,Lompoc Federal Prison ,Santa Barbara,CA,US,2020-05-24,hundreds,200,,200,,,general protesters,for the release of prisoners due to COVID19 crisis,1,protest; car-protest,0,0,0,0,1,1,,https://keyt.com/lifestyle/community/2020/05/24/hundreds-partake-in-car-protest-against-lompoc-federal-prison/,,,,
Los Angeles,City Hall,Los Angeles,CA,US,2020-05-24,several hundred,300,,300,,,general protesters,for reopening of state during COVID19 crisis,2,rally,0,0,0,0,1,1,,https://www.dailynews.com/protesters-in-downtown-la-rally-demand-reopening-of-california-businesses,,,,
Naples ,City Dock in Naples,Collier,FL,US,2020-05-24,about 530 boats,,,,,,supporters of President Trump,for President Trump,2,rally; boat parade,0,0,0,0,1,1,,https://www.naplesnews.com/story/news/2020/05/23/florida-hundreds-boats-make-waves-trump-collier-county-waters/5214952002/,,,,
New Brunswick,Lincoln Annex School,Middlesex,NJ,US,2020-05-24,more than a dozen,12,,12,,,the union Rutgers AAUP-AFT,against the demolition of the Lincoln Annex School ,0,protest; car-protest,0,0,0,0,1,1,,https://www.mycentraljersey.com/story/news/education/in-our-schools/2020/05/25/new-brunswick-activist-have-social-distance-rally-lincoln-annex-school/5254925002/,,,,
New York ,Cross Bay Boulevard; Queens,Queens,NY,US,2020-05-24,around 10,10,,10,,,Howard Beach Moms ,in favor of reopening economy during COVID19 crisis,2,protest,0,0,0,0,1,1,,https://www.qchron.com/editions/queenswide/the-anti-lockdown-rally-that-wasn-t/article_36e6c6e8-3fbb-54ec-9a45-6ff691875494.html,,,,
Asheville,,Buncombe,NC,US,2020-05-25,,,,,,,ReOpen NC,"against state coronavirus stay-at-home order, for constitutional rights",2,rally,0,0,0,0,1,1,,https://www.greensboro.com/news/local_news/reopen-nc-to-hold-rally-in-greensboro-on-monday-one-of-5-across-the-state/article_f1fb8602-579f-5454-a4eb-2139b8b4b70c.html,https://www.newsobserver.com/news/coronavirus/article242972936.html https://www.greensboro.com/news/local_news/reopen-nc-to-hold-rally-in-greensboro-on-monday-one-of-5-across-the-state/article_f1fb8602-579f-5454-a,,,
Boston,State House,Suffolk ,MA,US,2020-05-25,roughly 30,30,,30,,,The Black Boston COVID-19 Coalition ,against decision to reopen state during COVID19 crisis; for recognition of minorities impacted by COVID19 crisis,1,protest; demonstration,0,0,0,0,1,1,,https://www.boston.com/news/coronavirus/2020/05/26/massachusetts-reopening-protest-boston https://www.bostonglobe.com/2020/05/25/metro/black-latinx-activists-say-sta,,,,
Charlotte,,Mecklenburg,NC,US,2020-05-25,,,,,,,ReOpen NC,"against state coronavirus stay-at-home order, for constitutional rights",2,rally,0,0,0,0,1,1,,https://www.greensboro.com/news/local_news/reopen-nc-to-hold-rally-in-greensboro-on-monday-one-of-5-across-the-state/article_f1fb8602-579f-5454-a4eb-2139b8b4b70c.html,https://www.wcnc.com/article/news/health/coronavirus/group-holding-reopen-rally-today-in-charlotte/275-ba8f0b8c-1fb1-4a06-bb78-477f74620f72 https://www.greensboro.com/news/local_news/reopen-nc-to-hold-rally-in-greensboro-on-monday-one-of-5-across-the-state/article_f1fb8602-579f-5454-a4eb-2139b8b4b70c.html,,,
Chicago,Grant Park,Cook,IL,US,2020-05-25,hundreds,200,,200,,,general protesters,protest stay-at-home measures due to Covid-19,2,protest,0,0,0,0,1,1,,https://chicago.suntimes.com/coronavirus/2020/5/25/21269953/reopen-illinois-rally-coronavirus-chicago-police-shut-down,,,,
Chicago,Thompson Center,Cook,IL,US,2020-05-25,,,,,,,general protesters,protest stay-at-home measures due to Covid-19,2,protest,0,0,0,0,1,1,,https://chicago.suntimes.com/coronavirus/2020/5/25/21269953/reopen-illinois-rally-coronavirus-chicago-police-shut-down,,,,
Frankfort,Capitol ,Franklin ,KY,US,2020-05-25,,,,,,,general protesters,in support of Governor Beshear,0,rally,0,0,0,0,1,1,,https://www.wtvq.com/2020/05/25/politicians-express-outrage-protesters-hang-effigy-gov-beshear-tree/,,,,
