CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,MacroEvent,Misc.,Source1,Source2,Source3,Source4,Source5,Source6,
Sacramento,home of Governor Newsom,,CA,US,2020-07-27,60-65,60,,65,,,general protesters,for clemency for inmates in state prison during coronavirus pandemic,0,protest,unspecified,0,0,0,1,1,,,https://www.modbee.com/news/california/article244520112.html,,,,,,
Salem,Oregon State Capitol,,OR,US,2020-07-27,2,2,,2,,,general protesters,for in-person schooling during COVID-19 pandemic,0,counter-protest,0,0,0,0,1,1,20200727-salem-covidschools,,https://www.thecentersquare.com/oregon/oregon-teachers-parents-rally-at-state-capitol-for-online-only-classrooms-despite-concerns-over-internet/article_c613b0fe-d069-11ea-9ff7-0bd9777ef65c.html,,,,,,
Salem,Oregon State Capitol,,OR,US,2020-07-27,,,,,,,"Oregon for a Safe Return to Campus; state educators, school staff, concerned individuals",against in-person schooling during COVID-19 pandemic,0,caravan,0,0,0,0,1,1,20200727-salem-covidschools,,https://www.thecentersquare.com/oregon/oregon-teachers-parents-rally-at-state-capitol-for-online-only-classrooms-despite-concerns-over-internet/article_c613b0fe-d069-11ea-9ff7-0bd9777ef65c.html,https://www.kgw.com/article/news/health/coronavirus/oregon-teachers-rally-salem-no-covid-19-cases-14-days/283-9f2a0e9d-d93d-4332-866a-501d47974f79,,,,,
Tempe,Rio Salado Parkway and Mill Avenue,,AZ,US,2020-07-27,handful,5,,5,,,general protesters,"against Black Lives Matter protesters, in support of police",2,counter-protest,0,0,0,0,1,1,20200727-tempe-blm,,https://www.azcentral.com/story/news/local/tempe-breaking/2020/07/28/seven-people-arrested-connection-tempe-protest/5531482002/,,,,,,
Ukiah,Ukiah Unified School District,,CA,US,2020-07-27,few dozen,36,,36,,,teachers,against proposed hybrid schooling plan during coronavirus pandemic,0,protest,0,0,0,0,1,1,,,https://www.ukiahdailyjournal.com/2020/07/28/coronavirus-teachers-stage-protest-in-ukiah-monday/,,,,,,
Valdosta,Lowndes County Board of Education building,,GA,US,2020-07-27,,,,,,,general protesters,against reopening schools during coronavirus pandemic,0,protest,0,0,0,0,1,1,,,https://www.wctv.tv/2020/07/27/lowndes-county-teachers-protest-boards-decision-to-reopen-schools/,,,,,,
Vernon,Town Hall; Northeast Elementary School,,CT,US,2020-07-27,about 35,35,,35,,,general protesters,"for voting rights, against town's refusal to place state-issued ballot box for mail-in ballots outside city hall during coronavirus pandemic",1,caravan; protest,0,0,0,0,1,1,,,https://www.journalinquirer.com/towns/coventry/vernon-caravan-protest-over-voter-suppression/article_c6fdec2a-d0df-11ea-8d6b-7f55456606be.html,,,,,,
Anchorage,,,AK,US,2020-07-28,about 20,20,,20,,,UNITE HERE,for extending unemployment benefits and expanding health insurance during coronavirus pandemic,0,protest,0,0,0,0,1,1,,,https://www.adn.com/politics/2020/07/28/labor-unions-call-on-alaska-congressional-delegation-to-extend-covid-19-aid-at-protest/,,,,,,
Ashland,Hanover County School Board Office,,VA,US,2020-07-28,70,70,,70,,,general protesters,for allowing parents to choose if their child attends in person or virtual school during coronavirus pandemic,0,rally,0,0,0,0,1,1,,,https://www.nbc12.com/2020/07/28/hanover-families-rally-support-parents-choice-return-lean-plan/,,,,,,
Baltimore,District Court,,MD,US,2020-07-28,50,50,,50,,,Roundtable; Housing Our Neighbors; United Workers,for extending eviction moratorium and cancelling rent during coronavirus pandemic,0,protest,0,0,0,0,1,1,,,https://baltimorebrew.com/2020/07/28/fear-and-protest-as-baltimore-rent-court-resumes/,,,,,,
Beverly,Beverly City Hall,,MA,US,2020-07-28,two,2,,2,,,men,"against Black Lives Matter protesters, Blue Lives Matter",2,counter-protest,0,0,0,0,1,1,20200728-beverly-blm,walked into crowd of protesters with flag; disrupted speakers,https://www.salemnews.com/news/local_news/march-postponed-but-black-lives-matter-rally-goes-on/article_62cee47a-8ac4-5bfd-8cef-f5c24473bd11.html,,,,,,
New York,"Red Hook, Brooklyn",,NY,US,2020-07-28,,,,,,,Red Hook Houses residents,"for halting local redevelopment project during coronavirus pandemic, against water utility shutoffs",0,protest,0,0,0,0,1,1,,,https://www.pix11.com/news/monica-makes-it-happen/community-groups-residents-rally-for-city-construction-at-red-hook-houses-to-stop-during-pandemic,,,,,,
Charleston,Berkeley Middle School; Berkeley County School District Headquarters,,SC,US,2020-07-28,about 100,100,,100,,,teachers,against in-person schooling during coronavirus pandemic,0,protest; car caravan,0,0,0,0,1,1,,,https://www.live5news.com/2020/07/28/berkeley-co-teachers-set-hold-drive-by-protest-calling-virtual-only-school-start/,,,,,,
Cleburne,Liberty Hotel; Wright Plaza; Gone with the Wind Musuem,,TX,US,2020-07-28,,,,,,,general protesters,"against Black Lives Matter, against antifa",2,rally,0,0,0,0,1,1,,,https://www.cleburnetimesreview.com/news/rumored-protest-fails-to-develop-counter-protestors-arrive-in-cleburne-in-force/article_c874bda4-d120-11ea-b16a-cf6d3c6a1567.html,,,,,,
Hartford,outside the state capitol,,CT,US,2020-07-28,,,,,,,Immigrants Are Essential Coalition,for more COVID-19 financial relief for immigrant workers,1,rally,0,0,0,0,1,1,,,https://www.wtnh.com/news/connecticut/hartford/immigrants-are-essential-coalition-to-rally-in-hartford-for-more-covid-19-relief/,,,,,,
Hillsboro,Jefferson County Health Department,,MO,US,2020-07-28,,,,,,,general protesters,"against county coronavirus mask mandate, against tyranny, fear robs us",2,protest,0,0,0,0,1,1,20200728-hillsboro-covid,,https://www.kmov.com/pro-and-anti-mask-protesters-rally-as-jefferson-county-health-department-debates-mask-mandate/video_39052d00-308f-5a30-887b-f89b6f1ccaea.html,https://www.stltoday.com/lifestyles/health-med-fit/coronavirus/watch-now-mask-supporters-and-mask-protesters-square-off-in-heated-debate-in-front-of/video_eac4ff20-6320-5726-82bd-0bac34edae68.html,,,,,
Hillsboro,Jefferson County Health Department,,MO,US,2020-07-28,,,,,,,general protesters,"for county coronavirus mask mandate, inconvenience is not oppression, true patriots wear a mask",1,counter-protest,0,0,0,0,0,1,20200728-hillsboro-covid,,https://www.kmov.com/pro-and-anti-mask-protesters-rally-as-jefferson-county-health-department-debates-mask-mandate/video_39052d00-308f-5a30-887b-f89b6f1ccaea.html,https://www.stltoday.com/lifestyles/health-med-fit/coronavirus/watch-now-mask-supporters-and-mask-protesters-square-off-in-heated-debate-in-front-of/video_eac4ff20-6320-5726-82bd-0bac34edae68.html,,,,,
Hingham,Hingham Town Hall,,MA,US,2020-07-28,more than 100,100,,100,,,general protesters,"against removal of Thin Blue Line flags from local fire stations, Back the Blue, for President Trump",2,rally,0,0,0,0,1,1,20200728-hingham-thinblueline,verbal clashes with counter-protesters,https://www.patriotledger.com/story/special/2020/07/28/local-residents-protest-in-hingham-amid-thin-blue-line-flag-controversy/113943544/,https://whdh.com/news/protesters-clash-at-rally-for-thin-blue-line-flag-in-hingham/,https://www.patriotledger.com/news/20200728/local-residents-protest-in-hingham-amid-thin-blue-line-flag-controversy,,,,
Jefferson City ,Cole County Courthouse,,MO,US,2020-07-28,two,2,,2,,,general protesters,"for justice for Darnell Gray, against child abuse",0,demonstration,0,0,0,0,1,1,,,https://www.newstribune.com/news/local/story/2020/jul/29/silent-protest-draws-attention-to-darnell-gray-case/835835/,,,,,,
Kansas City,Kansas City Police Headquarters,,MO,US,2020-07-28,dozens,24,,24,,,general protesters,"in support of police, for patriotism",2,rally,0,0,0,0,1,1,20200728-kc-backtheblue,,https://www.kshb.com/news/local-news/back-the-blue-rally-held-at-kcpd-headquarters,,,,,,
Lincoln,Nebraska State Captiol ,,NE,US,2020-07-28,,,,,,,Children of Smithfield; Nebraska Farmers Union; Refugee Empowerment Center; the Nebraska State AFL-CIO,for safer workplace conditions for meatpacking workers during COVID-19 pandemic,0,protest,0,0,0,0,1,1,,,https://kearneyhub.com/news/state/essential-should-not-mean-expendable-lincoln-rally-seeks-to-protect-meatpacking-workers/article_29fb27fd-83da-5c15-a034-5f01d5188677.html,,,,,,
Manteca,outside the Manteca Unified School District office,,CA,US,2020-07-28,,,,,,,teachers,in protest of Manteca Unified School District reopening plans during coronavirus pandemic,0,protest,0,0,0,0,1,1,,,https://www.recordnet.com/story/news/coronavirus/2020/07/28/manteca-unified-teachers-protest-starting-school-year-on-campus/112692178/,,,,,,
McDonough,McDonough Square,,GA,US,2020-07-28,nearly 200,200,,200,,,general protesters,against removal of Confederate monument,2,protest,0,0,0,0,1,1,,,https://www.cbs46.com/news/armed-protesters-storm-mcdonough-square-to-preserve-confederate-monument/article_a5eaee68-d0e7-11ea-8883-c76ff2ce5bd1.html,,,,,,
Milwaukee,outside BelAir Cantina at Water and Humboldt streets,,WI,US,2020-07-28,about 50,50,,50,,,former employees of Comet Cafe,against firing of employees who complained about working conditions during coronavirus pandemic,0,protest,0,0,0,0,1,1,,,https://www.wisn.com/article/former-comet-cafe-employees-protest-over-loss-of-jobs/33450358,,,,,,
Newburgh,outside US Rep. Sean Patrick Maloney's office at 123 Grand St to Sen. James Skoufis's office at 47 Grand St.,,NY,US,2020-07-28,,,,,,,general protesters,"against proposed refurbishing of Danskammer power plant, for environmental protection",1,protest,0,0,0,0,1,1,,,https://www.recordonline.com/story/news/2020/07/28/danskammer-protesters-plan-march-outside-political-offices-newburgh/5526554002/,,,,,,
Norman ,Headington Hall OU,,OK ,US,2020-07-28,count pic,1,,1,,,general protesters,against unfair labor practices at the University of Oklahoma,0,protest,0,0,0,0,1,1,,,https://www.normantranscript.com/gallery/die-in-at-ou-to-protest-labor-practices/collection_5f3e43e0-d1b2-11ea-b769-dbf54c3258b7.html,,,,,,
North Charleston,,,SC,US,2020-07-28,about 30,30,,30,,,Parents Against Gun Violence Charleston,against gun violence,0,protest,0,0,0,0,1,1,,,https://www.live5news.com/2020/07/28/north-charleston-neighborhood-march-aims-end-violence/,,,,,,
Philadelphia,Jewish Federation of Greater Philadelphia,,PA,US,2020-07-28,,,,,,,Jewish Federation of Greater Philadelphia,for resignation of Philadelphia NAACP President Rodney Muhammad over allegedly anti-semitic Facebook post,0,protest,0,0,0,0,1,1,,,https://www.washingtonpost.com/nation/2020/07/28/protests-live-updates/,,,,,,
Pinellas ,outside school district's headquarters,,FL,US,2020-07-28,,,,,,,teachers,in protest of school board's reopening plans during coronavirus pandemic,0,protest,0,0,0,0,1,1,,,https://www.wmnf.org/pinellas-teachers-rally-reopen-schools-safe/,https://www.wfla.com/community/health/coronavirus/as-teachers-rally-pinellas-county-considers-delaying-start-of-school-year/,,,,,
Pontiac,parking lot,,MI,US,2020-07-28,,,,,,,"parents, residents, and educators",against in-person schooling during coronavirus pandemic,0,rally,0,0,0,0,1,1,,,https://www.theoaklandpress.com/news/coronavirus/teachers-parents-joining-forces-across-district-lines-to-protest-in-person-classes-this-fall/article_38c4a52e-d0fe-11ea-84c9-037026da21f2.html,,,,,,
Redlands,Ed Hales Park; Redlands Police Department,,CA,US,2020-07-28,dozens,24,,24,,,general protesters,"against Black Lives Matter protest, in support of police, for patriotism, defend America, defend the police",2,counter-protest,0,0,0,0,1,1,20200728-redlands-blm,verbally engaged with protesters,https://www.redlandsdailyfacts.com/redlands-police-handcuffing-of-black-motorist-sparks-protest-police-supporters-also-demonstrate,https://www.sbsun.com/2020/07/28/redlands-police-handcuffing-of-black-motorist-sparks-protest-police-supporters-also-demonstrate/,,,,,
Sandpoint,Sandpoint Library,,ID,US,2020-07-28,more than a half-dozen,6,,6,,,People's Rights North Idaho,"against coronavirus mask mandate in public library, against discrimination",2,direct action,0,0,0,0,1,1,,,https://bonnercountydailybee.com/news/2020/jul/30/mask-protesters-barred-from-sandpoint-library-7/,,,,,,
Saint Joseph,on the bluff in downtown ,,MI,US,2020-07-28,almost 200,200,,200,,,general protesters,in support of police,2,rally,0,0,0,0,1,1,,,https://www.heraldpalladium.com/communities/st_joseph/big-crowd-gathers-for-back-the-blue-rally/article_4b1aa04a-a1d8-5088-8bce-66cc3e9b0d53.html,,,,,,
Virginia Beach,outside the municipal schools administration building,,VA,US,2020-07-28,,,,,,,Virginia Beach Education Association; general protesters,for online schooling during coronavirus pandemic,0,rally,0,0,0,0,1,1,,,https://www.pilotonline.com/coronavirus/vp-nw-virginia-beach-schools-fall-plan-20200728-ulvsqplgwrb25fq3ync4v2gkta-photogallery.html,,,,,,
Whittier ,Whittier City Hall,,CA,US,2020-07-28,estimated 800 cars,800,,800,,,general protesters,in support of police,2,protest,0,0,0,0,0,1,20200728-whittier-backtheblue,skirmished with counter-protesters,https://abc7.com/skirmishes-break-out-at-whittier-pro-police-rally/6339800/,https://www.whittierdailynews.com/2020/07/28/protesters-interrupt-drive-by-salute-to-whittier-police-5-arrested/,,,,,
Baltimore,Baltimore City Hall,,MD,US,2020-07-29,about 20,20,,20,,,UAW Local 17,for safer workplaces for casino workers during coronavirus pandemic,0,protest,0,0,0,0,1,1,,,https://www.baltimoresun.com/maryland/baltimore-city/bs-md-ci-casino-protest-city-hall-20200729-4dvqtl7nxfajrostau7ci7sl4a-story.html,,,,,,
Boston,Boston City Hall,,MA,US,2020-07-29,,,,,,,The Boston Teachers Union ,for safe workplaces for teachers during coronavirus pandemic,0,protest,0,0,0,0,1,1,,,https://www.boston.com/news/coronavirus/2020/07/29/school-nurses-rally-with-other-staffers-at-boston-city-hall-to-demand-safety-assurances,,,,,,
Buffalo,Niagara Frontier Transportation Authority headquarters,,NY,US,2020-07-29,,,,,,,Amalgamated Transit Union  ,for new contract for transit workers with NFTA,0,rally,,,,,1,1,,,https://buffalonews.com/news/transit-workers-to-rally-for-new-contract-with-nfta/article_e7f45a8e-cde4-11ea-b1c4-db50613b73e7.html,,,,,,
Claremont,outside The Children's School,,CA,US,2020-07-29,,,,,,,parents of students,against closure of school; for opening of school during coronavirus,0,protest,0,0,0,0,1,1,,,https://www.claremont-courier.com/education/t38351-childrens-school,,,,,,
Coos Bay,US Highway 101,,OR,US,2020-07-29,,,,,,,Citizens against LNG,against Jordan Cove liquid natural gas terminal; against fracking; for environmental orotection,1,protest,0,0,0,0,1,1,,,https://theworldlink.com/news/local/local-advocates-protest-jordan-cove/article_1299f544-d35f-11ea-8c31-8310d6b76322.html,,,,,,
Denver,,,CO,US,2020-07-29,as many as 30,30,,30,,,general protesters,against sweep of homeless encampment,0,protest,0,1,0,0,1,1,,,https://denver.cbslocal.com/2020/07/29/tay-anderson-denver-school-board-protest-homeless/,,,,,,
Estes Park,Visitor Center,,CO,US,2020-07-29,handful,5,,5,,,general protesters,"against Black Lives Matter protest, All Lives Matter, against Marxism",2,counter-protest,0,0,0,0,0,1,20200729-estespark-blm,some openly carried firearms; interrupted speakers; verbally confronted marchers,https://www.eptrail.com/2020/07/30/fourth-rally-against-racism-in-ep/,,,,,,
Eugene,Jesse Maine Memorial Park,,OR,US,2020-07-29,,,,,,,general protesters,against Black Lives Matter protesters,2,counter-protest,1,0,0,0,1,1,20200729-eugene-blm,blocked protesters' vehicles; assaulted protesters,https://www.dailyemerald.com/news/shots-fired-eugene-s-anti-racist-protest-escalate-in-week-eight-of-demonstrations/article_410224ca-d2e1-11ea-8b2b-331f545d7323.html,,,,,,
Frankfort,,,KY,US,2020-07-29,,,,,,,general protesters,for improvements in state's handling of unemployment insurance claims,0,protest,0,0,0,0,1,1,,,https://www.lex18.com/news/data-breach-other-issues-persist-unemployed-kentuckians-rally-at-capitol,,,,,,
Hanover,Darmouth Green,,NH,US,2020-07-29,,,,,,,Dartmouth students,against elimination of Dartmouth College swim and dive team ,0,protest; demonstration,0,0,0,0,1,1,,,https://www.mynbc5.com/article/dartmouth-students-use-goggles-to-protest-cutting-swim-dive-team/33462054,,,,,,
Las Vegas,,,NV,US,2020-07-29,about 100,100,,100,,,No Mask Nevada PAC,"against coronavirus mask mandate, faith over fear, will not comply, against Nicole Cannizzaro, for patriotism",2,protest,0,0,0,0,1,1,20200729-lasvegas-covid,,https://www.reviewjournal.com/local/local-las-vegas/no-mask-rally-taking-place-in-western-las-vegas-valley-2083930/,,,,,,
Las Vegas,,,NV,US,2020-07-29,a couple,2,,2,,,general protesters,in support of healthcare workers and mask mandates during coronavirus pandemic,0,counter-protest,0,0,0,0,0,1,20200729-lasvegas-covid,stood across street from protesters,https://www.reviewjournal.com/local/local-las-vegas/no-mask-rally-taking-place-in-western-las-vegas-valley-2083930/,,,,,,
Malden,Department of Elementary and Secondary Education,,MA,US,2020-07-29,,,,,,,Massachusetts Teachers Association,"against in-person classes during coronavirus pandemic, for safe workplaces for teachers",0,protest,0,0,0,0,1,1,,,https://boston.cbslocal.com/2020/07/30/massachusetts-teachers-concerned-about-school-reopening/,,,,,,
Memphis,,,TN,US,2020-07-29,,,,,,,AFL-CIO,"for passage of the HEROES Act, for federal financial relief from the COVID-19 pandemic",1,protest,0,0,0,0,1,1,,,https://www.localmemphis.com/article/news/local/workers-to-protest-demanding-heroes-act-be-passed/522-bf1f9f5a-ebe2-42bb-a1d7-c575532c587c,,,,,,
Norwich,West Side Park,,CT,US,2020-07-29,about 20,20,,20,,,general protesters,"against Black Lives Matter protest, White Lives Matter, All Lives Matter, Blue Lives Matter, for patriotism",2,counter-protest,0,0,0,0,1,1,20200729-norwich-blm,disrupted speeches at rally; verbal clashes with protesters,https://www.pressconnects.com/story/news/local/2020/07/31/unite-chenango-protest-against-sheriffs-protections-sees-resistance/5543244002/,,,,,,
Oakland,County Farmer's Market,,MI,US,2020-07-29,few dozen,36,,36,,,Detroit Will Breathe,against detention of girl for not completing online homework,0,protest,0,0,0,0,1,1,,,https://www.freep.com/story/news/local/michigan/2020/07/29/overnight-protesters-call-release-grace-held-juvenile-detention/5534989002/,,,,,,
Odessa,Grant St and Fifth Street,Ector,TX,US,2020-07-29,two,2,,2,,,general protesters,against President Trump ,1,protest,0,0,0,0,1,1,,,https://www.oaoa.com/news/local/handful-of-protesters-turn-out/article_bd805a94-d1d8-11ea-878f-872ce2dba270.html,,,,,,
Pontiac,Children's Village,,MI,US,2020-07-29,about 100,100,,100,,,general protesters,for release of Black girl from juvenile detention,0,occupation,0,0,0,0,1,1,,,https://www.clickondetroit.com/news/local/2020/07/30/protest-held-outside-childrens-village-in-oakland-county-demanding-the-release-of-grace/,,,,,,
Portland,Lincoln Park ,,OR,US,2020-07-29,over a dozen,12,,12,,,general protesters,for homelessness relief,0,protest,0,0,0,0,1,1,,,https://www.pressherald.com/2020/07/29/portland-mayor-meets-protesters-in-emotional-listening-session/,,,,,,
Saratoga Springs,,,NY,US,2020-07-29,,,,,,,general protesters,in support of police,2,rally,0,0,0,0,1,1,20200729-saratoga-backtheblue,verbal clashes with counter-protesters,https://cbs6albany.com/news/local/back-the-blue-rally-in-saratoga-sparks-blm-counter-protesters-heavy-police-presence,,,,,,
Shelby Township,,,MI,US,2020-07-29,around 45,45,,45,,,Take America Back Michigan,"against Black Lives Matter protesters, in support of police, for President Trump, defend the police, Thin Blue Line, for patriotism, Back the Blue, for freedom",2,counter-protest,0,0,0,0,1,1,20200729-shelby-blm,verbally confronted marchers,https://www.clickondetroit.com/news/local/2020/07/30/tense-night-in-shelby-twp-as-protesters-were-confronted-by-police-counter-protesters/,,,,,,
Springfield,Dogwood & South 67th St,,OR,US,2020-07-29,300-400,300,,400,,,Proud Boys; American Patriot Front,"against Black Lives Matter, against antifa, hang antifa, fuck BLM",2,counter-protest,1,0,0,0,1,1,20200729-springfield-blm,some openly carried firearms; verbal clashes with protesters; sprayed pepper spray or bear mace at protesters,https://www.kezi.com/content/news/Police-identify-suspects-arrested-in-Thurston-protest-571962341.html,https://www.dailyemerald.com/news/contentious-protest-in-thurston-neighborhood-results-in-injury-and-arrests/article_26861e2c-d2a9-11ea-b44a-7707f85bfb4d.html,https://www.opb.org/article/2020/07/30/demonstrators-and-springfield-police-counter-protesters-clash-during-protest/,http://www.eugeneweekly.com/2021/03/08/cldc-protesters-sue-springfield-and-police/,https://www.thecentersquare.com/oregon/oregon-protesters-allege-springfield-police-department-conspired-to-violate-civil-rights-laws/article_03f9e722-81d5-11eb-ae81-bb66aa4b00b5.html,https://www.kezi.com/content/news/Independent-report-gives-Springfield-Police-Departments-response-to-Thurston-protest-mixed-reviews-574069681.html,https://twitter.com/DuvernayOR/status/1288652976643387397
Springfield ,Stop & Shop on Liberty Street,Hampden,MA,US,2020-07-29,,,,,,,general protesters,for hazard pay extension during coronavirus pandemic,0,rally,0,0,0,0,1,1,,,https://www.wwlp.com/news/local-news/hampden-county/union-representatives-and-workers-rally-outside-springfield-stop-shop-asking-for-hazard-pay-extension/,,,,,,
Westminster,,,MD,US,2020-07-29,more than 120 vehicles,120,,120,,,Carroll County Education Association,"for online school amid COVID-19 pandemic, for safe workplace for teachers",0,caravan,0,0,0,0,1,1,20200729-westminster-covidschools,,https://www.capitalgazette.com/maryland/cc-carroll-schools-meeting-rallies-20200729-rj4j5egxbrabjabi7ydyib57f4-story.html,,,,,,
Westminster,,,MD,US,2020-07-29,over 25,25,,25,,,Return2Learn Maryland,for reopening public schools at full capacity amid COVID-19 pandemic,0,counter-protest,0,0,0,0,1,1,20200729-westminster-covidschools,bullhorn,https://www.capitalgazette.com/maryland/cc-carroll-schools-meeting-rallies-20200729-rj4j5egxbrabjabi7ydyib57f4-story.html,,,,,,
Baltimore,"Wheelabrator Baltimore, 1801 Annapolis Rd",,MD,US,2020-07-30,about 40,40,,40,,,general protesters,"for closure of trash incinerator, against air pollution",0,protest,0,0,0,0,1,1,20200730-baltimore-incinerator,,https://baltimorebrew.com/2020/07/30/bresco-protesters-wall-off-trucks-decry-a-renewed-contract/,,,,,,
Baltimore,"Wheelabrator Baltimore, 1801 Annapolis Rd",,MD,US,2020-07-30,roughly 20,20,,20,,,employees,against closure of trash incineration facility,0,counter-protest,0,0,0,0,0,1,20200730-baltimore-incinerator,,https://baltimorebrew.com/2020/07/30/bresco-protesters-wall-off-trucks-decry-a-renewed-contract/,,,,,,
Bethel,Bethel High School,,CT,US,2020-07-30,,,,,,,Connecticut Education Association,against in-person schooling without adequate workplace safety measures and sufficient funding during coronavirus pandemic,0,caravan,,,,,1,1,,,https://www.middletownpress.com/local/article/Caravans-of-teachers-take-to-streets-to-demand-15445565.php?sid=5e3aab522c885e000c58cf63&utm_source=newsletter&utm_medium=email&utm_content=headlines&utm_campaign=CT_MP_NewsNow,https://www.nhregister.com/local/article/Caravans-of-teachers-take-to-streets-to-demand-15445565.php?src=,https://www.fox61.com/article/news/education/school-resource-center/cea-aft-ct-teacher-unions-rally-car-caravan-connecticut-school-reopening/520-3b6fe6b2-a380-4de5-9a67-a6c8cd5bbb2e,,,,
Bridgeport,Bridgeport Central High School,,CT,US,2020-07-30,,,,,,,Connecticut Education Association,against in-person schooling without adequate workplace safety measures and sufficient funding during coronavirus pandemic,0,caravan,,,,,1,1,,,https://www.middletownpress.com/local/article/Caravans-of-teachers-take-to-streets-to-demand-15445565.php?sid=5e3aab522c885e000c58cf63&utm_source=newsletter&utm_medium=email&utm_content=headlines&utm_campaign=CT_MP_NewsNow,https://www.nhregister.com/local/article/Caravans-of-teachers-take-to-streets-to-demand-15445565.php?src=,https://www.fox61.com/article/news/education/school-resource-center/cea-aft-ct-teacher-unions-rally-car-caravan-connecticut-school-reopening/520-3b6fe6b2-a380-4de5-9a67-a6c8cd5bbb2e,,,,
Brookfield,Brookfield High School,,CT,US,2020-07-30,,,,,,,Connecticut Education Association,against in-person schooling without adequate workplace safety measures and sufficient funding during coronavirus pandemic,0,caravan,,,,,1,1,,,https://www.middletownpress.com/local/article/Caravans-of-teachers-take-to-streets-to-demand-15445565.php?sid=5e3aab522c885e000c58cf63&utm_source=newsletter&utm_medium=email&utm_content=headlines&utm_campaign=CT_MP_NewsNow,https://www.nhregister.com/local/article/Caravans-of-teachers-take-to-streets-to-demand-15445565.php?src=,https://www.fox61.com/article/news/education/school-resource-center/cea-aft-ct-teacher-unions-rally-car-caravan-connecticut-school-reopening/520-3b6fe6b2-a380-4de5-9a67-a6c8cd5bbb2e,,,,
Camarillo,,Ventura,CA,US,2020-07-30,hundreds,200,,200,,,general protesters,against human trafficking,0,rally,0,0,0,0,1,1,,,https://keyt.com/news/safety/2020/07/30/world-day-against-trafficking-in-persons-holds-rally-in-camarillo/,,,,,,
Carson City,steps of state legislature,,NV,US,2020-07-30,,,,,,,Nevada Republican Party,pro-police; in support of law enforcement,2,rally,0,0,0,0,1,1,,,https://www.kolotv.com/2020/07/30/dont-handcuff-our-cops-rally-held-in-carson-city/,https://sierranevadaally.org/2020/07/30/pro-police-rally-presages-next-special-session-of-the-nevada-legislature/,,,,,
Danbury,Danbury High School,,CT,US,2020-07-30,,,,,,,Connecticut Education Association,against in-person schooling without adequate workplace safety measures and sufficient funding during coronavirus pandemic,0,caravan,,,,,1,1,,,https://www.middletownpress.com/local/article/Caravans-of-teachers-take-to-streets-to-demand-15445565.php?sid=5e3aab522c885e000c58cf63&utm_source=newsletter&utm_medium=email&utm_content=headlines&utm_campaign=CT_MP_NewsNow,https://www.nhregister.com/local/article/Caravans-of-teachers-take-to-streets-to-demand-15445565.php?src=,https://www.ctpost.com/local/article/Caravans-of-teachers-take-to-streets-to-demand-15445565.php,https://www.fox61.com/article/news/education/school-resource-center/cea-aft-ct-teacher-unions-rally-car-caravan-connecticut-school-reopening/520-3b6fe6b2-a380-4de5-9a67-a6c8cd5bbb2e,,,
East Hartford,East Hartford High School,,CT,US,2020-07-30,hundreds,200,,200,,,Connecticut Education Association,against in-person schooling without adequate workplace safety measures and sufficient funding during coronavirus pandemic,0,caravan,0,0,0,0,1,1,,,https://www.middletownpress.com/local/article/Caravans-of-teachers-take-to-streets-to-demand-15445565.php?sid=5e3aab522c885e000c58cf63&utm_source=newsletter&utm_medium=email&utm_content=headlines&utm_campaign=CT_MP_NewsNow,https://www.nhregister.com/local/article/Caravans-of-teachers-take-to-streets-to-demand-15445565.php?src=,https://www.journalinquirer.com/towns/east_hartford/teachers-rally-for-safe-return/article_2e90b53a-d341-11ea-b8c6-33bac04402c3.html,https://www.ctpost.com/local/article/Caravans-of-teachers-take-to-streets-to-demand-15445565.php,https://www.fox61.com/article/news/education/school-resource-center/cea-aft-ct-teacher-unions-rally-car-caravan-connecticut-school-reopening/520-3b6fe6b2-a380-4de5-9a67-a6c8cd5bbb2e,,
East Lyme,East Lyme High School,,CT,US,2020-07-30,,,,,,,Connecticut Education Association,against in-person schooling without adequate workplace safety measures and sufficient funding during coronavirus pandemic,0,caravan,,,,,1,1,,,https://www.middletownpress.com/local/article/Caravans-of-teachers-take-to-streets-to-demand-15445565.php?sid=5e3aab522c885e000c58cf63&utm_source=newsletter&utm_medium=email&utm_content=headlines&utm_campaign=CT_MP_NewsNow,https://www.nhregister.com/local/article/Caravans-of-teachers-take-to-streets-to-demand-15445565.php?src=,https://www.ctpost.com/local/article/Caravans-of-teachers-take-to-streets-to-demand-15445565.php,https://www.fox61.com/article/news/education/school-resource-center/cea-aft-ct-teacher-unions-rally-car-caravan-connecticut-school-reopening/520-3b6fe6b2-a380-4de5-9a67-a6c8cd5bbb2e,,,
Fort Walton Beach,Landing Park,,FL,US,2020-07-30,,,,,,,general protesters,for awareness of human trafficking,0,march,0,0,0,0,1,1,,,https://www.nwfdailynews.com/picture-gallery/news/2020/07/22/fwb-woman-recruits-friends-mothers-to-host-human-trafficking-awareness-march/112655280/,,,,,,
