CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.
Springdale,,AR,US,2017-05-01,about 100,100,,100,,,Northwest Arkansas Workers Justice Center,"May Day, against Trump immigration policies",1,march; strike,0,0,0,0,1,1,http://www.4029tv.com/article/springdale-march-protests-pres-trumps-immigration-policies/9587124,,,
Stamford,Outside Government Center,CT,US,2017-05-01,about 100,100,,100,,,Cosecha Movement,"""A Day without immigrants"", pro-immigrants, pro-workers",1,protest; rally,,,,,1,1,http://www.nbcconnecticut.com/news/local/Hundreds-Take-to-Connecticut-Streets-for-May-Day-Protest-420958803.html,,,
Washington,Dupont Circle to Lafayette Square,DC,US,2017-05-01,,,,,,,general protestors,May Day,1,rally; march,,,,,1,1,lost link,,,
Yonkers,La Pinata Bakery; 118 New Main Street,NY,US,2017-05-01,,,,,,,general protestors,"Yonkers Immigrant Sanctuary Rally, support immigrants",1,rally; march,,,,,1,1,http://news.hamlethub.com/swyonkers/politics/2058-yonkers-immigrant-sanctuary-rally,,,
York,in front of state Sen. Scott Wagner’s (R) office on George Street,PA,US,2017-05-01,a dozen,12,,12,,,general protestors,"May Day, support immigrants, against deportations",1,rally,0,0,0,0,1,1,http://www.yorkdispatch.com/story/news/2017/05/01/socialist-immigrant-groups-plan-may-day-events-marches/101150134/,,,
Baton Rouge,on Airline Highway across from Baton Rouge Police headquarters,LA,US,2017-05-02,,,,,,,general protestors,police killing of Alton Sterling,0,protest,3,0,0,0,1,1,http://www.theadvocate.com/baton_rouge/news/alton_sterling/article_88d03b60-2ff2-11e7-a041-3f479afded39.html,,,civil dis
Baton Rouge,Outside the Triple S Food Mart,LA,US,2017-05-02,,,,,,,general protestors,police killing of Alton Sterling,0,protest; vigil,0,0,0,0,0,1,https://www.washingtonpost.com/national/in-trumps-america-black-lives-matter-shifts-from-protests-to-policy/2017/05/04/a2acf37a-28fe-11e7-b605-33413c691853_story.html?utm_term=.28912f8fe9fd,,,
Columbus,Front steps of Ohio Statehouse,OH,US,2017-05-02,more than 1000,1000,,1000,,,students,rally for choice in education,0,rally,0,0,0,0,1,1,http://nbc4i.com/2017/05/02/children-rally-on-statehouse-steps-for-school-choice/,,,
Dilley,near detention center,TX,US,2017-05-02,hundreds,200,,200,,,general protestors,pro-immigrants,1,protest; march,0,0,0,0,1,1,http://www.expressnews.com/news/local/article/Judges-no-longer-hearing-cases-at-South-Texas-11130320.php,,,
Greensboro,City council meting,NC,US,2017-05-02,dozens,24,,24,,,general protestors,urging city council to intervene in a pending court case,0,rally;protest,8,0,0,0,1,1,http://www.wwaytv3.com/2017/05/03/eight-arrested-after-greensboro-city-council-protest/,,,
Hartford,Outside federal courthouse,CT,US,2017-05-02,over 100,100,,100,,,general protestors,Against deportation of Derby man,1,protest; sit-in,19,0,0,0,1,1,http://wtnh.com/2017/05/02/rally-to-be-held-for-derby-dad-facing-deportation/,https://www.northendagents.com/pro-immigration-protesters-temporarily-shut-hartford-federal-building-tiffani-jones/,,
Sandisfield,Otis State Forest,MA,US,2017-05-02,na,18,,18,,,"""Sugar Shack Alliance""",against Connecticut expansion gas pipeline project,1,protest,18,0,0,0,1,1,http://valleyadvocate.com/2017/05/01/fracked-gas-protesters-arrested-otis-state-forrest/,http://www.masslive.com/news/index.ssf/2017/05/pipeline_protesters_form_human.html,,
Santa Cruz,UC Santa Cruz; Kerr Hall,CA,US,2017-05-02,more than 100,100,,100,,,students,demanding 4 year housing at Rosa Parks African American Themed House,1,protest,0,0,0,0,0,1,http://www.foxnews.com/us/2017/05/03/student-protesters-take-over-uc-santa-cruz-administration-building.html,,,
Vista,1800 Thibodo Rd,CA,US,2017-05-02,,,,,,,general protesters,"against President Trump, against U.S. Representative Darryl Issa",1,demonstration,,,,,1,1,https://www.latimes.com/politics/la-pol-ca-issa-protest-20180425-htmlstory.html,,,
Vista,1800 Thibodo Rd.,CA,US,2017-05-02,,,,,,,general protesters,for President Trump,2,counter-protest,,,,,0,1,https://www.latimes.com/politics/la-pol-ca-issa-protest-20180425-htmlstory.html,,,
Washington,American University,DC,US,2017-05-02,,,,,,,students,against racist incident on campus,0,protest,0,0,0,0,1,1,http://wamu.org/story/17/05/02/american-university-offers-reward-nab-campus-hate-monger/,,,
Daytona Beach,outside New Mt. Zion church on Dr. Mary McLeod Bethune Boulevard,FL,US,2017-05-03,about 60,60,,60,,,Volusia County's NAACP chapter; students,against Secy DeVos commencement address at Bethune-Cookman Univ,1,march,0,0,0,0,1,1,http://www.mynews13.com/content/news/cfnews13/news/article.html/content/news/articles/cfn/2017/5/3/bethune_cookman_univ.html,,,
Gettysburg,Campus of Gettysburg College,PA,US,2017-05-03,,,,,,,Jihad watch,rally to warn against the dangers of Islam,2,rally,0,0,0,0,1,1,http://www.ydr.com/story/news/2017/05/03/jihad-watch-directors-speech-muslim-support-rally-coincide/101248426/,,,
Gettysburg,Campus of Gettysburg College,PA,US,2017-05-03,,,,,,,College Democrats,protesting the above rally,1,protest,0,0,0,0,1,1,http://www.ydr.com/story/news/2017/05/03/jihad-watch-directors-speech-muslim-support-rally-coincide/101248426/,,,
Ithaca,Bernie Milton Pavilion,NY,US,2017-05-03,a few hundred,200,,200,,,general protestors,protesting several ICE arrests,1,protest,0,0,0,0,1,1,http://www.ithacajournal.com/story/news/local/2017/05/03/hundreds-gather-protest-ice-arrest/101256002/,,,
Jefferson City,State Capitol,MO,US,2017-05-03,eleven,11,,11,,,women,protesting cuts to abortion funding,1,protest,0,0,0,0,1,1,http://www.newstribune.com/news/missouri/story/2017/may/03/women-dressed-handmaids-tale-garb-protest-capitol/672477/,,,
Madison,Madison Club,WI,US,2017-05-03,over a dozen,12,,12,,,general protestors,protesting a Charles Murray speech,0,protest,0,0,0,0,1,1,http://www.dailycardinal.com/article/2017/05/controversial-political-scientist-continues-with-speech-despite-small-protest-outside,,,
Milwaukee,outside North Division High School,WI,US,2017-05-03,,,,,,,general protestors,demanding clean water,0,protest,0,0,0,0,1,1,http://milwaukeenns.org/2017/05/05/community-leaders-public-officials-ignoring-public-health-crisis/,,,
Salt Lake City,,UT,US,2017-05-03,,,,,,,Mormon Women for Ethical Government,Protesting pending deportation of woman,1,protest,0,0,0,0,1,1,http://www.idahostatejournal.com/news/local/groups-protest-pending-deportation-of-utah-mother-of/article_59e0b5bd-9f14-5374-86b0-ebba2026bd0a.html,,,
Santa Cruz,UC Santa Cruz; Kerr Hall,CA,US,2017-05-03,more than 100,100,,100,,,students,demanding 4 year housing at Rosa Parks African American Themed House,1,protest,0,0,0,0,1,1,http://www.foxnews.com/us/2017/05/03/student-protesters-take-over-uc-santa-cruz-administration-building.html,,,
Springfield,Outside office of Pat Meehan,PA,US,2017-05-03,about 3 dozen,36,,36,,,general protestors,thanking the representatives for his vote against Trumpcare,1,rally,0,0,0,0,1,1,http://www.dailylocal.com/general-news/20170503/this-time-demonstrators-thank-meehan-for-opposing-latest-gop-health-care-bill,,,
St. Paul,on the Lake Street/Marshall Avenue bridge over the Mississippi River between Minneapolis and Saint Paul,MN,US,2017-05-03,over 25,25,,25,,,End War Committee of Women Against Military Madness (WAMM) and the Twin Cities Peace Campaign,opposition to U.S. war on Korea,1,vigil,0,0,0,0,1,1,http://www.fightbacknews.org/2017/5/5/more-protests-twin-cities-against-us-military-threats-against-north-korea,,,
US,sidewalk outside of the Madison Club,WI,US,2017-05-03,about a dozen,12,,12,,,general protestors,against Prof. Charles Murray talk,0,protest,0,0,0,0,1,1,http://host.madison.com/wsj/news/local/education/university/small-protest-but-no-disruptions-at-charles-murray-speech-hosted/article_e5f1003a-65a0-564b-b094-5068ae3bdc26.html,,,
Washington,American University; Katzen Arts Center to Bender tunnel,DC,US,2017-05-03,hundreds,200,,200,,,students,against racism on campus after election of first black female student body president ,1,protest; march ,0,0,0,0,1,1,https://twitter.com/TheEagleOnline/status/859457154465615874?ref_src=twsrc%5Etfw&ref_url=http%3A%2F%2Fwww.teenvogue.com%2Fstory%2Famerican-university-hate-crime-protests,,,http://jacksonvillefreepress.com/aka-president-lawmaker-condemn-racist-act-at-american-university/
Appleton,outside U.S. Rep. Mike Gallagher's office,WI,US,2017-05-04,na,9,,9,,,Citizen Action Organizing Cooperative of Northeast Wisconsin,against House health care bill,1,protest,0,0,0,0,1,1,http://fox11online.com/news/political/protesters-in-fox-valley-rally-against-health-care-vote,http://www.nbc26.com/news/protests-in-appleton-in-response-to-congress-health-care-vote,,counted pic
Aurora,outside office of Rep Mike Coffman,CO,US,2017-05-04,,,,,,,general protestors,protest Rep. Coffman's vote to repeal ACA,1,protest,0,0,0,0,1,1,http://www.chicagotribune.com/news/columnists/glanton/ct-health-care-reform-glanton-20170508-column.html,,,https://www.nytimes.com/2017/05/08/health/republican-health-care-bill-protests.html
Baton Rouge,on Airline Highway across from Baton Rouge Police headquarters,LA,US,2017-05-04,about 60,60,,60,,,general protestors,police killing of Alton Sterling,0,protest,0,0,0,0,1,1,http://www.theadvocate.com/baton_rouge/news/crime_police/article_2af02a58-3139-11e7-a2fc-c3f08cdb40a8.html,,,
Baton Rouge,outside state capitol,LA,US,2017-05-04,,,,,,,general protestors,protesting LA's bill to remove confederate flags,0,protest,0,0,0,0,1,1,http://www.shreveporttimes.com/story/news/local/louisiana/2017/05/04/protesters-descend-capitol-support-confederate-monuments/101295876/,,,
Bedminister,overpasses along Route 78; local streets,NJ,US,2017-05-04,,,,,,,general protestors,anti-Trump visit,1,protest,0,0,0,0,1,1,http://www.nj.com/news/index.ssf/2017/05/protesters_greet_trumps_arrival_in_nj.html,,,
Brownsville,Belden Bike Trail BEHIND Sam's Stadium,TX,US,2017-05-04,,,,,,,Belden Bike Trail BEHIND Sam's Stadium,pro-justice; response to Texas Governor Greg Abbott visiting Brownsville,0,rally,,,,,1,1,https://www.facebook.com/events/288804321575590/,,,
Eau Claire,,WI,US,2017-05-04,dozens,24,,24,,,Citizens action,against House health care bill,1,rally,0,0,0,0,1,1,http://www.cbs58.com/story/35344468/local-protests-against-republican-healthcare-bill,,,
Eureka,the steps of the Humboldt County courthouse,CA,US,2017-05-04,na,2,,2,,,general protestors,against House health care bill,1,protest,0,0,0,0,1,1,https://m.northcoastjournal.com/NewsBlog/archives/2017/05/04/huffman-humboldt-residents-decry-house-passage-of-trumpcare,,,
Eureka,the steps of the Humboldt County courthouse,CA,US,2017-05-04,,,,,,,general protestors,"against The ""Religious Liberty"" Bill",1,protest,0,0,0,0,0,1,https://m.northcoastjournal.com/NewsBlog/archives/2017/05/04/huffman-humboldt-residents-decry-house-passage-of-trumpcare,,https://www.facebook.com/events/141130613094287/,
Fort Morgan,Main St to City Park,CO,US,2017-05-04,,,,,,,general protestors,Take Back the Night march,0,march; rally,0,0,0,0,1,1,http://www.fortmorgantimes.com/fort-morgan-local-news/ci_30971218/2017-take-back-night-empowering-march-main,,,
Kalamazoo,"office of U.S. Rep. Fred Upton, R-St. Joseph",MI,US,2017-05-04,,,,,,,Move On.org,against Upton's support of GOP health care bill,1,protest,0,0,0,0,1,1,http://www.mlive.com/news/kalamazoo/index.ssf/2017/05/protesters_line_street_outside.html,,,
Kalamazoo,"office of U.S. Rep. Fred Upton, R-St. Joseph",MI,US,2017-05-04,,,,,,,Michigan People's Campaign; ProKzoo,against Upton's support of GOP health care bill,1,protest,0,0,0,0,0,1,http://www.mlive.com/news/kalamazoo/index.ssf/2017/05/protesters_line_street_outside.html,,,
Kansas City,"outside the office of Representative Kevin Yoder,",KS,US,2017-05-04,dozens,,,,,,general protestors,protest of AHCA,1,protest,0,0,0,0,1,1,https://www.nytimes.com/2017/05/08/health/republican-health-care-bill-protests.html,,,
Las Cruces,driveways to the U.S. Border Patrol headquarters,NM,US,2017-05-04,about 150,150,,150,,,NM CAFé; the ACLU New Mexico Regional Center for Border Rights; the New Mexico Dream Team,pro-immigrants,1,protest,0,0,0,0,1,1,http://www.lcsun-news.com/story/news/local/2017/05/04/immigration-activists-set-up-blockade-border-patrol-entrance-las-cruces-cafe/101313228/,,,
Milwaukee,outside Sen. Ron Johnson's office,WI,US,2017-05-04,,,,,,,general protestors,against House health care bill,1,protest,0,0,0,0,1,1,http://fox6now.com/2017/05/05/heated-exchange-between-gov-walker-outagamie-co-exec-over-health-care/,,,
Nashville,Franklin Sqaure,TN,US,2017-05-04,3 dozen,36,,36,,,general protestors,protest AHCA,1,protest,0,0,0,0,1,1,http://www.tennessean.com/story/news/local/williamson/2017/05/04/ahca-vote-brings-out-protesters/101296828/,,,
New York,blocks away from USS Intrepid,NY,US,2017-05-04,hundreds,200,,200,,,general protestors,against Trump's return to NY,1,protest,0,0,0,0,0,1,https://www.theguardian.com/us-news/2017/may/05/hes-an-embarrassment-hostile-welcome-for-trump-on-return-to-new-york,,,
New York,Dewit Park ,NY,US,2017-05-04,about 1000,1000,,1000,,,general protestors,against Trump's return to NY,1,protest; march ,0,0,0,0,0,1,https://www.theguardian.com/us-news/2017/may/05/hes-an-embarrassment-hostile-welcome-for-trump-on-return-to-new-york,,,
New York,West Side near Intrepid museum,NY,US,2017-05-04,hundreds; a thousand,200,,1000,,,general protestors,anti-Trump visit,1,protest,0,0,0,0,1,1,http://thehill.com/homenews/administration/332027-protesters-turn-out-for-trumps-new-york-return?rnd=1493941253,http://www.cbsnews.com/news/throngs-of-protesters-crowd-nyc-street-as-trump-visits-new-york-city/,,
New York,within 10 blocks of Trump Tower,NY,US,2017-05-04,hundreds,200,,200,,,general protestors,against Trump's return to NY,1,protest,0,0,0,0,0,1,https://www.theguardian.com/us-news/2017/may/05/hes-an-embarrassment-hostile-welcome-for-trump-on-return-to-new-york,,,
Pittsburgh,Homewood,PA,US,2017-05-04,about 20,20,,20,,,community members,protesting new housing development,0,protest,0,0,0,0,1,1,http://www.post-gazette.com/local/city/2017/05/04/Homewood-residential-development-protests-Pittsburgh-gentrification/stories/201705040157,,,
Plattsburgh,Clinton Community College ,NY,US,2017-05-04,about 15,15,,15,,,Clinton Community College students,protest professor's layoff,0,protest,0,0,0,0,1,1,http://www.pressrepublican.com/news/local_news/ccc-students-protest-layoff-of-popular-teacher/article_bb0484b0-5c04-57aa-8d38-4fb9052e97a8.html,,,
Providence,state house rotunda ,RI,US,2017-05-04,about 50,50,,50,,,Protect Our Healthcare Coalition,against House health care bill,1,rally,0,0,0,0,1,1,http://www.providencejournal.com/news/20170504/50-people-rally-at-ri-state-house-in-support-of-obamacare,,,
Racine,outside Rep Paul Ryan's (R) office on 216 Sixth St,WI,US,2017-05-04,about 40 to 50,40,,50,,,general protestors,against House health care bill,1,rally,0,0,0,0,1,1,http://journaltimes.com/news/local/house-passes-health-care-bill-locals-protest/article_8e5123ca-97eb-5f1f-81f8-543b3d4754a2.html,,,
Salt Lake City,,UT,US,2017-05-04,about 75,75,,75,,,general protestors,against GOP's AHCA; health care,1,protest,0,0,0,0,1,1,http://www.sltrib.com/home/5252688-155/house-pushes-health-care-bill-to,,,
Santa Clarita,outside U.S. Rep. Steve Knight's office,CA,US,2017-05-04,about 30,30,,30,,,general protestors,against House health care bill,1,protest,0,0,0,0,1,1,http://abc7.com/news/planned-parenthood-supporters-protest-outside-rep-knights-office/1954978/,,,
Santa Cruz,UC Santa Cruz; Kerr Hall,CA,US,2017-05-04,more than 100,100,,100,,,students,demanding four year university housing at Rosa Parks African American Themed House,1,protest,0,0,0,0,0,1,http://www.foxnews.com/us/2017/05/03/student-protesters-take-over-uc-santa-cruz-administration-building.html,,,
Washington,Capitol Hill,DC,US,2017-05-04,,,,,,,general protestors,against House health care bill,1,demonstration,0,0,0,0,1,1,https://lasvegassun.com/news/2017/may/06/measure-on-pre-existing-conditions-energizes-oppos/,,,
Wausau,outside Rep. Sean Duffy's office,WI,US,2017-05-04,na,17,,17,,,North Central Organizing Co-Op,against House health care bill,1,rally,0,0,0,0,1,1,http://wsau.com/news/articles/2017/may/04/protests-outside-of-congressman-duffys-wausau-office/,,,counted pic
Wheaton ,outside a Republican fund-raiser at a golf club,IL,US,2017-05-04,about 3 dozen,36,,36,,,People Over Party; general protestors,protest representative Peter Roskam support of AHCA,1,protest,0,0,0,0,1,1,http://www.dailyherald.com/news/20170504/hultgren-roskam-join-majority-in-obamacare-repeal-in-us-house-,,,https://www.nytimes.com/2017/05/08/health/republican-health-care-bill-protests.html
Anderson Township,outside Rep. Brad Wenstrup's (R) office,OH,US,2017-05-05,several dozen,36,,36,,,general protestors,against House health care bill,1,protest,0,0,0,0,1,1,http://www.cincinnati.com/story/news/politics/2017/05/05/brad-wenstrup-vote-pass-gop-health-bill-brings-protests/101342912/,,,
Angola,Trine University; Rick and Vicki James University Center,IN,US,2017-05-05,,,,,,,students,protest the university sponsored celebration of Cinco de Mayo,0,protest,0,0,0,0,1,1,http://kpcnews.com/news/latest/heraldrepublican/article_c692586b-cd19-5681-a61f-61bf0263d63a.html,,,
Auburn Hills,inside Avondale HS,MI,US,2017-05-05,hundreds; about 250,200,,250,,,students,concerns about programming and building operations,0,sit-in,0,0,0,0,1,1,http://www.clickondetroit.com/news/students-stage-sit-in-protest-at-avondale-high-school-over-unaddressed-concerns,,,
Augusta,outside the Maine Department of Inland Fisheries & Wildlife offices,ME,US,2017-05-05,about a dozen,12,,12,,,general protestors,questioning how dept has handled a zoo; animal rights,0,protest,0,0,0,0,1,1,http://www.pressherald.com/2017/05/05/animal-rights-activists-protest-in-augusta/,,,
Austin,outside capitol,TX,US,2017-05-05,about 15,15,,15,,,general protestors,against House health care bill,1,protest,0,0,0,0,1,1,http://www.mystatesman.com/news/national-govt--politics/opposition-gop-health-care-plan-fuels-small-rally-texas-capitol/09efAGSA4v7G6cZdU6R3EL/,,,
Boulder,inside Macky Auditorium on the Univerisity of Colorado ,CO,US,2017-05-05,na,7,,7,,,East Boulder County United,anti-fracking,0,protest,0,0,0,0,1,1,http://www.dailycamera.com/news/boulder/ci_30969206/anti-fracking-group-protests-boulder-orchestra-over-oil,,,
Boulder,UMC Fountains; University of Colorado Boulder,CO,US,2017-05-05,about 30,30,,30,,,Fossil Free CU,support university divestment from fossil fuels,0,,0,0,0,0,0,1,http://www.dailycamera.com/cu-news/ci_30968627/weve-won-student-activists-rally-continue-urging-cu,,,
Burnsville,office of U.S. Rep. Jason Lewis (R),MN,US,2017-05-05,na,50,,50,,,general protestors,against support of GOP health care bill,1,protest; die-in,0,0,0,0,1,1,http://www.startribune.com/in-twin-cities-congressional-office-demonstrations-follow-health-care-vote/421462553/,,,
Columbia,front steps of First Baptist Church,MO,US,2017-05-05,,,,,,,general protestors,stricter regulation of payday lending,0,protest,0,0,0,0,1,1,http://www.maryvilledailyforum.com/news/state_news/article_bdae2773-8848-5077-9b12-c550e5b9c372.html,,,
Eden Prairie,office of U.S. Rep. Erik Paulsen (R),MN,US,2017-05-05,about 150,150,,150,,,Third Congressional District chapter of Indivisible,against support of GOP health care bill,1,protest,0,0,0,0,1,1,http://www.startribune.com/in-twin-cities-congressional-office-demonstrations-follow-health-care-vote/421462553/,,,
Eugene,University of Oregon,OR,US,2017-05-05,around 300,300,,300,,,students; MEChA,pro-immigrants,1,march,0,0,0,0,1,1,http://www.dailyemerald.com/2017/05/05/300-high-school-students-march-mecha-annual-raza-unida-youth-conference/,,,
Fairbanks,Hutchison High School,AK,US,2017-05-05,na,70,,70,,,students,against education funding cuts,0,walkout; protest,0,0,0,0,0,1,https://www.adn.com/alaska-news/education/2017/05/05/fairbanks-and-north-pole-students-stage-walkout-rally-against-proposed-education-cuts/,,,
Fairbanks,Lathrop High School,AK,US,2017-05-05,na,45,,45,,,students,against education funding cuts,0,walkout; protest,0,0,0,0,0,1,https://www.adn.com/alaska-news/education/2017/05/05/fairbanks-and-north-pole-students-stage-walkout-rally-against-proposed-education-cuts/,,,
Fairbanks,West Valley High School,AK,US,2017-05-05,estimated 100,100,,100,,,students,against education funding cuts,0,walkout; protest,0,0,0,0,1,1,https://www.adn.com/alaska-news/education/2017/05/05/fairbanks-and-north-pole-students-stage-walkout-rally-against-proposed-education-cuts/,,,
Grand Forks,sidewalk in front of Grand Forks County Courthouse,ND,US,2017-05-05,more than a dozen,12,,12,,,general protestors,sexual assault awareness,0,protest,0,0,0,0,1,1,http://www.grandforksherald.com/news/local/4262357-sex-assaults-ignored-prosecutors-demonstrators-say,,,
Imperial Beach,"beach to Tijuana, Mexico",CA,US,2017-05-05,na,12,,12,,,swimmers,show of solidarity with immigrants,1,swim protest,0,0,0,0,1,1,http://www.kitv.com/story/35361307/athletes-swim-across-us-mexico-border-in-immigrant-rights-protest,http://www.latimes.com/local/lanow/la-me-border-swim-20170506-story.html,,
Joplin,outside office of US Rep. Billy Long,MO,US,2017-05-05,about 30,30,,30,,,general protestors,against House health care bill,1,protest,0,0,0,0,1,1,http://www.joplinglobe.com/news/local_news/protesters-rally-to-oppose-long-s-vote/article_1e84c5d6-c4a7-50a7-9e4d-54ed66b02d5b.html,,,
Kingston,outside the district office of U.S. Rep. John Faso,NY,US,2017-05-05,nearly 200,200,,200,,,general protestors,against House health care bill,1,protest,0,0,0,0,1,1,http://www.dailyfreeman.com/general-news/20170506/in-wake-of-obamacare-repeal-vote-crowd-turns-out-to-protest-support-of-us-rep-john-faso,http://www.midhudsonnews.com/News/2017/May/06/Faso_protest-06May17.html,,
Lewiston,Kennedy Park,ME,US,2017-05-05,dozens,24,,24,,,general protestors,protest Djibouti President Ismail Omar Guelleh,0,protest,0,0,0,0,1,1,http://www.sunjournal.com/news/lewiston-auburn/2017/05/05/local-residents-protest-djibouti-president-kennedy-park/2125146,,,
Madison,to various banks,WI,US,2017-05-05,50+,50,,50,,,the 350 Madison group,stop climate change,1,march,0,0,0,0,1,1,http://host.madison.com/ct/opinion/column/susan-amber-johnson-madison-s-may-divestment-march-continues-climate/article_ff6d868d-d310-5c79-82ef-c72f62b73b3d.html,https://twitter.com/350Madison/status/860615671725666304,http://www.dailycardinal.com/article/2017/05/local-and-student-organizations-join-for-grassroots-divestment-march,
Memphis,Austin Peay Highway,TN,US,2017-05-05,,,,,,,students,stop the violence rally,0,rally,0,0,0,0,1,1,http://www.localmemphis.com/news/local-news/local-students-rally-to-stop-the-violence/707831828,,,
Morristown ,Representative Rodney Frelinghuysen office,NJ,US,2017-05-05,about 120,120,,120,,,NJ-11th for Change,protest his support of AHCA,1,protest,0,0,0,0,0,1,https://www.nytimes.com/2017/05/08/health/republican-health-care-bill-protests.html,,,
New Haven,outside School of Management; Yale University,CT,US,2017-05-05,about 100,100,,100,,,graduate students,pro-union,1,rally,0,0,0,0,1,1,http://www.nhregister.com/general-news/20170505/yale-student-teachers-march-hunger-strikers-sit-outside-school-of-management-in-new-haven,,,
New York,East Harlem; Central Park East 1 school,NY,US,2017-05-05,about 80,80,,80,,,parents; students,want principal removed,0,boycott classes,0,0,0,0,1,1,http://pix11.com/2017/05/06/parents-pull-kids-from-harlem-school-in-one-day-protest-of-principal-they-say-is-destroying-it/,,,
New York,East Harlem; in front of Central Park East 1 school,NY,US,2017-05-05,dozens,24,,24,,,parents,want principal removed,0,protest,0,0,0,0,0,1,http://pix11.com/2017/05/06/parents-pull-kids-from-harlem-school-in-one-day-protest-of-principal-they-say-is-destroying-it/,,,
North Pole,North Pole Middle School,AK,US,2017-05-05,about 150,150,,150,,,students,against education funding cuts,0,walkout; protest,0,0,0,0,1,1,https://www.adn.com/alaska-news/education/2017/05/05/fairbanks-and-north-pole-students-stage-walkout-rally-against-proposed-education-cuts/,,,
Overland Park,outside office of Rep. Kevin Yoder (R);  79th Street in downtown,KS,US,2017-05-05,more than 100,100,,100,,,general protestors,against House health care bill,1,protest,0,0,0,0,1,1,http://www.kansascity.com/news/politics-government/article148828384.html,,,
Overland Park,outside office of Rep. Kevin Yoder (R);  79th Street in downtown,KS,US,2017-05-05,three dozen,36,,36,,,general protestors,against abortion; pro-Yoder,2,protest,0,0,0,0,0,1,http://www.kansascity.com/news/politics-government/article148828384.html,,,
Vista,at office of Rep Darrell Issa (R),CA,US,2017-05-05,,,,,,,general protestors,support Planned Parenthood; opposes funding cut,1,protest,,,,,1,1,http://www.reuters.com/article/us-usa-healthcare-planned-parenthood-idUSKBN181206,,,
Warner Robins,outside office of Rep Austin Scott,GA,US,2017-05-05,,,,,,,Georgia Women; Those Who Stand with Us,against House health care bill,1,protest,0,0,0,0,1,1,http://www.41nbc.com/2017/05/05/local-group-protests-healthcare-repeal-rep-austin-scotts-office/,,,
Washington,office of U.S. Rep. Blaine Luetkemeyer,MO,US,2017-05-05,,,,,,,general protestors,against House health care bill,1,protest,0,0,0,0,1,1,http://www.emissourian.com/local_news/washington/groups-protests-luetkemeyer-s-vote/article_fbf89ffc-31b3-11e7-bf45-c7bc0034bf9c.html,,,
Aberdeen,downtown Aberdeen post office,MD,US,2017-05-06,approx 40,40,,40,,,general protestors,demand accessible ramp at US Post Office,0,protest,0,0,0,0,1,1,http://www.baltimoresun.com/news/maryland/harford/aegis/entertainment/ph-ag-aberdeen-postoffice-rally-coverage-0510-20170507-story.html,,,
Arcata,at the farmer's market,CA,US,2017-05-06,about 100,100,,100,,,general protestors,justice for murder victim David Josiah Lawson,0,protest,0,0,0,0,1,1,http://www.krcrtv.com/north-coast-news/murder-suspects-release-ignites-protests-in-arcata/485141737,,,
Asheboro,1909 Historic Courthouse in downtown;  marched to the Asheboro Municipal Building on Church Street,NC,US,2017-05-06,about 90,90,,90,,,Silver Valley Redneck Revolt,anti-KKK ,0,rally,0,0,0,0,0,1,http://www.courier-tribune.com/news/20170506/rallies-against-kkk-find-support,,,
Asheboro,Memorial Park area,NC,US,2017-05-06,about 60,60,,60,,,general protestors,anti-KKK ,0,march,0,0,0,0,1,1,http://www.courier-tribune.com/news/20170506/rallies-against-kkk-find-support,,,
Bangor,Bangor High School,ME,US,2017-05-06,nearly 800,800,,800,,,Bangor High School Student Council; general protestors,suicide awareness,0,march,0,0,0,0,1,1,https://bangordailynews.com/2017/05/06/news/bangor/hundreds-walk-in-bangor-to-honor-area-teens-who-killed-themselves/,,,
Baton Rouge,outside the Baton Rouge Police Department headquarters,LA,US,2017-05-06,about 20,20,,20,,,New Black Panther Party,protest death of Alton Sterling,0,protest,0,0,0,0,1,1,http://www.theadvocate.com/baton_rouge/news/alton_sterling/article_735fb4da-3296-11e7-b824-cbf57a63beb1.html,,,
Battle Creek,Willard Library at 7 W. Van Buren St. to McCamly Square,MI,US,2017-05-06,,,,,,,general protestors,against bullying,0,protest,,,,,1,1,http://www.battlecreekenquirer.com/story/news/local/2017/05/04/march-against-bullying-saturday/101295190/,,,
Bedminster,corner of Route 206 and Lamington Road,NJ,US,2017-05-06,,40,,40,,,general protestors,pro-Trump,2,protest,0,0,0,0,1,1,http://www.newjerseyhills.com/bernardsville_news/news/protesters-supporters-greet-president-trump-in-bedminster/article_0cb89e9d-7c00-5e0d-85bf-9f8d04883593.html,,,
Bedminster,corner of Route 206 and Lamington Road,NJ,US,2017-05-06,about 40,40,,40,,,general protestors,anti-Trump ,1,protest,0,0,0,0,0,1,http://www.newjerseyhills.com/bernardsville_news/news/protesters-supporters-greet-president-trump-in-bedminster/article_0cb89e9d-7c00-5e0d-85bf-9f8d04883593.html,,,
