CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Source4,Misc.,
Atlanta,outside Centers for Disease Control Headquarters,Fulton,GA,US,2019-06-21,woman and about five dozen other,61,,61,,,general protestors,against CDC Guideline on Opioid Prescribing,0,protest,0,0,0,0,1,1,http://nationalpainreport.com/cdc-chronic-pain-protest-called-a-start-8840172.html,,,,,
Aurora,ICE facility,Arapahoe,CO,US,2019-06-21,hundreds,200,,200,,,general protestors,against government crackdown and detention policy at border; anti-ICE,1,protest,,,,,1,1,https://twitter.com/ZachNeumannCO/status/1142246898109222913,,,,,
Columbia,S.C. State House,Richland  ,SC,US,2019-06-21,,,,,,,The Columbia Group,Anti-Confederate Flag,1,Rally,0,0,0,0,1,1,https://www.greenvilleonline.com/story/news/2019/06/21/sc-racial-justice-group-rally-replace-confederate-flag-supporters/1523200001/,,,,,
Danville,Viscofan Meat Casing Facility,Vermilion  ,IL,US,2019-06-21,Around 240,240,,240,,,UFCW Local 686,protest current contract proposal,0,Rally,0,0,0,0,1,1,https://www.commercial-news.com/news/local_news/viscofan-workers-walk-off-job-in-protest/article_dfce379f-e4b9-58d1-8e72-74713a59028c.html,,,,,
El Sobrante ,Appian Way and San Pablo Dam Road,Contra Costa  ,CA,US,2019-06-21,Several Dozen,36,,36,,,General Protestors ,protest swastika in front lawn,0,Protest,0,0,0,0,1,1,"http://mhtviewer.booogle.net/?state=%7B%22ids%22:%5B%220B0j6j_FbqHpvZWVMc1dUQjVlZGFNOVMwalpoYllVdlFQSnZF%22%5D,%22action%22:%22open%22,%22userId%22:%22116390684320636267293%22%7D",,,,,
Hanalei,Kuhio Highway,Kauai  ,HI,US,2019-06-21,,,,,,,General Protesters,Anti-Tourism,0,Human Chain,0,0,0,0,1,1,https://apnews.com/f636dd4ec71f4432aae6230473fec6ed,,,,,
Harrisburg,State Capital,Dauphin  ,PA,US,2019-06-21,Over 100,100,,200,,,General Protestors ,support clean energy legislation,1,Rally,0,0,0,0,1,1,https://www.dailylocal.com/news/local/hundreds-rally-for-killion-clean-energy-legislation/article_8e1ec7c6-9378-11e9-a4ae-df208aaf636d.html,,,,,
Milford,Department of Corrections headquarters,Worcester ,MA,US,2019-06-21,N/A,2,,2,,,General protesters,Anti-ICE,1,Demonstration ,1,0,0,0,1,1,https://www.metrowestdailynews.com/news/20190627/updated-woman-arrested-during-protest-at-department-of-corrections-headquarters-in-milford,,,,,
Minneapolis,Cheers,Hennepin  ,MN,US,2019-06-21,N/A,300,,300,,,Sam Doten,Civil Rights; For religious tolerance,0,rally,0,0,0,0,1,1,http://www.startribune.com/new-lgbtq-bar-sparks-online-protest-over-anti-semitic-posts/510883022/,,,,,
New Boston ,Children's Services Building,Scioto,OH,US,2019-06-21,,,,,,,General Protesters,protest response of Children's Services to child's death,0,Rally,0,0,0,0,1,1,https://www.portsmouth-dailytimes.com/news/38659/community-members-organize-childrens-services-protest,,,,,
Phoenix,Police Headquarters,,AZ,US,2019-06-21,about 40,40,,40,,,Poder in Action,Civil Rights; For greater accountability;for racial justice; Police,0,protest,0,0,0,0,1,1,https://www.azcentral.com/story/news/local/phoenix/2019/06/21/activists-rally-over-phoenix-police-shooting-records-hector-lopez-alejandro-hernandez/1528622001/,,,,,
Portland,Downtown Portland,Multnomah  ,OR,US,2019-06-21,A couple Hundred,200,,200,,,Extinction Rebellion,protest lack of climate change action,1,Rally,0,0,0,0,1,1,https://www.oregonlive.com/news/2019/06/climate-change-protest-blocks-street-in-downtown-portland.html,,,,,
San Francisco,PG & E Headquarters,San Francisco  ,CA,US,2019-06-21,Over a Dozen,12,,12,,,Clean Energy Alliance,protest energy company policy; protest wildfire deaths,0,Demonstration,0,0,0,0,1,1,https://www.ktvu.com/news/pge-critics-protest-outside-headquarters-remember-camp-fire-victims-with-85-pairs-of-shoes,,,,,
San Marcos,,Hays  ,TX,US,2019-06-21,,,,,,,General protestors,protest demolition of building,0,Demonstration,0,0,0,0,1,1,https://www.sanmarcosrecord.com/news/preservationists-plan-funeral-march-demolished-building,,,,,
Santa Fe,NM Capital,Santa Fe  ,NM,US,2019-06-21,Over a Dozen,12,,12,,,Cowboys for Trump,Pro-Trump,2,Rally,0,0,0,0,1,1,https://www.santafenewmexican.com/news/local_news/new-mexico-pro-trumpers-rally-at-capitol-for-greatest-president/article_35ef5f13-f19f-5a4d-99fe-4610bd9a60a7.html,,,,,
Savannah,Madison Square,Chatham ,GA,US,2019-06-21,,,,,,,General protestors,pro abortion; anti Heartbeat Bill,1,Rally,0,0,0,0,1,1,https://www.wsav.com/news/abortion-ban-protest-to-take-place-saturday-in-downtown-savannah/,,,,,
Syracuse,Syracuse City Hall,Onondaga  ,NY,US,2019-06-21,,,,,,,General Protestors ,Police Reform,0,Rally,0,0,0,0,1,1,https://cnycentral.com/news/local/activists-rally-for-change-in-police-policy,,,,,
Washington,inside convention center,DC,DC,US,2019-06-21,count pic,5,,5,,,librarians,anti-CIA recruitment at library conference,1,protest,0,0,0,0,1,1,https://twitter.com/flexlibris/status/1142217111198216192,,,,,
Washington,Dupont Circle,DC,DC,US,2019-06-21,,,,,,,general protestors,pro-LGBTQ; against anti-LGBTQ violence,1,vigil,0,0,0,0,0,1,https://twitter.com/aletweetsnews/status/1142215465563037697,,,,,
Washington,outside White House,DC,DC,US,2019-06-21,,,,,,,general protestors,against Iranian government,0,protest,0,0,0,0,0,1,https://twitter.com/steveholland1/status/1142149216074194944,,,,MEK?,
Washington ,White House,DC,DC,US,2019-06-21,NA,1,,1,,,General Protestors ,seek peace with Iran,1,counter-protest,0,0,0,0,0,1,https://wjla.com/news/local/iranian-americans-march-rally-white-house-regime-change-iran,,,,,
Bluffton,Lowcountry ,Beaufort  ,SC,US,2019-06-22,Over 100,100,,100,,,General Protestors ,pro LGBTQ rights,1,March/Parade,0,0,0,0,1,1,https://www.islandpacket.com/news/local/community/article231863188.html,,,,,
Columbus,McFerson Commons,Franklin Country,OH,US,2019-06-22,,,,,,,General Protestors ,pro abortion rights,1,Rally,0,0,0,0,1,1,https://www.nbc4i.com/news/both-sides-of-abortion-debate-meet-at-rally-in-columbus/,,,,,
Durango,Downtown Durango,La Plata  ,CO,US,2019-06-22,more than 100,100,,100,,,General Protestors ,pro LGBTQ rights,1,March/Parade,0,0,0,0,1,1,https://durangoherald.com/articles/282573,,,,,
Edgewater,Boston Road,Volusia,FL,US,2019-06-22,more than 100,100,,100,,,General Protestors ,oppose creation of new marina,0,Rally,0,0,0,0,1,1,https://www.news-journalonline.com/news/20190622/edgewater-residents-environmental-groups-rally-against-marina-project,,,,,
Fort Lauderdale,1700 block of Northwest 57th Terrace,Broward  ,FL,US,2019-06-22,A Couple Dozen,24,,24,,,family and friends,protest police lack of action during teen's death,0,Demonstration,0,0,0,0,1,1,https://www.sun-sentinel.com/local/broward/fort-lauderdale/fl-ne-damain-martin-march-20190622-jfsnbph2afhavkn7pveegc2ioq-story.html,,,,,
Fort Sill,also Lawton,Comanche,OK,US,2019-06-22,about two dozen plus about 200,224,,224,,,Japanese American World War II internment camp survivors; general protestors,against government crackdown and detention policy at border,1,protest,0,0,0,0,1,1,https://www.latimes.com/nation/la-na-japanese-internment-fort-sill-2019-story.html?outputType=amp,,,,,
Jefferson City,Missouri Capital,Cole  ,MO,US,2019-06-22,Over 200,200,,200,,,General Protestors ,protest strict abortion law,1,Rally,0,0,0,0,1,1,https://apnews.com/527d6d2826644b7fa2bb76e1720d9eed,,,,,
Knoxville,Gay Street,Knox,TN,US,2019-06-22,"an estimated 6,000 people",6000,,6000,,,Hartford Pride,Pro-LGBTQ,1,Festival,0,0,0,0,1,1,https://www.knoxnews.com/story/news/2019/06/22/knoxville-pride-friends-reconnect-at-pridefest-gay-street-parade-downtown/1303841001/,,,,,
Knoxville,Gay Street,Knox,TN,US,2019-06-22,about 10 ,10,,10,,,General protesters,Anti-LGBTQ,2,Demostration,0,0,0,0,0,1,https://www.knoxnews.com/story/news/crime/2019/06/30/neo-nazis-arrested-grindr-attack-before-planned-pridefest-protest/1596436001/,,,,,
Lansing,capitol,Ingham,MI,US,2019-06-22,more than 300,300,,300,,,MSU Women’s Council; Michigan National Organization for Women; Women’s March Michigan; Planned Parenthood Advocates of Michigan,against bans that would limit legal abortion procedures in Michigan; pro-choice,1,protest,0,0,0,0,1,1,https://www.detroitnews.com/story/news/local/michigan/2019/06/22/abortion-bans-protest-rally-lansing/1521829001/,https://statenews.com/article/2019/06/hundreds-gather-at-michigan-capitol-to-protest-legislation-banning-abortion,,,,
Lawton,Shepler Square Park,,OK,US,2019-06-22,NA,NA,,NA,,,Tsuru for Solidarity,For compassionate immigration; Immigration; Families,0,protest,0,0,0,0,1,1,https://oklahoman.com/article/5634493/japanese-americans-to-protest-placement-of-migrant-children-at-fort-sill,,,,,
Manhattan,outside NY Times office; Eighth Avenue ,New York,NY,US,2019-06-22,,,,,,,Extinction Rebellion,demand better coverage of climate change from NY Times; pro-environment,0,protest,70,0,0,0,1,1,https://www.theguardian.com/environment/2019/jun/22/new-york-times-protest-climate-crisis-coverage,,,,,
Minneapolis,Children's Theatre Company,Hennepin  ,MN,US,2019-06-22,,,,,,,General Protestors ,oppose embattled Children's Theater Company,0,Rally,0,0,0,0,1,1,https://www.mprnews.org/story/2019/06/22/for-4th-weekend-protesters-gather-at-childrens-theatre-company,,,,,
New York,New York Times Building,New York  ,NY,US,2019-06-22,Around 70,70,,70,,,General Protestors ,pro climate change legislation,0,Rally,0,0,0,0,1,1,https://apnews.com/130a53bbed914247b2a2e6a00ffaf101,,,,,
Ottawa,Jordan block ,La Salle ,IL,US,2019-06-22,,,,,,,Planned Parenthood,pro abortion,1,rally,0,0,0,0,1,1,https://www.mywebtimes.com/2019/06/11/stand-with-planned-parenthood-group-plans-ottawa-rally/akala6w/,,,,,
Palmyra,,Jefferson ,WI,US,2019-06-22,,,,,,,Citizen Advocates for Public Education ,better public school funding,0,march,0,0,0,0,1,1,http://www.hngnews.com/lake_mills_leader/article_273f1cc9-f4be-5455-85df-f1602c68c2f7.html,,,,,
Palm Springs,South Congress Ave,,FL,US,2019-06-22,NA,NA,,,,,General Protest ,Education;Against curriculum changes,0,rally,0,0,0,0,0,1,https://www.wptv.com/news/local-news/investigations/preschools-to-rally-for-fair-testing-in-palm-beach-county-on-saturday,,,,,
Philadelphia,Center City,Philadelphia  ,PA,US,2019-06-22,na,500,,500,,,General protestors,anti Trump Immigration Policy,1,Rally,0,0,0,0,1,1,https://www.inquirer.com/news/trump-immigration-deportation-deport-migrant-rally-philly-20190621.html,,,,,
Rochester,City Streets,Monroe  ,NY,US,2019-06-22,,,,,,,Success Beyond Negativity,protest gun violence,0,Rally,0,0,0,0,1,1,https://13wham.com/news/local/a-call-for-change-rochester-youth-hold-peace-rally,,,,,
Rockford,East Branch Rockford Public Library,Winnebago  ,WI,US,2019-06-22,well over 100,100,,100,,,General Protestors ,"against Drag Queen Story Hour, for Christian values, against homosexuality",2,protest,0,0,0,0,1,1,https://www.rrstar.com/news/20190622/drag-queen-story-hour-at-rockford-library-draws-supporters-protesters,https://www.illinoisreview.com/illinoisreview/2019/06/rockford-residents-protest-drag-queen-story-hour.html,,,,
Rockford,East Branch Rockford Public Library,Winnebago  ,WI,US,2019-06-22,,,,,,,General Protestors ,"in support of Drag Queen Story Hour, for LGBTQ+ pride",1,counter-protest,0,0,0,0,0,1,https://www.rrstar.com/news/20190622/drag-queen-story-hour-at-rockford-library-draws-supporters-protesters,https://www.illinoisreview.com/illinoisreview/2019/06/rockford-residents-protest-drag-queen-story-hour.html,,,,
Salem,Oregon Capital,Salem  ,OR,US,2019-06-22,A Few Dozen,36,,36,,,Republican senators and supporters,protest cap and trade policy,0,Rally,0,0,0,0,1,1,https://www.kgw.com/article/news/dozens-show-up-at-capitol-to-show-support-for-gop-senators-who-walked-out-over-cap-and-trade/283-b0df4a9b-a7ed-4cf2-8526-1b5c8da2d4d6,,,,,
San Francisco,Public Work Department's Operations Yard,San Francisco  ,CA,US,2019-06-22,A Couple Dozen,24,,24,,,General Protestors ,protest city collecting items on street,0,Gathering,0,0,0,0,1,1,https://www.sfchronicle.com/bayarea/article/Homeless-people-protest-SF-collecting-their-14031069.php,,,,,
Savannah,Madison Square;  Forsyth Park,Chatham ,GA,US,2019-06-22,FB: 144,144,,144,,,general protestors,pro-abortion rights; against new state legislation,0,protest,,,,,1,1,https://www.facebook.com/events/348103939230831/,https://twitter.com/WSAVKellyA/status/1142459946342211586,,,,
Spokane,Downtown Spokane Library,Spokane  ,WA,US,2019-06-22,about 150,150,,150,,,General Protestors ,anti drag queen library readings ,2,protest,0,0,0,0,1,1,https://www.spokesman.com/stories/2019/jun/22/second-childrens-book-reading-at-downtown-spokane-/,,,,,
Spokane,Downtown Spokane Library,Spokane  ,WA,US,2019-06-22,about 300,300,,300,,,General Protestors ,pro drag queen library readings,1,counter-protest,0,0,0,0,0,1,https://www.spokesman.com/stories/2019/jun/22/second-childrens-book-reading-at-downtown-spokane-/,,,,,
Springfield,Capital Steps,Sangamon  ,IL,US,2019-06-22,A Couple Dozen,24,,24,,,General Protestors ,Impeach Trump,1,Rally,0,0,0,0,1,1,https://newschannel20.com/news/local/dozens-gather-on-capitol-steps-for-impeach-trump-rally,,,,,
Arcadia,outside Santa Anita Park,Los Angeles,CA,US,2019-06-23,count video,31,,31,,,general protestors,against horse racing and horse deaths; animal rights,0,protest,,,,,1,1,https://twitter.com/CErcoliCBS2KCAL/status/1142860908995047424,,,,,
Asheville,Outside Federal Building,Asheville,NC,US,2019-06-23,Dozens,24,,24,,,Beloved Asheville,protest immigrant deportations,1,Rally,0,0,0,0,1,1,https://wlos.com/news/local/asheville-protesters-hold-sanctuary-in-the-streets-rally,,,,,
Deerfield,Cambridge Area,Dane  ,WI,US,2019-06-23,,,,,,,General Protestors ,Anti- Education Funding Plan,0,March,0,0,0,0,1,1,http://www.hngnews.com/cambridge_deerfield/article_221632af-f03e-510f-bd34-e844647d37c4.html,,,,,
Fort Akinson ,Palmyra-Eagle High School/ Fort Atkinson,Jefferson  ,WI,US,2019-06-23,,,,,,,Wisconsin Public Education Network,seek increased education funding,0,March,0,0,0,0,1,1,https://www.dailyunion.com/news/public-education-march-begins-second-leg-in-fort-atkinson/article_873956ab-1c1b-502b-a3f0-da5e2f5bffb3.html,,,,,
Keokuk,Keokuk Labor Temple on 301 Blondeau Street,Pattawatomie  ,IA,US,2019-06-23,,,,,,,General Protestors ,Anti-NAFTA 2.0,1,Rally,0,0,0,0,1,1,https://wgem.com/2019/06/23/farm-labor-unions-protest-nafta-2-0-in-iowa/,,,,,
Los Angeles,,Los Angeles,CA,US,2019-06-23,,,,,,,General Protestors ,Anti-Deportation Laws,1,Rally,0,0,0,0,1,1,https://abc7.com/politics/dtla-rally-protests-trump-deportation-plan/5360721/,,,,,
McAllen,Bentsen Tower to Archer Park,Hidalgo ,TX,US,2019-06-23,,,,,,,Texas Civil Rights Project,against government crackdown and detention policy at border,1,march; rally,0,0,0,0,1,1,https://secure.everyaction.com/s_g-iJHiIk-tYwdo22X2XA2,https://youtu.be/lrmyVj2A-bw,https://www.themonitor.com/2019/06/23/respite-center-receives-truckload-donations-protestors-march-family-separations/,,,
New York,Brooklyn; Bay Ridge,Kings,NY,US,2019-06-23,na,30,,30,,,general protestors,against Rep. Ilhan Omar,2,protest,0,0,0,0,1,1,https://twitter.com/rabyaahahmed/status/1142817710860066816,https://twitter.com/FightBackBR/status/1142870795745710080,,,,
New York,Brooklyn; Bay Ridge,Kings,NY,US,2019-06-23,na,100,,100,,,general protestors,support Rep. Ilhan Omar,1,counter-protest,0,0,0,0,0,1,https://twitter.com/rabyaahahmed/status/1142817710860066816,https://twitter.com/FightBackBR/status/1142870795745710080,,,,
Sacramento,Sacramento State; outdoor Studio Theatre ,Sacramento ,CA,US,2019-06-23,,,,,,,general protestors,for police officer killed in line of duty,0,vigil,,,,,1,1,https://twitter.com/sacstate/status/1142831074986192896,,,,,
Washington,outside White House,DC,DC,US,2019-06-23,,,,,,,Code Pink; ANSWER coalition,against US war on Iran,1,protest,,,,,1,1,https://twitter.com/aletweetsnews/status/1142844183952146433,,,,MEK?,
Bellingham ,The Firs,Watcom  ,WA,US,2019-06-24,Over 100,100,,100,,,General Protestors ,Pro-Gay Rights,0,Demonstration,0,0,0,0,1,1,https://www.bellinghamherald.com/news/local/article231910053.html,,,,,
Coos Bay,,Coos  ,OR,US,2019-06-24,,,,,,,General Protestors ,Anti-Pipeline,0,Protest Event,0,0,0,0,1,1,https://www.kezi.com/content/news/Group-to-rally-outside-Jordan-Cove-public-hearing-in-Coos-Bay-511737931.html,,,,,
Harrisburg,State Capital,Dauphin,PA,US,2019-06-24,,,,,,,General Protestors ,"protest ""renewable energy bill""; protest Gov. Wolf's new policy",0,Rally,0,0,0,0,1,1,"http://mhtviewer.booogle.net/?state=%7B%22ids%22:%5B%220B0j6j_FbqHpvRjVlcWo2NjBqSWwwN2NVYzZkVTR1ZVJiUGJj%22%5D,%22action%22:%22open%22,%22userId%22:%22116390684320636267293%22%7D",https://papost.org/2019/06/25/restore-pa-and-wolfs-fifth-severance-tax-attempt-explained/,,,,
Juneau,Tongass,Juneau,AK,US,2019-06-24,Around 150,150,,150,,,General Protestors ,2001 National Roadless Law,0,Rally,0,0,0,0,1,1,"http://mhtviewer.booogle.net/?state=%7B%22ids%22:%5B%220B0j6j_FbqHpvRjVlcWo2NjBqSWwwN2NVYzZkVTR1ZVJiUGJj%22%5D,%22action%22:%22open%22,%22userId%22:%22116390684320636267293%22%7D",,,,,
Milwaukee,Knapp and Broadway Streets,Milwaukee  ,WI,US,2019-06-24,Hundreds,200,,200,,,General Protestors ,protest deportation laws,1,Rally,0,0,0,0,1,1,https://www.fox6now.com/news/we-are-concerned-hundreds-gather-in-milwaukee-to-protest-pres-trumps-threatened-deportations,,,,,
New York,outside offices of US Senators from NY,New York ,NY,US,2019-06-24,over 100,100,,100,,,general protestors,against government crackdown and detention policy at border,1,protest,,,,,1,1,https://twitter.com/BPie7/status/1143190634326560768,https://twitter.com/StatusCoup/status/1143190999310749697,https://www.facebook.com/events/2822926631068788/,,,
Oklahoma City,Downtown OKC,Oklahoma  ,OK,US,2019-06-24,Over 120000,120000,,120000,,,LGBTQ community and allies,pro LGBTQ rights,0,March/Parade,0,0,0,0,1,1,https://www.nbcnews.com/feature/nbc-out/straight-country-boy-whose-rainbow-truck-went-viral-joins-oklahoma-n1021101,,,,,
Philadelphia,outside ICE office,Philadelphia ,PA,US,2019-06-24,,,,,,,general protestors,against government crackdown and detention policy at border,1,protest,,,,,1,1,https://twitter.com/NotesFromHeL/status/1143172164583153665,https://twitter.com/NotesFromHeL/status/1143192419028086784,,,,
Prospect Park,,Passiac  ,NJ,US,2019-06-24,,,,,,,high schoolers,protest firing of beloved security guard,0,Rally,0,0,0,0,1,1,https://www.northjersey.com/story/news/passaic/prospect-park/2019/06/24/prospect-park-nj-security-officer-not-rehired-teachers-students-protest/1525634001/,,,,,
Sugar Grove,Kaneland Harter Middle School,Kane,IL,US,2019-06-24,About 125,125,,125,,,Kaneland teachers,protest working conditions and pay,0,Rally,0,0,0,0,1,1,https://www.chicagotribune.com/suburbs/aurora-beacon-news/ct-abn-kaneland-teacher-contract-st-0626-20190625-bdqwsvetbveill6req6xqlbllq-story.html,,,,,
Bloomington,Monroe County Courthouse,Monroe,IN,US,2019-06-25,,,,,,,College Democrats at IU,Anti-War,1,Demonstration,0,0,0,0,1,1,https://www.idsnews.com/article/2019/06/bloomington-activists-protest-conflict-between-america-and-iran,,,,,
Boston,Copley Square,Suffolk ,MA,US,2019-06-25,,,,,,,Wayfair Employees,Pro-Immigration,1,Walkout,0,0,0,0,1,1,https://www.nytimes.com/2019/06/25/us/wayfair-walkout.html,,,,,
Brunswick,Bankor Wayfair Offices,Cumberland,ME,US,2019-06-25,about 20,20,,20,,,Wayfair Employees,Pro-Immigration,1,Demonstration,0,0,0,0,1,1,https://bangordailynews.com/2019/06/26/news/midcoast/hundreds-rally-against-border-camps-in-boston-but-maine-wayfair-workers-response-is-muted/,,,,,
Coatesville,Coatesville Area Senior High School,Chester,PA,US,2019-06-25,More than 100 ,100,,100,,,General protesters,Against Mismanaged Education,0,Rally,0,0,0,0,1,1,https://www.dailylocal.com/news/protesters-rally-for-changes-at-casd/article_0335f8cc-9874-11e9-85fa-57fd279a42e3.html,https://www.dailylocal.com/news/enough-is-enough-rally-planned-at-coatesville-area-senior-high/article_2b57c3b2-96cb-11e9-9e31-c32f5275784a.html,,,,
Jacksonville,Jacksonville City Council,Jacksonville,FL,US,2019-06-25,,,,,,,General Protestors ,Against Sales Tax Increase for School Funding,0,Rally,0,0,0,0,1,1,https://www.actionnewsjax.com/news/back-to-school/state-school-leaders-rally-for-aging-schools-sales-tax/961048108,,,,,
Kennewick,Kennewick Education Association Building,Benton,WA,US,2019-06-25,,,,,,,General Protesters,seek higher pay,0,Demonstration,0,0,0,0,1,1,https://keprtv.com/news/local/kennewick-teachers-rally-for-higher-pay-during-contract-negotiations,,,,,
Lihue,County Government Building,Kauai ,HI,US,2019-06-25,Well over a hundred; hundreds,200,,200,,,General Protesters,protest company's zoning permit,0,Demonstration,0,0,0,0,1,1,https://www.thegardenisland.com/2019/06/26/hawaii-news/hundreds-rally-for-salt-ponds/,,,,,
Madison,capitol ,Dane,WI,US,2019-06-25,,,,,,,Citizen Advocates for Public Education ,better public school funding,0,march,0,0,0,0,1,1,http://www.hngnews.com/lake_mills_leader/article_273f1cc9-f4be-5455-85df-f1602c68c2f7.html,,,,,
Mount Clemens,Downtown,Macomb,MI,US,2019-06-25,Count Pic,20,,20,,,Turning Point,Against sexual/domestic violence,0,Rally,0,0,0,0,1,1,https://www.macombdaily.com/news/local/turning-point-holds-peaceful-rally-in-mount-clemens/article_caa24e3a-979b-11e9-9dce-5b4e6f65bff5.html,,,,,
Noblesville,Ivy Tech Community College,Hamilton,IN,US,2019-06-25,At least 60 ,60,,60,,,Indiana Teachers,Against Education Underfunding ,0,Rally,0,0,0,0,1,1,https://www.chalkbeat.org/posts/in/2019/06/25/teachers-organize/,,,,,
Palo Alto,El Camino Real and Embarcadero Road,Santa Clara,CA,US,2019-06-25,about 70,70,,70,,,Spark Church; Congregation Etz Chayim,Pro-Immigration,1,Demonstration ,0,0,0,0,1,1,https://paloaltoonline.com/news/2019/06/30/around-town-locals-rally-against-border-crisis-east-palo-alto-chef-named-best-baker-in-america,,,,,
Philadelpia,Philadelphia Energy Solutions Complex,Philadelphia,PA,US,2019-06-25,about 40,40,,40,,,General Protesters,pro climate change action,1,Demonstration,0,0,0,0,1,1,https://www.phillytrib.com/news/local_news/city-officials-to-convene-working-group-on-the-pes-refinery/article_7be3a4c6-251a-5b88-ab52-792ebe27674b.html,,,,,
Washington,outside DNC headquarters,DC,DC,US,2019-06-25,100+,100,,100,,,general protestors,demand climate debate among Democratic presidential contenders,0,protest,0,0,0,0,1,1,https://twitter.com/sunrisemvmt/status/1143551754371510272,,,,,
Washington,Office of Personal Management Building,DC,DC,US,2019-06-25,Roughly 50,50,,50,,,American Federation of Government Employees; National Federation of Federal Employees,oppose calls to dismantle Office of Personnel Management,1,Rally,0,0,0,0,0,1,https://www.govexec.com/management/2019/06/people-are-crying-when-they-come-work-unions-protest-opm-gsa-merger/158000/,,,,,
Baltimore,City Hall,Baltimore,MD,US,2019-06-26,Dozens,24,,24,,,General Protesters,protest city's slow response to water mainbreak,0,Rally,0,0,0,0,1,1,https://baltimore.cbslocal.com/2019/06/26/poe-homes-water-outage-neighborhood-rally/,,,,,
Berkeley,California Hall,Alameda,CA,US,2019-06-26,About 100,100,,100,,,Academic Researchers United,Better Working Conditions,0,Rally,0,0,0,0,1,1,https://www.dailycal.org/2019/06/28/academic-researchers-postdoctoral-research-fellows-protest-amid-labor-negotiation/,,,,,
Boston,Copley Square,Suffolk ,MA,US,2019-06-26,,,,,,,Wayfair employees,against Wayfair sales to child detention facilities,1,walkout; protest,,,,,1,1,https://www.facebook.com/events/857473194637004/,,,,,
Central Falls,Central Falls High School,Providence,RI,US,2019-06-26,About 40,40,,40,,,General Protesters,Anti-Budget Cuts; Education,0,Rally,0,0,0,0,1,1,https://www.providencejournal.com/news/20190626/central-falls-residents-rally-in-protest-of-state-budget-allocation,,,,,
Colorado Springs,James Irwin Charter School,El Paso,CO,US,2019-06-26,More than 60,60,,60,,,General Protesters,Anti-Trump; Education,1,Demonstration,0,0,0,0,1,1,https://gazette.com/education/video-dozens-show-up-to-protest-betsy-devos-appearance-in/article_1c680004-983a-11e9-9818-6b0747a56b8a.html,,,,,
Detroit,Detroit Golf Club,Wayne,MI,US,2019-06-26,dozens,24,,24,,,Detroit Golf Club workers,seek better contract,0,Demonstration,0,0,0,0,1,1,https://www.usatoday.com/story/sports/golf/2019/06/26/teamsters-protest-rocket-mortgage-classic-for-better-wages/39625297/,,,,,
Harrisburg,State Capitol,Dauphin,PA,US,2019-06-26,,,,,,,General Protesters,Anti-Child Marriage,0,March,0,0,0,0,1,1,https://www.pennlive.com/news/2019/06/protestors-march-through-capitol-urge-pa-legislators-to-eliminate-child-marriage-loopholes.html,,,,,
Honolulu,Daniel K. Inouye International Airport,Honolulu,HI,US,2019-06-26,At least a couple of hundred,200,,200,,,Hawaiian Airlines flight attendants,seek new contract quckly,0,Demonstration,0,0,0,0,1,1,https://bigislandnow.com/2019/06/27/flight-attendants-protest-slow-contract-negotiations-with-hawaiian-airlines/,,,,,
Jersey City,City Hall,Hudson,NJ,US,2019-06-26,more than 75,75,,75,,,General protesters,Against Education Budget Cuts,0,Demonstration ,0,0,0,0,1,1,https://www.nj.com/hudson/2019/06/parents-and-children-march-on-city-council-demanding-more-jersey-city-school-funding.html,,,,,
Los Angeles,Hall of Justice,Los Angeles,CA,US,2019-06-26,,,,,,,Black Lives Matter LA,"against police brutality, for police accountability, Black Lives Matter, against District Attorney Jackie Lacey",1,protest,,,,,1,1,https://www.cnn.com/2020/07/10/us/jackie-lacey-la-da-black-lives-matter/index.html,https://www.newyorker.com/magazine/2020/11/16/after-years-of-protests-every-wednesday-la-activists-welcome-a-new-da,,,,
Medford,Ramada Inn,Jackson,OR,US,2019-06-26,about 100,100,,100,,,General protesters,Pro-Environment,1,Rally,0,0,0,0,1,1,https://ktvl.com/news/local/supporters-opposers-attend-lng-pipeline-rally,,,,,
Media,Delaware County Courthouse,Delaware,PA,US,2019-06-26,about 100,100,,100,,,Pipeline Workers,seek better pay,0,Rally,0,0,0,0,1,1,https://www.delcotimes.com/news/local/pipeline-workers-protest-county-council-vote-on-moratorium/article_aaead13a-9862-11e9-80fb-3f0e29b581b9.html,,,,,
Miami,Knight Concert Hall,Miami-Dade,FL,US,2019-06-26,Dozens,24,,24,,,Police Benevolent Association,oppose Bill de Blasio,0,Rally,0,0,0,0,1,1,https://reason.com/2019/06/27/nypd-union-followed-bill-de-blasio-all-the-way-to-the-dem-debate-to-tell-him-how-much-they-hate-him/#,,,,,
Middletown,Near the Connecticut Valley Hospital,Middlesex,CT,US,2019-06-26,More than 40,40,,40,,,State mental health employees,protest dangerous work conditions,0,Rally,0,0,0,0,1,1,https://www.middletownpress.com/middletown/article/State-mental-health-employees-protest-sometimes-14054051.php,,,,,
New Haven,165 Church Street,New Haven ,CT,US,2019-06-26,,,,,,,Connecticut Immigrant Rights Alliance,against government crackdown and detention policy at border,1,rally,,,,,1,1,https://www.facebook.com/events/352143828806808/,,,,,
