CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,Source4
Sarasota ,Dolphin Aviation ,FL,US,2018-09-22,,,,,,,Gov. candidate Ron Desantis campaign rally,Rallying for support in the Midterm election ,2,rally,0,0,0,0,1,1,https://www.heraldtribune.com/news/20180922/desantis-calls-gillum-far-left-at-sarasota-rally,,,,
Torrance,Columbia Park,CA,US,2018-09-22,,,,,,,National Women’s Political Caucus South Bay and Women’s March Los Angeles Foundation ,multi-partisan voter registration rally,0,rally,,,,,1,1,https://www.dailybreeze.com/2018/09/20/multi-partisan-rally-in-torrance-aims-to-get-out-the-vote/,,,,
Wendell,along Route 2,MA,US,2018-09-22,,,,,,,Save Brook Road Forest,protesting logging,1,protest,,,,,1,1,https://www.recorder.com/Group-protests-planned-Wendell-State-Forest-cutting-20322323,https://www.wwlp.com/news/local-news/franklin-county/two-non-profit-groups-protesting-logging-plans-at-wendell-state-forest/1464762692,,,
West Palm Beach,Meyer Amphitheatre,FL,US,2018-09-22,About 800,800,,800,,,Power 4 Puerto Rico; Latino Victory Project; Alianza for Progress,protesting governmental neglect and mistreatment of Puerto Rico in the wake of Hurricane María; anti-Trump,1,rally,0,0,0,0,1,1,https://www.mypalmbeachpost.com/news/state--regional-govt--politics/puerto-ricans-mark-hurricane-maria-anniversary-with-trump-protest/MuWVWCqBU2x2Sm06NVXNMK/,https://www.facebook.com/events/2011831308847673/,https://www.palmbeachdailynews.com/news/20180923/maria-protest-draws-crowd-of-800-rally-starts-with-mar-a-lago-caravan,,
Wilkes-Barre,Public Square ,PA,US,2018-09-22,well over 100,100,,100,,,Gov. Tom Wolf campaign rally ,rally to boost the re-election campaign,1,rally,0,0,0,0,1,1,https://www.citizensvoice.com/news/wolf-touts-education-record-at-w-b-rally-1.2389005,,,,
Burlington,Old North End ,VT,US,2018-09-23,dozens ,24,,24,,,general protestors ,rally for equal rights ,1,rally,0,0,0,0,1,1,https://www.wcax.com/content/news/Let-Equality-Bloom-rally-held-in-Burlington-494082911.html,,,,
Chicago ,Millennium Park,IL,US,2018-09-23,,,,,,,general protestors ,anti-drug protesters ,0,protest,0,0,0,0,1,1,https://chicago.cbslocal.com/2018/09/23/loved-ones-hold-rally-calling-on-justice-system-to-punish-drug-dealers/,,,,
Frankfort,Breidert Green,IL,US,2018-09-23,FB: 46,46,,46,,,general protestors,support Dr. Christine Blasey Ford; support survivors of sexual assault,1,vigil,,,,,1,1,https://www.facebook.com/events/973955056147612/,,,,
Greenwich ,Greenwich Point Park ,CT,US,2018-09-23,more than 300,300,,300,,,Cos Cob Republican; Republican Town Committee,"rally republican support in the midterm elections to ""take back CT""",2,rally,0,0,0,0,1,1,https://www.greenwichtime.com/local/article/Greenwich-s-delegation-to-Hartford-rallies-GOP-13251826.php,,,,
Highland Village,,TX,US,2018-09-23,,,,,,,Denton County Republican Party,calling for republican support in the midterm elections ,2,rally,0,0,0,0,1,1,https://www.dentonrc.com/news/republican-leaders-urge-unity-voter-turnout-at-rally/article_4e97768d-76b9-5726-a30e-e35c49736267.html,,,,
Las Vegas,,NV,US,2018-09-23,more than 2000,2000,,2000,,,When We All Vote,rallying for voter participation,0,rally,,,,,1,1,https://triblive.com/usworld/world/14049222-74/michelle-obama-to-hold-voting-rallies-in-las-vegas-and-miami,https://lasvegassun.com/news/2018/sep/18/michelle-obama-holding-voter-registration-rally-in/,https://abcnews.go.com/Politics/michelle-obama-calls-nastiness-politics-campaign-style-voting/story?id=58036080,,
Madison,inside the Capitol rotunda,WI,US,2018-09-23,more than 100,100,,100,,,students,calling for gun control legislation,1,protest; die-in,0,0,0,0,1,1,https://www.channel3000.com/news/middleton-students-host-die-in-at-state-capitol-to-protest-gun-laws/798770561,https://www.channel3000.com/news/middleton-students-host-die-in-at-state-capitol-to-protest-gun-laws/798770561,,,
Madison ,Park Street,WI,US,2018-09-23,dozens,24,,24,,,general protestors ,protesting the presence of ICE officials in the area ,1,protest,0,0,0,0,0,1,https://wkow.com/news/2018/09/23/impromptu-protest-in-madison-over-ice-presence/,,,,
Palo Alto,855 El Camino Real,CA,US,2018-09-23,hundreds ,200,,200,,,general protestors,support Dr. Christine Blasey Ford; support survivors of sexual assault,1,vigil,0,0,0,0,1,1,https://twitter.com/shara76/status/1044061009676197889,https://www.stanforddaily.com/2018/09/24/palo-alto-community-rallies-around-kavanaugh-accuser/,,,
Queens,"Forest Park Bandshell Parking Lot (starting point, end point unclear)",NY,US,2018-09-23,,,,,,,general protestors,protesting construction of homeless shelter in neighborhood,0,protest,,,,,1,1,https://qns.com/story/2018/09/19/glendale-group-hits-road-sunday-protest-proposed-homeless-shelter-plan/,,,,
Racine ,,WI,US,2018-09-23,,,,,,,Democratic party ,Rallying support for the upcoming midterm election ,1,rally,0,0,0,0,1,1,http://www.kenoshanews.com/news/local/democrats-for-congress-senate-and-state-office-rally-for-votes/article_9679973e-6244-51c0-a7dc-13ac4e089315.html,,,,
Sarasota ,County Courthouse ,FL,US,2018-09-23,about 100,100,,100,,,general protestors,support Dr. Christine Blasey Ford; support survivors of sexual assault,1,protest,0,0,0,0,1,1,https://www.heraldtribune.com/news/20180923/blasey-ford-supporters-rally-in-sarasota,,,,
Stamford ,Jackie Robinson Park,CT,US,2018-09-23,about 100,100,,100,,,general protestors ,rallying against gun violence,1,protest,0,0,0,0,1,1,https://www.middletownpress.com/local/article/Stamford-teen-dies-in-shooting-13251542.php,https://www.facebook.com/events/274158223418936/,,,
Staten Island ,,NY,US,2018-09-23,more than 150,150,,150,,,Max Rose campaign rally ,Rallying for support in the Midterm election ,1,rally,0,0,0,0,1,1,https://www.silive.com/news/2018/09/max_rose_rally_brings_in_suppo.html,,,,
Walpole,Walpole Veterans of Foreign Wars,MA,US,2018-09-23,,,,,,,Walpole United,reducing local property taxes,0,rally,,,,,1,1,https://www.bostonglobe.com/metro/globelocal/2018/09/04/walpole-group-rally-for-lower-property-taxes/bz1hfB4Md4yCL7ykYFBfjJ/story.html,,,,
Wendell,along Route 2,MA,US,2018-09-23,,,,,,,Save Brook Road Forest,protesting logging,1,protest,,,,,1,1,https://www.recorder.com/Group-protests-planned-Wendell-State-Forest-cutting-20322323,,,,
West Palm Beach,Greater Antioch Missionary Baptist Church,FL,US,2018-09-23,around a hundred,100,,100,,,general protestors ,calling for gun control legislation,1,protest,0,0,0,0,1,1,https://www.palmbeachpost.com/news/local/west-palm-church-rally-joins-nationwide-action-against-gun-violence/IUoW6YHCXOMDBOxUmTmk8M/,,,,
(national),,,US,2018-09-24,,,,,,,general protestors,support Dr. Christine Blasey Ford; support survivors of sexual assault,1,walkout,,,,,1,1,https://www.facebook.com/events/2132578240149628/?,,,,
Albuquerque,Civic Plaza,NM,US,2018-09-24,count pic,38,,38,,,general protestors,support Dr. Christine Blasey Ford; support survivors of sexual assault,1,walkout,0,0,0,0,1,1,https://twitter.com/TeamHeinrich/status/1044274440106729476,,,,
Ashland,Plaza,OR,US,2018-09-24,about 20,20,,20,,,general protestors,support Dr. Christine Blasey Ford; support survivors of sexual assault,1,protest,0,0,0,0,1,1,http://dailytidings.com/news/top-stories/plaza-protesters-oppose-kavanaugh,,,,
Atlanta ,2025 Peachtree Road NE,GA,US,2018-09-24,,,,,,,general protestors,protesting their displacement and forced removal from their homes ,0,protest,0,0,,0,1,1,https://www.myajc.com/news/local/darlington-tenants-rally-monday-stay-their-buckhead-apartments/2mfWYBOm67BQptnNC9i6vO/,,,,
Austin ,outside Sen. Ted Cruz's office ,TX,US,2018-09-24,,,,,,,general protestors ,support Dr. Christine Blasey Ford; support survivors of sexual assault,1,protest,0,0,0,0,1,1,https://www.kvue.com/article/news/local/sex-assault-survivors-gather-outside-ted-cruzs-austin-office-to-protest-brett-kavanaugh/269-597610277,,,,
Baltimore,Baltimore City Public Schools meeting,MD,US,2018-09-24,,,,,,,parents and staff of Callaway Elementary school,protesting mold in school,0,protest,0,0,0,0,1,1,https://foxbaltimore.com/news/local/parents-staff-protest-after-mold-found-at-baltimore-elementary-school,,,,
Beloit,Beloit School District,WI,US,2018-09-24,,,,,,,Concerned Black Citizens of Beloit,parents keeping children home from school as a way for the local Black community to voice its concerns,1,protest,,,,,1,1,http://www.beloitdailynews.com/news/20180919/group_asks_for_attendance_protest,,,,
Bronxville,Sarah Lawrence College,NY,US,2018-09-24,,,,,,,general protestors,support Dr. Christine Blasey Ford; support survivors of sexual assault,1,walkout,,,,,1,1,https://twitter.com/lozarisen/status/1044288666636570624,,,,
Cambridge,outside Pound Hall,MA,US,2018-09-24,,,,,,,Harvard Law School Pipeline Parity Project,support Dr. Christine Blasey Ford; support survivors of sexual assault,1,walkout,,,,,1,1,https://www.facebook.com/events/233136834029414/,,,,
Champaign,Mellon Administrative Center,IL,US,2018-09-24,,,,,,,teachers ,protesting stalled contract negotiations,1,protest,0,0,0,0,1,1,http://www.news-gazette.com/news/local/2018-09-25/champaign-teachers-take-protest-over-stalled-contract-talks-board.html,,,,
Chicago,George N. Leighton Criminal Court Building,IL,US,2018-09-24,,,,,,,Good Kids Mad City,"for justice for Laquan McDonald, against police brutality, for police accountability, against racism",1,protest,,,,,1,1,https://twitter.com/ladieversatile/status/1043137289558388736,,,,
Chicago,James R. Thompson Center,IL,US,2018-09-24,,,,,,,general protestors,support Dr. Christine Blasey Ford; support survivors of sexual assault,1,walkout,,,,,0,1,https://twitter.com/SarahM_Photos/status/1044377019008585728,,,,
Coal Township ,,PA,US,2018-09-24,dozens ,24,,24,,,general protestors,protesting the dress code for female students ,0,protest,0,0,0,0,1,1,https://www.dailyitem.com/multimedia/shamokin-area-students-protest-dress-code/video_d8a5866a-adbe-50bd-8cdd-2b1f97892cb5.html,,,,
Columbus,an old plumbing supply company parking lot on River Road,GA,US,2018-09-24,about 200,200,,200,,,Brian Kemp campaign,rallying for GOP candidate,2,rally,0,0,0,0,1,1,https://www.macon.com/news/politics-government/election/article218931055.html,,,,
Columbus,,OH,US,2018-09-24,count pic,4,,4,,,general protestors,support Dr. Christine Blasey Ford; support survivors of sexual assault,1,walkout,0,0,0,0,1,1,https://twitter.com/e_webb27/status/1044382834423726081,,,,
Corpus Christi ,Solomon P. Ortiz International Center ,TX,US,2018-09-24,,,,,,,United Corpus Christi Chamber of Commerce ,protesting a windstorm insurance rate increase ,0,protest,0,0,0,0,1,1,https://www.caller.com/picture-gallery/news/local/2018/09/24/corpus-christi-rallies-against-twias-proposed-windstorm-rate-increase/1409483002/,,,,
Corsicana,Corsicana Government Center,TX,US,2018-09-24,,,,,,,general protestors,protesting controversial housing development plans,0,protest,0,0,0,0,1,1,https://www.corsicanadailysun.com/news/residents-protest-housing-developments-city-approves-budget-tax-rate/article_4fa9c4f8-c1c0-11e8-b8d4-67a9b7ad3ce9.html,,,,
Coupeville,at intersection of State Highway 20 and Main Street,WA,US,2018-09-24,about 11,11,,11,,,Indivisible Whidbey,support Dr. Christine Blasey Ford; support survivors of sexual assault,1,protest,0,0,0,0,1,1,http://www.whidbeynewstimes.com/news/groups-protest-focuses-on-u-s-supreme-court-nominee-victim-support/,,,,
Denver,Sen. Cory Gardner office,CO,US,2018-09-24,more than 100,100,,100,,,general protestors,support Dr. Christine Blasey Ford; support survivors of sexual assault,1,protest,0,0,0,0,1,1,https://twitter.com/indivisiblefrr/status/1044052644921331712,http://www.dailycamera.com/top-stories/ci_32160037/,,,
Des Moines,outside US Sen Chuck Grassley office,IA,US,2018-09-24,count pic,22,,22,,,general protestors,support Dr. Christine Blasey Ford; support survivors of sexual assault,1,walkout,0,0,0,0,1,1,https://twitter.com/HannahVanZee/status/1044390508070662144,,,,
Eugene ,outside the federal courthouse ,OR,US,2018-09-24,,,,,,,general protestors ,support Dr. Christine Blasey Ford; support survivors of sexual assault,1,protest,0,0,0,0,1,1,https://nbc16.com/news/local/kavanaugh-nomination-subject-of-protest-outside-federal-courthouse-in-eugene,,,,
Grass Valley,corner of Brunswick Road and Sutton Way,CA,US,2018-09-24,about two dozen,24,,24,,,general protestors,support Dr. Christine Blasey Ford; support survivors of sexual assault,1,protest,0,0,0,0,1,1,https://www.theunion.com/news/local-news/we-have-your-back-nevada-county-residents-rally-behind-blasey-ford/,,,,
Harrietstown,Town Hall,NY,US,2018-09-24,more than two dozen,24,,24,,,general protestors,support Dr. Christine Blasey Ford; support survivors of sexual assault,1,protest,0,0,0,0,1,1,https://www.pressrepublican.com/news/local_news/kavanaugh-protesters-gather-in-saranac-lake/article_c6b7a4d1-5aac-5f36-a6cd-3878b28bd21e.html,https://www.ydr.com/story/news/2018/09/24/sexual-abuse-survivors-rally-sexual-abuse-laws-reform-following-catholic-clergy-abuse-grand-jury/1412748002/,,,
Los Angeles,Fryman Canyon Trailhead,CA,US,2018-09-24,,,,,,,general protestors,support Dr. Christine Blasey Ford; support survivors of sexual assault,1,walkout; hike,,,,,0,1,https://www.facebook.com/events/2221665974747350/?active_tab=about,,,,
Los Angeles,Ventura and Laurel Blvd,CA,US,2018-09-24,,,,,,,general protestors,support Dr. Christine Blasey Ford; support survivors of sexual assault,1,walkout,,,,,1,1,https://twitter.com/Frances_Fisher/status/1043933635995348992,,,,
Los Angeles,,CA,US,2018-09-24,count pic,8,,8,,,general protestors,support Dr. Christine Blasey Ford; support survivors of sexual assault,1,walkout,0,0,0,0,0,1,https://twitter.com/junkyardmessiah/status/1044339041171165184,,,,
Louisville ,University of Louisville ,KY,US,2018-09-24,dozens ,24,,24,,,students ,protesting CIA director Gina Haspel's past involvement with the torture of suspected terrorists,1,protest,0,0,0,0,1,1,https://www.courier-journal.com/story/news/politics/2018/09/24/louisville-students-protest-cia-director-gina-haspel-torture-links/1343578002/,,,,
Maplewood,,NJ,US,2018-09-24,,,,,,,general protestors,support Dr. Christine Blasey Ford; support survivors of sexual assault,1,walkout,,,,,1,1,https://twitter.com/SusanYWood/status/1044280532887048193,,,,
Middleton,State Capitol ,WI,US,2018-09-24,,,,,,,general protestors ,students protesting gun laws ,1,die-in,0,0,0,0,1,1,https://www.channel3000.com/news/middleton-students-host-die-in-at-state-capitol-to-protest-gun-laws-1/798885373,,,,
New Brunswick ,on College Avenue,NJ,US,2018-09-24,fb 75,75,,75,,,Rutger University workers,Against Rutgers Title IX Malpractice,0,protest,0,0,0,0,1,1,http://www.dailytargum.com/article/2018/09/1st-rutgers-protest-of-semester-to-take-place-on-college-ave-today,https://www.facebook.com/events/449343595562101/,,Number of protestors is from facebook,
New Haven,Yale Law School,CT,US,2018-09-24,dozens; about 300,24,,300,,,law students,support Dr. Christine Blasey Ford; support survivors of sexual assault,1,sit-in,0,0,0,0,1,1,http://www.courant.com/politics/hc-pol-yale-law-school-kavanaugh-protest-20180924-story.html,https://www.washingtonpost.com/education/2018/09/24/yale-law-students-sit-out-class-travel-supreme-court-protest-kavanaugh/?utm_term=.3060e1c4526d,,,
New York,Brooklyn; Park Slope Food Coop,NY,US,2018-09-24,,,,,,,general protestors,support Dr. Christine Blasey Ford; support survivors of sexual assault,1,walkout,,,,,1,1,https://twitter.com/foodcoop/status/1044289595737874440,,,,
New York,City Hall,NY,US,2018-09-24,,,,,,,general protestors,support Dr. Christine Blasey Ford; support survivors of sexual assault,1,walkout,,,,,0,1,https://twitter.com/AAFSC/status/1044333542023602176,,,,
New York,outside CBS Broadcast Center,NY,US,2018-09-24,count pic ,53,,53,,,general protestors,support Dr. Christine Blasey Ford; support survivors of sexual assault,1,walkout,0,0,0,0,0,1,https://twitter.com/ashleyn1cole/status/1044296994028703746,,,,
New York,,NY,US,2018-09-24,count pic ,9,,9,,,general protestors,support Dr. Christine Blasey Ford; support survivors of sexual assault,1,walkout,0,0,0,0,0,1,https://twitter.com/HSC_NY/status/1044288389409910786,,,,
Normal,Uptown Circle,IL,US,2018-09-24,count pic (partial),3,,3,,,general protestors,support Dr. Christine Blasey Ford; support survivors of sexual assault,1,walkout,,,,,1,1,https://twitter.com/18thIL/status/1044356345296769024,,,,
Orangeburg,Claflin University,SC,US,2018-09-24,,,,,,,students and faculty,support Dr. Christine Blasey Ford; support survivors of sexual assault,1,protest,0,0,0,0,1,1,https://thetandd.com/news/local/kavanaugh-he-must-go-claflin-is-site-of-protest-against/article_208b0c0d-6e7d-5ce0-ad20-401cb1a07d21.html,,,,
Philadelphia,Dilworth Plaza,PA,US,2018-09-24,around 100,100,,100,,,general protestors,support Dr. Christine Blasey Ford; support survivors of sexual assault,1,walkout,0,0,0,0,1,1,https://twitter.com/alala0386/status/1044161171513856000,http://www2.philly.com/philly/news/brett-kavanaugh-believesurvivors-walkout-metoo-christine-blasey-ford-deborah-ramirez-cosby-20180924.html,,,
Phoenix ,outside Arizona Department of Education offices ,AZ,US,2018-09-24,,,,,,,general protestors,protesting a proposal to remove references to evolution and climate change from state science standards.,0,protest,0,0,0,0,1,1,https://www.azcentral.com/story/news/local/arizona-education/2018/09/24/arizona-teachers-science-standards-evolution-climate-change-hillsdale-diane-douglas-district-charter/1412037002/,,,,
Pittsburgh,Allegheny Courthouse,PA,US,2018-09-24,,,,,,,general protestors,support Dr. Christine Blasey Ford; support survivors of sexual assault,1,walkout,,,,,1,1,https://twitter.com/NewVoicesPgh/status/1044070006672302080,,,,
Portland,Portland State University ,OR,US,2018-09-24,about 50,50,,50,,,general protestors,mourning man killed by campus police,1,vigil,0,0,0,0,0,1,https://www.oregonlive.com/portland/index.ssf/2018/09/vigil_held_for_man_killed_by_p.html,,,,
Portland,,OR,US,2018-09-24,count pic,31,,31,,,general protestors,support Dr. Christine Blasey Ford; support survivors of sexual assault,1,walkout,0,0,0,0,1,1,https://twitter.com/EmilyMcLain/status/1044390445608927232,,,,
Portland ,,ME,US,2018-09-24,,,,,,,general protestors ,support Dr. Christine Blasey Ford; support survivors of sexual assault,1,protest,0,0,0,0,1,1,https://wgme.com/news/local/sexual-assault-survivors-protest-judge-brett-kavanaugh-in-portland,,,,
Portland ,Portland State University ,OR,US,2018-09-24,couple hundred; roughly 400,200,,400,,,student protestors ,protesting armed campus police ,1,protest,0,0,0,0,0,1,https://www.oregonlive.com/portland/index.ssf/2018/09/activists_calling_for_psu_to_d.html,https://pamplinmedia.com/pt/9-news/407141-305802-jason-washington-protesters-begin-to-occupy-psu-,,,
Reno,outside US Sen Dean Heller office,NV,US,2018-09-24,,,,,,,general protestors,support Dr. Christine Blasey Ford; support survivors of sexual assault,1,walkout,0,0,0,0,1,1,https://mynews4.com/news/local/protesters-demand-that-kavanaugh-withdraws-from-supreme-court-nomination-in-downtown-reno,,,,
Rocky Mount,,NC,US,2018-09-24,,,,,,,local GOP candidates,rallying for GOP candidates,2,rally,0,0,0,0,1,1,http://www.rockymounttelegram.com/News/2018/09/25/GOP-candidates-rally-local-party-stalwarts.html,,,,
San Rafael,,CA,US,2018-09-24,,,,,,,general protestors,support Dr. Christine Blasey Ford; support survivors of sexual assault,1,walkout,,,,,1,1,https://twitter.com/ShowMeYourDisc/status/1044287788789653505,,,,
Schenectady,Niskayuna High School,NY,US,2018-09-24,about 100,100,,100,,,general protestors,rallying to raise awareness about the opioid epidemic,1,rally,0,0,0,0,1,1,https://www.timesunion.com/news/article/Niskayuna-Rallies-to-Educate-and-Prevent-Opioid-13257103.php,,,,
Seattle,outside office of US Rep Pramila Jayapal,WA,US,2018-09-24,count pic,4,,4,,,general protestors,support Dr. Christine Blasey Ford; support survivors of sexual assault,1,walkout,0,0,0,0,0,1,https://twitter.com/RepJayapal/status/1044333070256529408,,,,
Seattle,,WA,US,2018-09-24,count pic,5,,5,,,general protestors,support Dr. Christine Blasey Ford; support survivors of sexual assault,1,walkout,0,0,0,0,1,1,https://twitter.com/CAIR_WA/status/1044272039622717440,,,,
St. Louis,Tucker Blvd. and Washington Ave.,MO,US,2018-09-24,count pic,2,,2,,,general protestors,support Dr. Christine Blasey Ford; support survivors of sexual assault,1,walkout,0,0,0,0,1,1,https://twitter.com/PDPJ/status/1044297978398363649,,,,
State College,Penn State University; Allen Street Gates,PA,US,2018-09-24,,,,,,,general protestors,support Dr. Christine Blasey Ford; support survivors of sexual assault,1,walkout,,,,,1,1,https://twitter.com/rocofem/status/1044062289991806976,,,,
Washington,corner of Rhode Island NW and Connecticut Avenue NW,DC,US,2018-09-24,count pic,32,,32,,,general protestors,support Dr. Christine Blasey Ford; support survivors of sexual assault,1,walkout,0,0,0,0,0,1,https://twitter.com/beckawall/status/1044272671251451910,,,,
Washington,Dupont Circle,DC,US,2018-09-24,,,,,,,general protestors,support Dr. Christine Blasey Ford; support survivors of sexual assault,1,walkout,,,,,0,1,https://twitter.com/drepurse/status/1044273634334965760,,,,
Washington,multiple US Senate buildings,DC,US,2018-09-24,hundreds,200,,200,,,general protestors,support Dr. Christine Blasey Ford; support survivors of sexual assault,1,walkout,128,0,0,0,0,1,https://thehill.com/homenews/senate/408169-police-arrest-128-individuals-protesting-kavanaugh-on-capitol-hill,https://www.jsonline.com/story/news/politics/2018/09/24/brett-kavanaugh-arrests-made-capitol-during-kavanaugh-protests/1409906002/,,,
Washington,outside White House,DC,US,2018-09-24,,,,,,,general protestors,support Dr. Christine Blasey Ford; support survivors of sexual assault,1,walkout,,,,,0,1,https://twitter.com/Jhenya_Belitsky/status/1044387694799974401,,,,
Washington,restaurant,DC,US,2018-09-24,,,,,,,general protestors,protesting Ted Cruz for supporting Kavanaugh,1,protest,0,0,0,0,0,1,https://www.abc10.com/article/news/ted-cruz-chased-out-of-dc-restaurant-by-kavanaugh-protesters-chanting-we-believe-survivors/65-597889816,,,,
Washington,Senate Hall atrium to Supreme Court building,DC,US,2018-09-24,,,,,,,general protestors,support Dr. Christine Blasey Ford; support survivors of sexual assault,1,walkout; speakout,,,,,1,1,https://www.thecut.com/2018/09/kavanaugh-sexual-assault-walkout-monday.html?utm_medium=s1&utm_campaign=nym&utm_source=tw,,,,
Washington,,DC,US,2018-09-24,count pic,6,,6,,,general protestors,support Dr. Christine Blasey Ford; support survivors of sexual assault,1,walkout,0,0,0,0,0,1,https://twitter.com/TransEquality/status/1044274132844781568,,,,
Washington ,hallways of the Russell Senate Building ,DC,US,2018-09-24,hundreds ,200,,200,,,Yale Students ,support Dr. Christine Blasey Ford; support survivors of sexual assault,1,protest,0,0,0,0,0,1,http://www.mynews13.com/fl/orlando/news/2018/09/24/new-kavanaugh-accuser-high-stakes-hearing,,,,
Wenatchee,outside The Wenatchee World offices ,WA,US,2018-09-24,over 100,100,,100,,,Indivisible Wenatchee,protesting Jeff Ackerman’s Sunday editorial trivializing sexual assault,1,protest,0,0,0,0,1,1,https://www.ncwlife.com/wenatchee-world-publishers-column-prompts-protest/,,,,
Westlake Village,,CA,US,2018-09-24,count pic,23,,23,,,general protestors,support Dr. Christine Blasey Ford; support survivors of sexual assault,1,walkout,0,0,0,0,1,1,https://twitter.com/dgmascarina/status/1044396028953161728,,,,
Westport ,Ruth Steinkraus-Cohen Bridge,CT,US,2018-09-24,,,,,,,general protestors ,support Dr. Christine Blasey Ford; support survivors of sexual assault,1,walkout,0,0,0,0,1,1,https://www.westport-news.com/news/article/In-Pictures-Westporters-walk-out-in-protest-of-13254597.php,,,,
Wilmington,First U Church,DE,US,2018-09-24,,,,,,,general protestors,support Dr. Christine Blasey Ford; support survivors of sexual assault,1,walkout,,,,,1,1,https://twitter.com/njpinson/status/1044376329716740096,,,,
Boston,Statehouse,MA,US,2018-09-25,about two dozen,24,,24,,,general ralliers,rallying for school breakfast bill,1,rally,0,0,0,0,1,1,https://www.metrowestdailynews.com/news/20180925/lawmakers-rally-in-rain-for-school-breakfast-bill,,,,
Chicago,Cook County Criminal Courthouse,IL,US,2018-09-25,,,,,,,"Reclaim Chicago, The People's Lobby, A Just Harvest, Southsiders Organized for Unity and Liberation",end money bail; demand implementation of new law,1,rally,,,,,1,1,https://www.protestchicago.com/page/2/,https://www.facebook.com/events/268650013857159/?notif_t=event_calendar_create&notif_id=1537194013319796,,,
Florence ,Roy Adams Breezeway ,SC,US,2018-09-25,,,,,,,Embrace ,Rally to increase voter registration,1,rally,0,0,0,0,1,1,https://www.scnow.com/news/local/article_993705e0-bf81-11e8-b3e8-cb0db184828b.html,,,,
Indianapolis,outside Regions Tower,IN,US,2018-09-25,about 100,100,,100,,,janitors,rallying for better wages,1,protest,44,0,0,0,1,1,https://www.indystar.com/story/news/2018/09/25/protesters-taken-into-custody-after-blocking-traffic-downtown/1426162002/,,,civil dis,
Lakeside,Lakeside Community Center,CA,US,2018-09-25,,,,,,,East County residents,"protesting proposed sand mining project; pro-environment, public health",1,protest,0,0,0,0,1,1,https://fox5sandiego.com/2018/09/25/east-county-residents-rally-against-sand-mining-project/,,,,
Los Angeles,Downtown,CA,US,2018-09-25,more than 1000; 3000,1000,,3000,,,Los Angeles County workers,protesting for fair contract,1,protest; rally,0,0,0,0,1,1,https://abc7.com/business/la-county-workers-rally-for-fair-contracts-in-dtla/4337581/,http://ourweekly.com/news/2018/sep/28/county-workers-stage-protest-health-care-higher-wa/,,,
New York City,Trump International Tower and Hotel ,NY,US,2018-09-25,dozens,24,,24,,,general protestors,protesting Trump,1,protest,0,0,0,0,1,1,http://dailysentinel.com/youtube_0fa49985-ad84-5950-aac2-c1e1c15c55c2.html,,,,
Philadelphia,ICE office,PA,US,2018-09-25,count pic,30,,40,,,Mijente,protesting ICE,1,protest,,,,,1,1,https://twitter.com/ConMijente/status/1044692041060560898,,,,
Philadelphia,outside Illegal Tacos,PA,US,2018-09-25,,,,,,,Juntos,protesting local taco restaurant with offensive name; anti-racism; pro-immigrant,1,protest,0,0,0,0,0,1,https://www.phillyvoice.com/juntos-organized-protest-outside-illegal-tacos-washington-square-west/,,,,
Salem,Oregon State Capitol,OR,US,2018-09-25,count pic,40,,60,,,Lift Every Voice Oregon,pro-gun safety; pro-gun control,1,rally,0,0,0,0,1,1,https://www.statesmanjournal.com/picture-gallery/news/2018/09/25/gun-safety-rally-held-during-legislative-committee-session/1426796002/,,,,
Salem,Oregon State Capitol,OR,US,2018-09-25,count pic,4,,4,,,general protestors,counter-protesting gun safety/control rally,2,protest,0,0,0,0,1,1,https://www.statesmanjournal.com/picture-gallery/news/2018/09/25/gun-safety-rally-held-during-legislative-committee-session/1426796002/,,,,
San Francisco,City Hall,CA,US,2018-09-25,,,,,,,San Francisco Chamber of Commerce,protesting bill that would tax businesses in order to fund homeless services,0,protest,0,0,0,0,0,1,http://www.sfexaminer.com/tang-chamber-commerce-blast-homeless-tax-measure-city-hall-rally/,,,,
San Francisco,outside Moscone Center,CA,US,2018-09-25,around 30,30,,30,,,general protestors,protesting Salesforce for their contract with U.S. Customs and Border Patrol,1,protest,0,0,0,0,1,1,http://www.sfexaminer.com/protesters-call-salesforce-u-s-customs-border-patrol-contract-dreamforce-gets-underway/nggallery/image/180926-sfe-salesforcedreamforce-002/#picgallery,https://www.sfgate.com/business/article/Dreamforce-protesters-taunt-Salesforce-with-giant-13257246.php?t=c5ddd3fbdf,,,
Seattle,from The Nova Project to City Hall,WA,US,2018-09-25,about 100,100,,100,,,students,"protesting education cuts, teacher displacement",1,protest,0,0,0,0,1,1,https://www.seattletimes.com/seattle-news/education/100-seattle-students-protest-teacher-displacement-at-city-hall/,,,,
