CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,
Selma,Water Ave.,AL,US,2018-03-24,NA,2,,2,,,general protestors,Rallying for gun rights,2,rally,0,0,0,0,1,1,https://www.selmatimesjournal.com/2018/03/24/national-march-for-our-lives-campaign-reaches-selma/,,,,
Sioux Falls,,SD,US,2018-03-24,na,1,,1,,,general protestor,pro-guns,2,protest,0,0,0,0,0,1,https://www.argusleader.com/story/news/politics/2018/03/24/hundreds-brave-heavy-snow-march-gun-reform-sioux-falls/451140002/,,,heavy snow and wind,
Starkville,,MS,US,2018-03-24,around 2500,2500,,2500,,,general protestors,Pride parade,1,rally,0,0,0,0,1,1,http://www.wdam.com/story/37803191/starkville-holds-first-pride-parade-after-early-opposition,,,,
Starkville,,MS,US,2018-03-24,,,,,,,general protestors,Anti-pride event; protesting LGBT,2,protest,0,0,0,0,0,1,http://www.wdam.com/story/37803191/starkville-holds-first-pride-parade-after-early-opposition,,,,
Valparaiso,near city hall,IN,US,2018-03-24,about 150,150,,150,,,general protestors,pro-guns,2,protest,0,0,0,0,0,1,https://www.washingtonpost.com/national/anti-gun-marches-planned-for-cities-throughout-the-us-world/2018/03/24/a7365514-2f59-11e8-b0b0-f706877db618_story.html?utm_term=.3b8b57ff3ce9,http://www.nwitimes.com/news/local/porter/we-all-want-our-kids-to-be-safe-pro-gun/article_1a3af33a-6a53-5e87-9512-c9795c809ad0.html#1,http://www.chicagotribune.com/suburbs/post-tribune/news/ct-ptb-education-guns-march-for-lives-st-0325-2-20180324-story.html,,
Washington,FBI HQ,DC,US,2018-03-24,about 30,30,,30,,,general protestors,pro-gun,2,protest,0,0,0,0,0,1,https://www.cbsnews.com/news/march-for-our-lives-rallies-small-counter-demonstrations/,,,,
Washington,Folger Park,DC,US,2018-03-24,FB: 369,369,,369,,,Hands Off DC; Herd on the Hill; Unity on the Hill; Charles Allen; Serve Your City; Moms Demand Action-DC,ending gun violence,1,rally,0,0,0,0,0,1,https://www.facebook.com/events/420885068324867/,,,,
Washington,National Gallery of Art,DC,US,2018-03-24,NA,2,,2,,,general protestors,pro-gun,2,protest,0,0,0,0,0,1,https://www.cnn.com/2018/03/24/us/march-for-our-lives-counter-protests-trnd/index.html,,,,
Washington,Pennsylvania Ave,DC,US,2018-03-24,10 to 15,,,,,,The Patriot Picket: Defenders of Liberty and the Second Amendment,protect the Second Amendment; pro-gun; school safety,2,demonstration,0,0,0,0,0,1,http://abcnews.go.com/US/march-rights-rallies-pop-dc-utah-montana/story?id=53991722,,,,
Washington,Trump Hotel,DC,US,2018-03-24,,,,,,,Gun Rustles,Rallying for gun rights,2,rally,0,0,0,0,1,1,https://www.facebook.com/events/166324900845416/,,,,
Westport,"outside the headquarters of Sturm, Ruger & Co.",CT,US,2018-03-24,about 100,100,,100,,,general protestors,Protesting gun manufacturer,1,protest,0,0,0,0,1,1,http://www.westportnow.com/index.php?/v3/comments/protest_at_southport_gun_manufacturer/,,,,
Bloomington,City Hall,IL,US,2018-03-25,about 60,60,,60,,,general protestors,Rallying to keep immigrant families together,1,rally,0,0,0,0,1,1,http://wglt.org/post/vigil-kicks-fast-families-pushing-welcoming-city-ordinance#stream/0,,,,
Charleston,Frontier's former location,WV,US,2018-03-25,hundreds,200,,200,,,Communication Workers of America,Labor protest,0,protest,0,0,0,0,1,1,https://www.wvnews.com/theet/news/wvnews/frontier-workers-rally-in-charleston/article_4d92ad0a-90f8-50bb-b5d7-2536a13b7916.html,,,,
Elkton,,MT,US,2018-03-25,,,,,,,general protestors,Cecil County March For Hogan,2,rally,0,0,0,0,1,1,https://twitter.com/LindaStineFlint/status/978095372210987008,,,,
Great Mills,Chancellors Run Regional Park,MD,US,2018-03-25,about 250,250,,250,,,general protestors,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,http://www.fox5dc.com/news/local-news/peace-rally-candle-light-vigil-held-for-great-mills-high-school-shooting-victim-jaelynn-willey,,,,
Irvine,,CA,US,2018-03-25,at least 250,250,,250,,,general protestors,Protesting new homeless shelter,0,protest,0,0,0,0,1,1,https://voiceofoc.org/2018/03/hundreds-protest-irvine-homeless-shelter-supervisors-start-addressing-concerns/,,,,
Madison,Sen. Ryan's House,WI,US,2018-03-25,about 40,40,,40,,,students,Protesting gun violence in the wake of school shooting,1,march,0,0,0,0,1,1,https://www.reuters.com/article/us-usa-guns-wisconsin/wisconsin-teens-take-anti-gun-march-to-house-speaker-ryans-hometown-idUSKBN1H22H4,,,,
New Orleans,,LA,US,2018-03-25,,,,,,,Take 'Em Down NOLA,Protesting confederate monuments,1,protest,0,0,0,0,1,1,http://www.fightbacknews.org/2018/3/28/take-em-down-nola-hosts-anti-racist-conference-and-march,,,,
New York,Asian American Writers' Workshop,NY,US,2018-03-25,FB: 8,8,,8,,,Refuse Fascism,Protesting Trump,1,protest,0,0,0,0,0,1,https://www.facebook.com/events/178045176164688/,,,,
New York,Birch Coffee,NY,US,2018-03-25,FB: 27,27,,27,,,NYC for Abortion Rights,Rallying for women's rights,1,rally,0,0,0,0,0,1,https://www.facebook.com/events/340541063020164/,,,,
New York,Union Square Park,NY,US,2018-03-25,FB: 105,105,,105,,,general protestors,Rallying in support of pet adoption,0,rally,0,0,0,0,1,1,https://www.facebook.com/events/384387252028096/,,,,
Portland,downtown,OR,US,2018-03-25,hundreds,200,,200,,,general protestors,Protesting police shooting of Stephon Clark,0,protest,0,0,0,0,1,1,http://www.koin.com/news/local/multnomah-county/vigil-for-stephon-clark-planned-in-downtown-portland/1076218418,,,,
Richland,John Dam Plaza,WA,US,2018-03-25,hundreds,200,,200,,,general protestors,March for disability rights,0,march,0,0,0,0,1,1,http://www.tri-cityherald.com/news/local/article206744834.html,,,,
Rock Hill,Intersection of Springdale Rd. and Dave Lyle Blvd,SC,US,2018-03-25,FB: 13,13,,13,,,Carolina Circumcision Crisis Protests; Bloodstained Men,Protesting child circumcision ,0,protest,0,0,0,0,1,1,http://www.bloodstainedmen.com/upcoming-events,https://www.facebook.com/events/174789799755216/,,,
Spokane,City Hall,WA,US,2018-03-25,about 50,50,,50,,,general protestors,Counter Protest,1,counter-protest; march,0,0,0,0,0,1,,,,,
Spokane,Spokane Valley’s Centerplace Event Center,WA,US,2018-03-25,anout 40,40,,40,,,Patriot Prayer group,Rally for candidate running against Sen. Maria Cantwell,2,rally,0,0,0,0,1,1,http://www.spokesman.com/stories/2018/mar/25/spokane-keeps-its-peace-as-patriot-prayer-leader-j/#/0,,,,
Waterloo,downtown,IA,US,2018-03-25,dozens,24,,24,,,general protestors,Rallying for racial equality  ,1,march,0,0,0,0,1,1,http://www.kwwl.com/story/37804941/2018/03/25/eastern-iowans-take-part-in-selma-reenactment-march,,,,
Chandler,Chandler Center for the Arts,AZ,US,2018-03-26,Hundreds,200,,200,,,Teachers; Arizona Educators United,Protesting for better education funding for teacher pay and for smaller class sizes,1,walk out,0,0,0,0,1,1,https://www.azcentral.com/story/news/local/chandler-education/2018/03/26/hundreds-chandler-teachers-march-solidarity-redfored/454440002/,,,,
Collinsville,Outside the District Administrator building,IL,US,2018-03-26,,,,,,,Teachers,Protesting for better education funding for teacher pay and for smaller class sizes,1,protest,0,0,0,0,1,1,http://www.kmov.com/story/37816546/collinsville-teachers-march-in-rain-for-fair-contract,,,,
Columbia,Intersection of Assembly Street and Blossom Street,SC,US,2018-03-26,FB: 13,13,,13,,,Carolina Circumcision Crisis Protests; Bloodstained Men,Protesting child circumcision ,0,protest,0,0,0,0,0,1,https://www.facebook.com/events/1855299014785724/,http://www.bloodstainedmen.com/upcoming-events,,,
Council Bluffs,City Hall,IA,US,2018-03-26,about 150,150,,150,,,Union workers,Labor protest,0,protest,0,0,0,0,1,1,http://www.ketv.com/article/union-members-rally-over-iowa-state-bargaining-law/19601127,http://www.nonpareilonline.com/news/politics/local_government/union-supporters-protest-city-employee-contract-negotiations/article_05913b32-3168-11e8-8c52-4b07bbc3f104.html,,,
Fort Thomas,Johnson Elementary School,KY,US,2018-03-26,,,,,,,teachers,Protesting state budget cuts to education,0,protest,0,0,0,0,1,1,https://www.wcpo.com/news/local-news/campbell-county/fort-thomas/campbell-county-teachers-protest-state-budget-cuts,,,,
Katy,,TX,US,2018-03-26,,,,,,,general protestors,Protesting principal accused of bullying,0,protest,0,0,0,0,1,1,http://www.khou.com/article/news/local/parents-protest-katy-isd-superintendent-after-bullying-accusations/285-532358065,,,,
Lewisburg,Downtown Lewisburg,PA,US,2018-03-26,24,24,,24,,,"American Society for the Defense of Tradition, Family, and Property",Calling for traditional marriage; protesting same sex marriage,2,march,0,0,0,0,1,1,https://www.newsitem.com/articles/traditional-marriage-backers-met-by-counter-demonstration/,,,,
Lewisburg,Downtown Lewisburg,PA,US,2018-03-26,,,,,,,counter-protesters,Defending gay marriage,1,counterprotest,0,0,0,0,1,1,https://www.newsitem.com/articles/traditional-marriage-backers-met-by-counter-demonstration/,,,,
Monroe,,LA,US,2018-03-26,,,,,,,general protestors,Protesting Monroe Mayor Jamie Mayo,0,protest,0,0,0,0,1,1,http://www.myarklamiss.com/news/local-news/monroe-mayors-birthday-celebration-met-with-protest/1081364224,https://www.thenewsstar.com/story/news/local/2018/03/27/group-protests-outside-mayos-birthday-fundraiser/464080002/,,,
Oklahoma City,state capitol,OK,US,2018-03-26,,,,,,,general protestors,Rallying for gun rights,2,rally,0,0,0,0,1,1,http://www.koco.com/article/watch-live-second-amendment-rally-at-oklahoma-state-capitol/19598532,,,,
Trenton,Statehouse,NJ,US,2018-03-26,hundreds,200,,200,,,National Rifle Association,Rallying for gun rights,2,rally,0,0,0,0,1,1,http://www.nj.com/politics/index.ssf/2018/03/hundreds_rally_against_nj_gun_control_bills_in_tre.html,,,,
Washington,,DC,US,2018-03-26,FB: 43,43,,43,,,Truth Exposed,Rallying for justice in unsolved murder case,0,rally,0,0,0,0,1,1,https://www.facebook.com/events/509250406096621/,,,,
Westport,Post Rd.,CT,US,2018-03-26,more than 100,100,,100,,,general protestors,Rallying in support of openly gay CT supreme court nominee,0,rally,0,0,0,0,1,1,http://connecticut.news12.com/story/37806918/support-rally-held-for-mcdonalds-nomination-as-chief-justice-of-ct-court,https://www.facebook.com/events/1639338092810172/,https://www.ctpost.com/local/article/100-rally-for-McDonald-nomination-12780413.php,,
Alamo,Alamo Elementary,CA,US,2018-03-27,,,,,,,Westboro Baptist Church,Protesting gays,2,protest,0,0,0,0,1,1,http://abc7news.com/society/parents-meet-anti-gay-protesters-at-alamo-school-with-message-of-inclusion/3269002/,,,,
Alamo,Alamo Elementary,CA,US,2018-03-27,dozens,24,,24,,,general protestors,"counter-protest, rallying for LGBT commjnity",1,protest,0,0,0,0,0,1,http://abc7news.com/society/parents-meet-anti-gay-protesters-at-alamo-school-with-message-of-inclusion/3269002/,,,,
Atlanta,Georgia State Capitol,GA,US,2018-03-27,,,,,,,"Residents of Stockbridge, GA",Protesting cityhood for Eagle's Landing,0,protest,0,0,0,0,1,1,https://www.ajc.com/news/local-govt--politics/stockbridge-residents-lend-voice-protest-eagle-landing-cityhood/ozPQPp3zpNYSiXTYgKimJN/,,,,
Baton Rouge,State Capitol,LA,US,2018-03-27,hundreds,200,,200,,,general protestors,Rallying for prison reform,0,rally,0,0,0,0,1,1,http://www.wafb.com/story/37822154/prison-alternatives-rally-held-at-la-capitol-advocates-push-for-criminal-justice-reform,,,,
Boston,JFK Federal Building,MA,US,2018-03-27,FB: 87,87,,87,,,general protestors,Rallying for immigrant rights,1,rally,0,0,0,0,1,1,http://www.thecrimson.com/article/2018/3/28/boston-professors-protest/,https://www.facebook.com/events/1615296135244932/,,,
Cambridge,Harvard University,MA,US,2018-03-27,about 30,30,,30,,,general protestors,Protesting firing of university health services worker,0,protest,0,0,0,0,1,1,http://www.thecrimson.com/article/2018/3/28/second-mayli-shing-protest/,,,,
Charleston,Intersection of Magwood Drive and Paul Cantrell Blvd,SC,US,2018-03-27,FB: 17,17,,17,,,Carolina Circumcision Crisis Protests; Bloodstained Men,Protesting infant circumcision,0,protest,0,0,0,0,1,1,https://www.facebook.com/events/149610455637026/,http://www.bloodstainedmen.com/upcoming-events,,,
Columbia,Statehouse,SC,US,2018-03-27,thousands,2000,,2000,,,general protestors,"Protesting the ""R"" word",0,protest,0,0,0,0,1,1,http://www.wistv.com/story/37816330/thousands-to-rally-for-special-olympics-to-end-the-r-word,,,,
Cullowhee,Western Carolina University,NC,US,2018-03-27,Several hundred,200,,200,,,Students and faculty of Western Carolina University,March for Equity; calling for inclusion and diversity,1,march,0,0,0,0,1,1,https://news-prod.wcu.edu/2018/04/march-for-equity-draws-crowd-to-campus-center-as-discussions-continue-on-diversity-inclusion/,,,,
Decatur,,GA,US,2018-03-27,hundreds,200,,200,,,general protestors,Protesting domestic violence,0,protest,0,0,0,0,1,1,http://www.fox5atlanta.com/news/hundreds-gather-for-vigil-for-murdered-teen,,,,
Des Moines,Iowa State Capitol,IA,US,2018-03-27,,,,,,,Small business leaders,Protesting bill that threatens Iowa's sustainable energy practices,1,protest,0,0,0,0,1,1,https://www.press-citizen.com/story/news/politics/2018/03/27/energy-efficiency-legislation-bill-iowa-utilities-criticism-small-business/462388002/,,,,
Fargo,Raddisson Hotel,ND,US,2018-03-27,9,9,,9,,,Water Protectors,Raising awareness for missing and murdered native women,1,protest,0,0,0,0,1,1,http://www.jamestownsun.com/news/government-and-politics/4423566-protesters-call-attention-missing-and-murdered-native-women,,,,
Harrisburg,state capitol,VA,US,2018-03-27,dozens,24,,24,,,general protestors,Rallying for prison reform,0,rally,0,0,0,0,1,1,http://fox43.com/2018/03/27/redemption-rally-held-in-harrisburg-for-people-serving-life-behind-bars/,,,,
Harrisonburg,Rockingham County Courthouse,VA,US,2018-03-27,FB: 6,6,,6,,,Pleasant View Inc.,Rallying for disability rights,0,rally,0,0,0,0,1,1,https://www.facebook.com/events/202401747184682/,,,,
Jackson ,Mississippi State Capitol,MS,US,2018-03-27,,,,,,,General protestors,Rallying for bill that would create community development districts,0,rally,0,0,0,0,1,1,http://msbusiness.com/2018/03/community-improvement-district-supporters-rally-for-legislation/,,,,
Marietta,Walton High School,GA,US,2018-03-27,,,,,,,Parents  ,Protesting school punishment for student gun protests,0,protest,0,0,0,0,1,1,https://www.wsbtv.com/news/local/parents-protest-school-districts-punishment-for-students-after-nationwide-walkout/722720692,,,,
Marshall,VFW Hall,MI,US,2018-03-27,More than 30,30,,30,,,general protestors,Protesting build-your-own-gun workshop,1,protest,0,0,0,0,1,1,http://abcnews.go.com/US/build-ar-15-class-michigan-draws-crowd-days/story?id=54067754,http://www.woodtv.com/news/kalamazoo-and-battle-creek/class-on-building-ar-15-draws-protesters/1084380469,,,
New York,Outside Manhattan offices of Gov. Cuomo at 633 Third Ave.,NY,US,2018-03-27,dozens,24,,24,,,General protestors,Protesting Gov. Cuomo; calling for stronger tenant rights; demanding full funding for NYCHA,0,protest,0,0,0,0,1,1,https://www.amny.com/news/housing-advocates-nycha-cuomo-protest-1.17708054,,,,
Oakland,City Hall,CA,US,2018-03-27,,,,,,,general protestors,Protesting Urban Shield law,0,protest,0,0,0,0,1,1,http://abc7news.com/politics/protesters-rally-against-urban-shield-funding-in-alameda-county/3269529/,,,,
Phoenix,state capitol,AZ,US,2018-03-27,over 200,200,,200,,,Moms Demand Action,Support gun control,1,protest,0,0,0,0,1,1,http://www.fox10phoenix.com/news/arizona-news/rally-at-state-capitol-calling-for-gun-reform-while-respecting-2nd-amendment-rights,,,,
Portland,W. Salmon St.,OR,US,2018-03-27,FB: 22,22,,22,,,Indivisible Oregon,Protesting Trump,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1754089664642600/,,,,
Portsmouth,Portsmouth Blvd.,VA,US,2018-03-27,,,,,,,general protestors,Protesting predatory lending,0,protest,0,0,0,0,0,1,http://www.wavy.com/news/local-news/portsmouth/protest-against-predatory-lending-held-in-portsmouth/1084491828,,,,
Portsmouth,VA International Gateway,VA,US,2018-03-27,About 100,100,,100,,,general protestors,Protesting airport wait times,0,protest,0,0,0,0,1,1,http://www.wavy.com/news/local-news/portsmouth/truckers-protest-wait-times-at-virginia-international-gateway/1083652209,http://www.wavy.com/news/local-news/portsmouth/truckers-protest-wait-times-at-virginia-international-gateway/1083652209,,,
Sacramento,City Hall,CA,US,2018-03-27,hundreds,200,,200,,,Black Lives Matter Sacramento,Protesting police shooting of Stephon Clark,0,protest,0,0,0,0,1,1,http://www.capradio.org/articles/2018/03/27/stephon-clark-protesters-target-sacramento-district-attorney-demand-charges-against-officers/,https://www.nytimes.com/2018/03/27/us/stephon-clark-sacramento-protest.html,,,
Sacramento,Golden 1 Center; city council meeting,CA,US,2018-03-27,hundreds,200,,200,,,Black Lives Matter Sacramento,Protesting police shooting of Stephon Clark,0,protest,0,0,0,0,0,1,http://www.kcra.com/article/protesters-block-golden-1-center-call-for-justice-in-stephon-clarks-death/19612540,https://www.usatoday.com/story/news/nation-now/2018/03/27/stephon-clark-protesters-disrupt-city-council-meeting-delay-nba-game-sacramento/464825002/,,,
Sacramento,Outside District Attorney's office,CA,US,2018-03-27,,,,,,,Black Lives Matter Sacramento,Protesting police shooting of Stephon Clark,0,protest,0,0,0,0,0,1,http://www.capradio.org/articles/2018/03/27/stephon-clark-protesters-target-sacramento-district-attorney-demand-charges-against-officers/,,,,
Sand Springs,Pratt Elementary School,OK,US,2018-03-27,,,,,,,general protestors,Rallying in support of teachers,0,rally,0,0,0,0,1,1,http://www.newson6.com/story/37815733/parent-teacher-group-to-show-their-support-for-sand-springs-teachers,,,,
Santa Ana,City Hall,CA,US,2018-03-27,hundreds,200,,200,,,general protestors,Protesting anti-sanctuary city bill,1,protest,0,0,0,0,1,1,https://www.ocregister.com/2018/03/27/hundreds-protest-homeless-sanctuary-city-law-outside-orange-county-board-of-supervisors-meeting/,,,,
Seattle,Jackson Federal Building,WA,US,2018-03-27,FB: 5,5,,5,,,Seattle Indivisible,Protesting Trump,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/576530996046698/,,,,
Springfield,Springfield City Hall,IL,US,2018-03-27,200,200,,200,,,Union workers,Protesting plan for downtown park,0,protest,0,0,0,0,1,1,http://www.sj-r.com/news/20180327/aldermen-put-brakes-on-y-block-park-as-union-members-protest,,,,
Trenton,Halal Packing,NJ,US,2018-03-27,FB: 20,20,,20,,,Trenton Animal Save,Protesting the slaughtering of animals,0,protest,0,0,0,0,1,1,https://www.facebook.com/events/340812219765180/,,,,
Vista,1800 Thibodo Rd,CA,US,2018-03-27,,,,,,,general protesters,"against President Trump, against U.S. Representative Darryl Issa",1,demonstration,,,,,1,1,https://www.latimes.com/politics/la-pol-ca-issa-protest-20180425-htmlstory.html,,,,
Vista,1800 Thibodo Rd.,CA,US,2018-03-27,,,,,,,general protesters,for President Trump,2,counter-protest,,,,,0,1,https://www.latimes.com/politics/la-pol-ca-issa-protest-20180425-htmlstory.html,,,,
Washington,Dept. of Health and Human Services,DC,US,2018-03-27,,,,,,,general protestors,Protesting faith-based medical exemptions,0,protest,0,0,0,0,1,1,https://www.medpagetoday.com/publichealthpolicy/healthpolicy/72020,,,,
Washington,Wilson Building,DC,US,2018-03-27,,,,,,,DC Cannabis Business Association,Rallying to legalize marijuana,1,rally,0,0,0,0,1,1,http://www.fox5dc.com/news/local-news/cannabis-advocates-hold-pop-up-rally-give-away-joints-inside-wilson-building-lobby,,,,
Waterford,Public Library,CT,US,2018-03-27,FB: 9,9,,9,,,general protestors,Protesting Trump's immigration policy,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/343541059465373/,,,,
Westbury,Westbury High School,NY,US,2018-03-27,NA,39,,39,,,students,Rallying for educational funding,0,rally,0,0,0,0,1,1,https://www.newsday.com/long-island/education/westbury-schools-state-funding-protest-1.17700260,,,,
Athens,the Arch in downtown Athens,GA,US,2018-03-28,,,,,,,United Campus of Georgia Workers,Protesting health insurance dispute,0,protest,0,0,0,0,1,1,https://www.redandblack.com/athensnews/ongoing-piedmont-bluecross-blueshield-dispute-sparks-athens-protest/article_828d1ff4-33cd-11e8-98dc-e3a8fae3c241.html,,,,
Batavia,Buffalo Federal Detention Center,NY,US,2018-03-28,more than 50,50,,50,,,Worker Justice Center,Protesting detention of immigrant women,1,protest,0,0,0,0,1,1,https://www.rochestercitynewspaper.com/rochester/protesters-rally-at-batavia-detention-center-for-immigrant-women/Content?oid=5927510,,,,
Bemidji,,MN,US,2018-03-28,30,30,,30,,,Northwood Battered Women's Shelter; Bemidji Police Department; Walker's Family Safety Network; Theif River Falls' Violence Intervention Project,Protesting domestic violence,1,rally,0,0,0,0,1,1,https://www.bemidjipioneer.com/news/4424099-it-work-all-us-local-advocacy-groups-hold-rally-end-domestic-violence,,,,
Bloomington,Bloomington City Hall,IN,US,2018-03-28,about 50,50,,50,,,Bloomington Black Lives Matter,Protesting city's plan to buy an armored truck,1,protest,0,0,0,0,1,1,http://www.idsnews.com/article/2018/03/protesters-say-mayors-decision-on-armored-truck-will-not-end-discussion,,,,
Boston,Cathedral High School,MA,US,2018-03-28,nearly 100,100,,100,,,students,Protesting firing of basketball coch,0,protest,0,0,0,0,1,1,http://www.bostonherald.com/sports/high_school/high_school_insider/2018/03/cathedral_students_leave_school_to_protest_dismissal,,,,
Chicago,City Hall,IL,US,2018-03-28,,,,,,,general protestors,Protesting plans to build new police academy,0,protest,0,0,0,0,1,1,http://wgntv.com/2018/03/28/students-protest-police-academy-at-city-hall/,,,,
Dade City,,FL,US,2018-03-28,,,,,,,general protestors,Protesting TECO solar farm,0,protest,0,0,0,0,1,1,http://www.fox13news.com/news/local-news/residents-protest-potential-solar-farm,,,,
Dover,Legislative Hall,DE,US,2018-03-28,FB: 62,62,,62,,,DE Women Leading Government,Protesting firing of basketball coach,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/138528283633948/,,,,
Dover,state capitol,DE,US,2018-03-28,more than 100,100,,100,,,Delaware Gun Rights,Rallying for gun rights,2,rally,0,0,0,0,0,1,https://whyy.org/articles/delaware-gun-rights-supporters-rally-against-firearm-control-measures/,,,,
Jamaica Plain,First Church,MA,US,2018-03-28,FB: 32,32,,32,,,general protestors,Protesting West Rox pipeline,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1897981040246871/,,,,
Jefferson City,State Building,MO,US,2018-03-28,several hundred,200,,200,,,general protestors,Labor protest,0,protest,0,0,0,0,1,1,https://www.facebook.com/events/2030905523857662/,http://www.newstribune.com/news/missouri/story/2018/mar/29/union-members-rally-against-right--work-law/719564/,,,
Kalamazoo,Corner of Stadium and Howard Streets,MI,US,2018-03-28,about 75,75,,75,,,Kalamazoo United,Praying for unity,0,rally,0,0,0,0,1,1,http://www.woodtv.com/news/kalamazoo-and-battle-creek/dozens-gather-for-kzoo-unity-rally/1085963573,,,,
Lawton,Gore Blvd.,OK,US,2018-03-28,,,,,,,general protestors,Rallying for teachers,0,rally,0,0,0,0,1,1,http://www.kswo.com/story/37834047/lawton-community-shows-supports-teacher-rally,,,,
Lincoln,State Capitol,NE,US,2018-03-28,,,,,,,general protestors,Protesting in support of Planned Parenthood,1,protest,0,0,0,0,1,1,http://fremonttribune.com/legislature/nebraska-planned-parenthood-supporters-rally-after-title-x-funding-jeopardized/article_d774a6bd-d6aa-5f94-bcfe-2ba4febd2ca8.html,,,,
Los Angeles,Hall of Justice,CA,US,2018-03-28,,,,,,,Black Lives Matter LA,"against police brutality, for police accountability, Black Lives Matter, against District Attorney Jackie Lacey",1,protest,,,,,1,1,https://www.cnn.com/2020/07/10/us/jackie-lacey-la-da-black-lives-matter/index.html,https://www.newyorker.com/magazine/2020/11/16/after-years-of-protests-every-wednesday-la-activists-welcome-a-new-da,,,
Louisville,Big Four Bridge,KY,US,2018-03-28,FB: 118,118,,118,,,general protestors,Protesting child abuse,0,protest,0,0,0,0,1,1,https://www.facebook.com/events/1909319149109318/,,,,
Myrtle Beach,10th Ave. N.,SC,US,2018-03-28,FB: 20,20,,20,,,Bloodstained Men,Protesting circumcision ,0,protest,0,0,0,0,1,1,http://www.wbtw.com/news/grand-strand/bloodstained-men-bring-circumcision-protest-to-myrtle-beach/1085742425,https://www.facebook.com/events/286593755189282/,,,
Nashville,Cordell Hull Building,TN,US,2018-03-28,FB: 11,11,,11,,,general protestors,Rallying for criminal justice system reform,0,rally,0,0,0,0,1,1,https://www.facebook.com/events/1725698804151087/,,,,
New York,Brooklyn Free School,NY,US,2018-03-28,FB: 16,16,,16,,,general protestors,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/514229995645141/,,,,
New York,City Hall,NY,US,2018-03-28,,,,,,,New York Taxi Workers Alliance,Protesting treatment of taxi workers; labor protest,0,protest,0,0,0,0,0,1,http://www.nydailynews.com/new-york/cabbies-push-new-regulation-city-hall-rally-hack-suicides-article-1.3902296,,,,
New York,Columbus Circle,NY,US,2018-03-28,over 1000,1000,,1000,,,NYC Shut it Down,Protesting police shooting of Stephon Clark,0,protest,0,0,0,0,0,1,https://www.facebook.com/events/2089893391248150/,http://www.fightbacknews.org/2018/3/30/new-york-march-demands-justice-stephon-clark,,,
New York,Department of Buildings,NY,US,2018-03-28,Dozens,24,,24,,,Residents of Bowery residential complex,Protesting delayed asbestos removal in housing complex,0,protest,0,0,0,0,1,1,https://www.amny.com/news/bowery-tenants-1.17629972,,,,
New York,Outside Charter/Spectrum Headquarters,NY,US,2018-03-28,Hundreds,200,,200,,,IBEW Local 3,Recognizing one year of Spectrum workers strike; workers rights,1,protest,0,0,0,0,1,1,https://www.forbes.com/sites/janetwburns/2018/03/29/spectrum-workers-strike-enters-second-year-with-nyc-protest-and-no-end-in-sight/#188aebcb623d,,,,
New York,Times Square,NY,US,2018-03-28,,,,,,,Black Lives Matter  ,Protesting police shooting of Stephon Clark,0,protest,11,0,1,0,0,1,https://nypost.com/2018/03/29/cop-hit-in-the-face-with-glass-bottle-at-stephon-clark-protest/,,,,
Norwalk,the Concert Hall inside City Hall,CT,US,2018-03-28,more than 100,100,,100,,,general protestors,Rallying for education budget,0,rally,0,0,0,0,1,1,https://www.thehour.com/news/article/Dozens-rally-for-a-fully-funded-education-budget-12790810.php,,,,
Paterson,Outside school district headquarters,NJ,US,2018-03-28,Hundreds,200,,200,,,Paterson Education Association,Calling for pay raises for teachers; rallying for increased education funding,1,protest,0,0,0,0,1,1,https://www.northjersey.com/story/news/paterson-press/2018/03/28/hundreds-paterson-teachers-rally-over-contract-talks/467083002/,,,,
Phoenix,Arizona State Capitol,AZ,US,2018-03-28,Thousands,2000,,2000,,,Save Our Schools Arizona,Rallying for teachers,0,rally,0,0,0,0,1,1,https://www.facebook.com/events/568956300126419/,https://www.wvnews.com/news/wvnews/arizona-teachers-demand-percent-raise-at-capitol-protest/article_fed0f706-93dc-573a-821c-3aa886d8c3dc.html,,,
Raleigh,Governor's Mansion,NC,US,2018-03-28,,,,,,,general protestors,Protesting Atlantic Coast pipeline,0,protest,0,0,0,0,1,1,http://www.wcnc.com/article/news/politics/pipeline-opponents-hold-vigil-outside-nc-governors-office/275-533135981,,,,
Rochester,Olmsted County Government Center,MN,US,2018-03-28,FB: 23,23,,23,,,Rochester Women's Shelter,Protesting domestic violence,1,protest,0,0,0,0,1,1,http://www.postbulletin.com/news/local/women-s-shelter-hosts-domestic-violence-rally-wednesday/article_a25bdec4-3139-11e8-b099-27964ea41666.html,https://www.facebook.com/events/150285005656725/,,,
