CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,Source4
Dallas,City Hall,TX,US,2017-02-18,,1700,1700,1700,1870,1530,In Solidarity,support Immigrant Rights,1,march,0,0,0,0,1,1,http://www.dallasnews.com/news/news/2017/02/18/downtown-dallas-march-supports-local-immigrants-refugees,,http://www.wfaa.com/news/local/protesters-march-in-dallas-in-support-of-immigrants/409559981,,
Denver,Civic Center Park,CO,US,2017-02-18,,200,200,200,220,180,Community for Unity,"Immigrant Rights, anti-Trump",1,march,0,0,0,0,1,1,http://kdvr.com/2017/02/18/protesters-rally-around-woman-seeking-sanctuary-in-denver-church/,,,,
Denver,Denver Pavilion,CO,US,2017-02-18,,200,200,200,220,180,One Billion Rising,Against gender-based violence,1,march,0,0,0,0,0,1,https://collegian.com/2017/02/one-billion-rising-hosts-denver-rally-to-support-immigrants-protest-domestic-violence/,,,,
El Paso,Lincoln Day dinner event,TX,US,2017-02-18,dozens,24,24,24,26.4,21.6,general protesters,against Gov. Abbott,1,protest,0,0,0,0,1,1,http://www.elpasoproud.com/news/local/el-paso-news/gov-greg-abbotts-visit-sparks-protest-in-el-paso/659900608,,,,
Fort Worth,Tarrant County Courthouse,TX,US,2017-02-18,,150,150,150,165,135,Faith and Community Leaders United,against racial injustice; against police misconduct,1,protest,0,0,0,0,1,1,http://www.star-telegram.com/news/local/community/fort-worth/article133637104.html,,,,
Frederick,,MD,US,2017-02-18,hundreds,200,200,200,220,180,Stand Up for Racial Justice,support Immigrant Rights,1,rally,0,0,0,0,1,1,https://www.fredericknewspost.com/news/politics_and_government/polls_and_popular_opinion/hundreds-turn-out-for-frederick-rally-to-support-immigrant-rights/article_63b30cf6-8c42-5133-b574-68ed8b42e995.html,,,,
Fresno,Fresno City Hall,CA,US,2017-02-18,,200,200,200,220,180,general protesters,for making Fresno a sanctuary city,1,march,0,0,0,0,1,1,http://www.fresnobee.com/news/local/article133633599.html,,,,
Gainesville,300 Jesse Jewell Parkway,FL,US,2017-02-18,,15,15,15,16.5,13.5,general protesters,support Immigrant Rights,1,protest,0,0,0,0,1,1,http://www.gainesvilletimes.com/section/6/article/121999/,,,,
Los Angeles,Pershing Square,CA,US,2017-02-18,,2000,2000,2000,2200,1800,general protesters,Immigrant Rights,1,march,0,0,0,0,1,1,http://abc7.com/news/thousands-march-in-dtla-protesting-ice-raids/1761764/,http://www.dailynews.com/general-news/20170218/thousands-descend-on-downtown-la-for-free-the-people-immigration-march,,,
Melbourne,AeroMod Hangar,FL,US,2017-02-18,"roughly 9,000",9000,9000,9000,9900,8100,general protesters,pro-Trump,2,rally,0,0,0,0,1,1,https://www.washingtonpost.com/news/post-politics/wp/2017/02/18/after-one-month-in-the-white-house-trump-returns-to-the-campaign-trail-for-a-dose-of-adoration/?utm_term=.6ac8d66decd4,https://www.floridatoday.com/story/news/politics/2017/02/18/9000-hear-presidents-game-plan-transforming-america/98101716/,,feat. President Trump,
Melbourne,Apollo Blvd.,FL,US,2017-02-18,,200,200,200,220,180,Women's March Florida,anti-Trump,1,protest,0,0,0,0,0,1,http://www.floridatoday.com/story/news/2017/02/18/large-crowd-trump-protesters-rallies-outside-airport/97991906/,http://www.wftv.com/news/local/crowd-prepares-for-trump-arrival-at-melbourne-rally/495401455,,,
Mesa,1600 Val Vista Dr.,AZ,US,2017-02-18,,30,30,30,33,27,"Moms Demand Action, Arizonans Against Trump",Demanding Sen. Flake hold a town hall,1,protest,0,0,0,0,1,1,http://www.azcentral.com/story/news/local/mesa/2017/02/18/mesa-protest-senator-jeff-flake-demand-town-hall-meetings/98097710/,,,,
Minneapolis,Powderhorn Park,MN,US,2017-02-18,,800,800,800,880,720,general protesters,support Immigrant Rights,1,march,0,0,0,0,1,1,http://minnesota.cbslocal.com/2017/02/18/lake-street-immigrant-march/,,,,
New York,"Lower East Side, Manhattan",NY,US,2017-02-18,,,,,,,"Democrats, protesters",against repeal of ACA,1,rally,0,0,0,0,1,1,http://www.newsday.com/news/new-york/trump-foes-hold-mock-funeral-for-presidency-in-manhattan-1.13144673,,,,
New York,"Washington Square Park, Manattan",NY,US,2017-02-18,,,,,,,Rise and Resist,"against repeal of ACA, against President Trump",1,demonstration,0,0,0,0,0,1,http://www.newsday.com/news/new-york/trump-foes-hold-mock-funeral-for-presidency-in-manhattan-1.13144673,,,mock funeral,
Phoenix,,AZ,US,2017-02-18,,30,40,50,33,45,general protesters,Demanding Sen. Jeff Flake hold a town hall on Trump issues,1,protest,0,0,0,0,1,1,http://www.azfamily.com/story/34540701/protesters-take-demands-for-town-hall-meeting-to-sen-flakes-home,,,,
San Diego,,CA,US,2017-02-18,,4000,4000,4000,4400,3600,general protesters,support Immigrant Rights,1,march,0,0,0,0,1,1,http://www.sandiegouniontribune.com/news/immigration/sd-me-march-immigrants-20170216-story.html,,,,
San Jacinto,City Hall,CA,US,2017-02-18,,50,62.5,75,55,67.5,Democrats of Hemet-San Jacinto,support Immigrant Rights,1,march,0,0,0,0,1,1,http://www.pe.com/articles/hemet-825832-immigrants-rally.html,headcount from photos,,,
Sequim,U.S. Bank,WA,US,2017-02-18,,10,10.5,11,11,9.9,general protesters,No DAPL,1,protest,0,0,0,0,1,1,http://www.sequimgazette.com/news/citizens-express-concern-over-banks-oil-pipeline-investments/,,,,
Valparaiso,,IN,US,2017-02-18,,100,100,100,110,90,general protesters,support Immigrant Rights,1,march,0,0,0,0,1,1,http://www.nwitimes.com/news/local/porter/citizens-march-rally-to-reaffirm-valpo-as-welcoming-city/article_e6964d8c-442d-5392-88cf-b83c501d832f.html,,,,
Athens,Ohio University,OH,US,2017-02-19,,28,28,28,30.8,25.2,Ohio University students,Anti-Trump,1,protest,0,0,0,0,1,1,http://thenewpolitical.com/students-mourn-democracys-death/,,,,
Boston,Copley Square,MA,US,2017-02-19,,5000,5000,5000,5500,4500,"ClimateTruth.org, Union of Concerned Scientists, and 500 Women Scientists","pro-science, pro-environment, support addressing climate change",1,protest,0,0,0,0,1,1,http://bcheights.com/2017/02/19/thousands-fill-copley-to-stand-up-for-science/,,,,
Chicago,Trump Tower,IL,US,2017-02-19,,2000,2000,2000,2200,1800,general protesters,anti-Trump,1,march,0,0,0,0,1,1,http://wgntv.com/2017/02/19/anti-trump-protesters-return-to-the-loop-as-president-marks-one-month-in-office/,,,,
Los Angeles,,CA,US,2017-02-19,,100,100,100,110,90,United for America Rally,solidarity with Muslim Americans,1,rally,0,0,0,0,1,1,http://abc7.com/politics/hundreds-gather-in-la-for-rally-in-support-of-muslim-americans/1763004/,countlove,,,
Napa,City Hall,CA,US,2017-02-19,,12,12,12,13.2,10.8,St. John the Baptist Catholic Church and Latinos Unidos del Valle de Napa y Solano,support Immgrant Rights,1,march,0,0,0,0,1,1,http://napavalleyregister.com/news/local/napans-march-for-immigration-rights-against-trump/image_f107b31f-408f-54cd-874c-f1346e803e28.html,,,,
New York,Times Square,NY,US,2017-02-19,,1000,1000,1000,1100,900,"Faith Groups, Arab American groups",Muslim Rights,1,protest,0,0,0,0,1,1,http://www.amny.com/news/politics/i-am-a-muslim-too-rally-in-times-square-protesters-gather-against-travel-ban-1.13141249,,,,
Salem,Oregon State Capitol,OR,US,2017-02-19,,200,600,1000,220,900,general protesters,support Immigrant Rights,1,protest,0,0,0,0,1,1,http://www.statesmanjournal.com/story/news/2017/02/19/hundreds-rally-outside-oregon-state-capitol-immigrant-rights/98133690/,,,,
Swanton,Highgate Port of Entry,VT,US,2017-02-19,,12,12,12,13.2,10.8,general protesters,against Muslim ban; immigration,1,protest,2,0,0,0,1,1,http://www.mynbc5.com/article/activists-rally-against-trump-travel-ban-at-us-canada-border/8954708,,,,
Worcester,Federal Courthouse at Federal Square; Southbridge St,MA,US,2017-02-19,,40,45,50,44,45,Worcester Anti-Fascism Group,anti-fascism; anti-Trump,1,march,7,0,0,0,1,1,http://www.golocalworcester.com/news/seven-arrested-during-worcester-anti-fascism-group-demonstration,,,,
Anchorage,Peterson Towers,AK,US,2017-02-20,,250,275,300,275,270,general protesters,Support Planned Parenthood,1,march,0,0,0,0,1,1,https://www.adn.com/alaska-news/anchorage/2017/02/20/at-anchorage-rally-hundreds-urge-alaska-senators-to-support-planned-parenthood/,,,,
Athens,Ohio University Green,OH,US,2017-02-20,,100,100,100,110,90,SURJ,pro-racial justice,1,rally,0,0,0,0,1,1,http://www.athensnews.com/news/campus/group-rallies-for-racial-justice-in-appalachia/article_56f10a86-f922-11e6-b3a8-3777345ca9a9.html,,,,
Atlanta,Arts Center in Midtown to Lenox Mall,GA,US,2017-02-20,nearly 300,300,350,400,330,360,Democracy Spring Georgia; general protestors,Not My President Day; anti-Trump,1,demonstration,0,0,0,0,1,1,http://www.wsbtv.com/news/local/atlanta/protesters-to-march-for-trumps-impeachment-on-presidents-day/495755444,http://www.ajc.com/news/state--regional-govt--politics/not-president-declare-anti-trump-protesters-atlanta/Hxwh4MWM1RbAPm0yrMzO3N/,,,
Augusta ,Outside State House,ME,US,2017-02-20,na,95,147.5,200,104.5,180,general protestors ,Not My President Day; anti-Trump,1,demonstration,0,0,0,0,1,1,http://www.necn.com/news/new-england/Not-My-President-Rally-Held-in-Augusta-Maine-414276633.html,http://www.pressherald.com/2017/02/20/hundreds-protest-in-augusta-as-part-of-not-my-presidents-day/,,,
Austin,Texas State Capitol,TX,US,2017-02-20,,353,353,353,388.3,317.7,general protestors,Not My President Day; anti-Trump,1,demonstration,0,0,0,0,1,1,http://www.kvue.com/news/local/-not-my-president-day-rally-at-the-state-capitol/410215936,https://www.facebook.com/events/654986854698916/,,,
Burlington,Church Street,VT,US,2017-02-20,More than dozen,13,18.5,24,14.3,21.6,General protest ,Not My President Day; anti-Trump,1,March,0,0,0,0,1,1,http://www.wcax.com/story/34550838/presidents-day-spurs-anti-trump-protest-in-vermont,http://www.mychamplainvalley.com/news/not-my-president-rally/660563105,http://www.mynbc5.com/article/vermonters-rally-in-burlington-for-not-my-president-march/8958614,,
Chicago,across from Trump International Hotel and Tower,IL,US,2017-02-20,na,1200,1200,1200,1320,1080,general protestors,Not My President Day; anti-Trump,1,demonstration,0,0,0,0,1,1,http://abc7ny.com/politics/anti-trump-rallies-held-as-part-of-not-my-presidents-day-/1763119/,http://www.dailymail.co.uk/news/article-4242150/Thousands-march-not-Presidents-Day-protests.html,,,
Columbia,Statehouse,SC,US,2017-02-20,,150,150,150,165,135,general protestors,pro-social justice,1,demonstration,0,0,0,0,1,1,http://www.postandcourier.com/politics/activists-gather-on-presidents-day-at-s-c-statehouse-rally/article_9db5303c-f7a6-11e6-93a0-f7009f3b52f6.html,countlove,,,
Denver,State Capitol,CO,US,2017-02-20,hundreds,200,200,200,220,180,general protesters,Not My President Day; anti-Trump,1,demonstration,0,0,0,0,1,1,https://www.denverite.com/look-denver-not-presidents-day-protesters-gather-rally-trump-30066/,http://denver.cbslocal.com/2017/02/20/hundreds-demonstrate-in-denver-at-not-my-presidents-day-rally/,,,
Fremont,Hayes Presidential Library and Museums,OH,US,2017-02-20,,12,12,12,13.2,10.8,general protesters,against repeal of ACA,1,protest,0,0,0,0,1,1,http://www.toledoblade.com/Politics/2017/02/20/U-S-Rep-Jordan-meets-with-children-protesters.html,,,,
Grand Rapids,Rosa Parks Circle,MI,US,2017-02-20,around 200,200,200,200,220,180,general protestors,Not My President Day; anti-Trump,1,demonstration,0,0,0,0,1,1,http://www.wzzm13.com/news/anti-trump-protest-held-in-grand-rapids/410344743,,,,
Indianapolis,outside State House,IN,US,2017-02-20,650 or so,650,650,650,715,585,general protestors,Rally for the Trees; in favor of a state Senate bill that would protect specific areas of state forest from logging or tree planting; pro-environment,0,rally,0,0,0,0,1,1,http://www.bcdemocrat.com/2017/02/28/for_the_trees/,,,,
Kansas City,Mill Creek Park,MO,US,2017-02-20,hundreds,200,200,200,220,180,general protesters,Not My President Day; anti-Trump,1,rally,0,0,0,0,1,1,http://www.kansascity.com/news/local/article133940509.html,,,,
Knoxville,Market Square,TN,US,2017-02-20,,5,5.5,6,5.5,5.4,general protestors,Not My President Day; anti-Trump,1,demonstration,0,0,0,0,1,1,http://www.knoxnews.com/story/news/local/2017/02/20/knoxville-overlooks-not-my-presidents-day-march/98179776/,,,,
Knoxville,Market Square,TN,US,2017-02-20,,1,1,1,1.1,0.9,general protestor,pro-Trump,2,demonstration,0,0,0,0,0,1,http://www.knoxnews.com/story/news/local/2017/02/20/knoxville-overlooks-not-my-presidents-day-march/98179776/,,,,
Las Vegas,Grant Sawyer State Building,NV,US,2017-02-20,,50,50,50,55,45,general protesters,pro-clean energy,1,protest,0,0,0,0,1,1,https://lasvegassun.com/news/2017/feb/20/clean-energy-advocates-rally-to-bring-attention-to/,,,,
Littleton ,Courthouse,NH,US,2017-02-20,na,50,50,50,55,45,General Protest ,Not My President Day; anti-Trump,1,demonstration,0,0,0,0,1,1,http://indepthnh.org/2017/02/20/50-people-protest-president-trumps-decisions-in-littleton/,,,,
Los Angeles,City Hall,CA,US,2017-02-20,thousands,2000,2000,2000,2200,1800,general protestors,Not My President Day; anti-Trump,1,demonstration,0,0,0,0,1,1,http://www.cbsnews.com/news/not-my-presidents-day-rallies-held-across-country/,,,,
Marion,President Harding Home,OH,US,2017-02-20,hundreds,200,200,200,220,180,general protesters,against repeal of ACA,1,protest,0,0,0,0,1,1,http://abc6onyourside.com/news/local/hundreds-protest-for-the-affordable-care-act-in-marion,,,,
Miami,,FL,US,2017-02-20,,,,,,,general protestors,Not My President Day; anti-Trump,1,rally,,,,,1,1,https://www.facebook.com/events/1637343549906328/,,,,
New Paltz,Jacobsen Faculty Tower,NY,US,2017-02-20,hundreds,200,200,200,220,180,general protesters,Not My President Day; anti-Trump,1,protest,0,0,0,0,1,1,http://www.midhudsonnews.com/News/2017/February/21/NMPD_SNP-21Feb17.html,,,,
New York,Times Square,NY,US,2017-02-20,Thousands,2000,6000,10000,2200,9000,The Foundation For Ethnic Understanding,pro-Muslim; oppose immigration EO,1,rally,0,0,0,0,0,1,http://www.upi.com/Top_News/US/2017/02/20/Thousands-rally-for-Today-I-am-Muslim-Too-protest-in-NYC/5751487591896/,,,,
New York,Trump International Hotel,NY,US,2017-02-20,Thousands,2000,2000,2000,2200,1800,general protestors,Not My President Day; anti-Trump,1,demonstration,0,0,0,0,1,1,http://abc7ny.com/politics/anti-trump-rallies-held-as-part-of-not-my-presidents-day-/1763119/,,,,
Newark,,NJ,US,2017-02-20,,20,20,20,22,18,general protestors,Not My President Day; anti-Trump,1,demonstration,0,0,0,0,1,1,http://newjersey.news12.com/news/not-my-president-s-day-protest-held-in-newark-one-of-many-nationwide-1.13148893,countlove,,,
Olympia,State Capitol,WA,US,2017-02-20,,500,500,500,550,450,general protesters,Not My President Day; anti-Trump,1,demonstration,0,0,0,0,1,1,http://www.theolympian.com/news/local/article133929109.html,,,,
Palm Beach,road to airport,FL,US,2017-02-20,,,,,,,general protestors,Not My President Day; anti-Trump,1,demonstration,0,0,0,0,1,1,http://www.dailymail.co.uk/news/article-4242150/Thousands-march-not-Presidents-Day-protests.html,,,,
Palm Desert,,CA,US,2017-02-20,hundreds,200,200,200,220,180,general protestors,Not My President Day; anti-Trump,1,demonstration,0,0,0,0,1,1,http://www.desertsun.com/story/news/local/palm-desert/2017/02/20/rally-for-your-rights-not-my-presidents-day-protest-palm-desert-civic-center/98157976/,,,,
Philadelphia,Thomas Paine Plaza,PA,US,2017-02-20,several hundred,200,200,200,220,180,general protestors,Not My President Day; anti-Trump,1,demonstration; march,0,0,0,0,1,1,http://www.philly.com/philly/blogs/real-time/Not-My-Presidents-Day-Feb-20-2017-protests-planned-Philadelphia-other-cities.html,,,,
Portland,Director Park,OR,US,2017-02-20,,,,,,,AFL-CIO,Not My President Day; anti-Trump,1,demonstration,0,0,0,0,0,1,http://www.cbsnews.com/news/not-my-presidents-day-rallies-held-across-country/,http://koin.com/2017/02/20/portland-to-rally-for-not-my-presidents-day/,,,
Portland,Federal Building; SW 3rd and Madison,OR,US,2017-02-20,dozens,24,24,24,26.4,21.6,general protestors,Not My President Day; anti-Trump,1,demonstration; block streets,13,0,0,0,1,1,http://www.cbsnews.com/news/not-my-presidents-day-rallies-held-across-country/,http://koin.com/2017/02/20/portland-to-rally-for-not-my-presidents-day/,,,
Rapid City,na,SD,US,2017-02-20,Hundreds,200,200,200,220,180,general protestors,Not My President Day; anti-Trump,1,demonstration,0,0,0,0,1,1,http://www.cbsnews.com/news/not-my-presidents-day-rallies-held-across-country/,http://www.kdlt.com/2017/02/20/hundreds-rally-rapid-city-president-trump/,,,
Riverside,outside Mission Inn Hotel and Spa,CA,US,2017-02-20,na,60,60,60,66,54,general protestors,press Rep. Ken Calvert (R) to hold Town Hall,1,demonstration,0,0,0,0,1,1,http://abc7.com/politics/protesters-gather-outside-rep-ken-calverts-fundraiser-at-riverside-hotel/1768559/,,,,
Saint Louis,Tisch Commons at Wash Univ,MO,US,2017-02-20,,,,,,,general protestors,protest anti-LGBTQ speaker,1,demonstration,0,0,0,0,1,1,http://www.studlife.com/news/campus-events/2017/02/23/students-faculty-hold-demonstration-ahead-of-original-diversity-talk/,,,,
Salt Lake City,Federal Building ,UT,US,2017-02-20,hundreds,200,200,200,220,180,general protestors,Not My President Day; anti-Trump,1,march,0,0,0,0,1,1,http://www.cbsnews.com/news/not-my-presidents-day-rallies-held-across-country/,http://www.sltrib.com/home/4963471-155/not-my-presidents-day-rally-brings,,,
Washington ,Dupont Circle,DC,US,2017-02-20,several hundred,200,200,200,220,180,general protestors,Not My President Day; anti-Trump,1,demonstration,0,0,0,0,1,1,http://www.cbsnews.com/news/not-my-presidents-day-rallies-held-across-country/,,,,
White Plains,Renaissance Plaza,NY,US,2017-02-20,,100,100,100,110,90,general protesters,Not My President Day; anti-Trump,1,rally,0,0,0,0,1,1,http://www.lohud.com/story/news/local/westchester/white-plains/2017/02/20/presidents-day-rally-white-plains/98149666/,countlove,,,
Williamsburg,,VA,US,2017-02-20,,200,200,200,220,180,"Peninsula Indivisible and Middle Peninsula Progressives,",Not My President Day; anti-Trump,1,demonstration,0,0,0,0,1,1,http://wavy.com/2017/02/20/peninsula-groups-hold-political-rally-in-williamsburg/,,,,
Winona,from Winona State University’s campus to Wells Fargo bank downtown,MN,US,2017-02-20,around 50,50,50,50,55,45,WSU’s Turtle Island Student Organization,anti-DAPL,1,rally; march,0,0,0,0,1,1,http://www.winonadailynews.com/news/local/soggy-but-committed-winona-protesters-gather-monday-to-stand-against/article_7860b5d6-a018-5b98-8fe0-1158ea162e7b.html,,,,
Albuquerque,,NM,US,2017-02-21,,,,,,,general protesters,support Immigrant Rights,1,demonstration,0,1,0,0,1,1,http://www.kob.com/albuquerque-news/scuffle-erupts-during-immigration-rally-trump-deportation/4406323/?cat=504,,,,
Bakersfield,DoubleTree Hotel,CA,US,2017-02-21,more than 100,100,125,150,110,135,general protestors,press Rep. Kevin McCarthy (R) to meet; anti-Trump,1,demonstration,0,0,0,0,1,1,http://www.bakersfield.com/multimedia/photo-gallery-kevin-mccarthy-protest-at-double-tree-hotel/collection_5a1f5956-f931-11e6-a2a1-7b008f3620bd.html,,,,
Boston,downtown Boston memorial,MA,US,2017-02-21,Several dozens,24,62,100,26.4,90,"Sen. Ed Markey, Rep. Joe Kennedy",Pro immigration,1,demonstration,0,0,0,0,1,1,http://www.masslive.com/politics/index.ssf/2017/02/sen_ed_markey_rep_joe_kennedy.html,http://www.gazettenet.com/Rally-in-Boston-8245816,,,
Carbondale,outside Rep. Michael Bost's (R) office,IL ,US,2017-02-21,nearly 100,100,100,100,110,90,general protestors,pro-ACA; press Bost to hold town hall,1,demonstration,0,0,0,0,1,1,http://www.kfvs12.com/story/34562786/protesters-gather-outside-rep-bosts-office-in-support-of-aca,,,,
Chattanooga,Miller Park,TN,US,2017-02-21,,100,100,100,110,90,Recess Coalition,calling for politicians to meet with constituents,1,protest,0,0,0,0,1,1,http://www.timesfreepress.com/news/local/story/2017/feb/21/miller-park-protest/413885/,countlove,,,
Chico,City Council,CA,US,2017-02-21,,30,30,30,33,27,general protesters,requesting Chico become Sanctuary City,1,protest,0,0,0,0,1,1,http://www.krcrtv.com/news/local/butte/chico-city-council-rejects-sanctuary-city-idea/352221864,,,,
Clayton,,MO,US,2017-02-21,,,,,,,St. Louis Indivisible,encourage Sen. Blunt to hold a town hall,1,demonstration,,,,,1,1,http://fox2now.com/2017/02/21/protesters-calling-on-sen-blunt-to-hold-town-hall-meeting-within-30-days/,,,,
Greenfield,corners of Main and Federal streets,MA,US,2017-02-21,na,9,9,9,9.9,8.1,Sugar Shack Alliance,against Dakota Access Pipeline,1,demonstartion,0,0,0,0,1,1,http://www.recorder.com/Pipeline-opponents-demonstrate-8235704,,,,
Houston,outside Sen. Ted Cruz's downtown office; Esperson Buildings on Travis,TX,US,2017-02-21,more than 200,200,200,200,220,180,general protestors,press Sen. Cruz to hold Town Hall,1,demonstration,0,0,0,0,1,1,http://www.chron.com/news/houston-texas/houston/article/Demonstrations-press-Cruz-to-listen-to-10949499.php,,,,
Lawrenceburg,outside American Legion Post 34,KY,US,2017-02-21,about 1000,1000,1000,1000,1100,900,general protestors,anti-Trump; outside Sen. Mitch McConnel meeting,1,,0,0,0,0,1,1,http://www.usatoday.com/story/news/politics/mitch-mcconnell/2017/02/21/protesters-greet-sen-mitch-mcconnell-heated-questions/98188380/,,,,
Lincoln  ,,NE,US,2017-02-21,,200,250,300,220,270,general protesters,against GOP policies,1,demonstration,0,0,0,0,1,1,http://www.omaha.com/news/politics/no-protesters-disrupt-speech-by-sasse-who-blames-harsh-political/article_d1ea8647-ec03-5f9e-9537-d9d4d3f89d08.html,,,,
Nashville,Senator Mae Beavers' office,TN,US,2017-02-21,,12,12,12,13.2,10.8,general protesters,oppose bathroom bill,1,protest,0,0,0,0,1,1,http://www.timesfreepress.com/news/breakingnews/story/2017/feb/21/tennessee-senator-vacates-office-and-locks-doors-amid-protest/414046/,,,,
Philadelphia,outside Sen. Pat Toomey's Center City office,PA,US,2017-02-21,about 200,200,200,200,220,180,Tuesdays with Toomey; general protestors,press Sen. Toomey (R) to hold Town Hall,1,demonstration,0,0,0,0,1,1,http://www.phillyvoice.com/tuesday-with-toomey-protesters-demand-senator-hold-a-real-town-hall/,,,,
Trenton,Statehouse,NJ,US,2017-02-21,,,,,,,general protesters,against South Jersey Gas Pipeline,1,rally,0,0,0,0,1,1,http://www.burlingtoncountytimes.com/news/local/opponents-of-south-jersey-gas-pipeline-rally-at-statehouse/article_177cd2fa-f881-11e6-8be8-9777a74c8903.html,,,,
Vista,1800 Thibodo Rd,CA,US,2017-02-21,,,,,,,general protesters,"against President Trump, against U.S. Representative Darryl Issa",1,demonstration,,,,,1,1,https://www.latimes.com/politics/la-pol-ca-issa-protest-20180425-htmlstory.html,,,outside Rep. Issa's office,
Vista,1800 Thibodo Rd.,CA,US,2017-02-21,,,,,,,general protesters,for President Trump,2,counter-protest,,,,,0,1,https://www.latimes.com/politics/la-pol-ca-issa-protest-20180425-htmlstory.html,,,,
Albany,Washington Ave,NY,US,2017-02-22,close to 150,150,150,150,165,135,Indivisible; Women’s March; MoveForward; general protestors,press Rep. John Faso (R) to meet,1,,0,0,0,0,1,1,http://www.registerstar.com/news/article_b3445c0a-f97e-11e6-9564-5f95769d5f5a.html,,,,
Anaheim,Euclid St,CA,US,2017-02-22,na,300,300,300,330,270,general protestors,anti-police shooting; against police misconduct,1,demonstration,24,0,0,1,1,1,http://www.ocregister.com/articles/anaheim-744788-officer-wednesday.html,,,,
Anchorage,Midtown office building,AK,US,2017-02-22,,40,40,40,44,36,general protesters,against repeal of ACA,1,protest,0,0,0,0,1,1,https://www.adn.com/politics/2017/02/22/sen-dan-sullivan-talks-health-care-with-alaska-business-leaders-as-protesters-rally-outside/,,,,
Baltimore,Statehouse,MD,US,2017-02-22,,20,20,20,22,18,general protesters,against deforestation,1,rallies,0,0,0,0,1,1,http://baltimore.cbslocal.com/2017/02/22/deforestation-fracking-bills-spark-rallies-before-hearing/,countlove,,,
Brattleboro,TD Bank,VT,US,2017-02-22,na,3,3,3,3.3,2.7,99th Monkey Affinity Group,against Dakota Access Pipeline,1,sit-in demonstration,3,0,0,0,1,1,"http://www.reformer.com/stories/3-arrested-at-bank-protest,499173",,,,
Carson City,outside Gold Dust West Casino,NV,US,2017-02-22,about 100,100,100,100,110,90,general protestors,protest Sen. Dean Heller and Rep. Mark Amodei ,1,protest,0,0,0,0,1,1,http://www.nevadaappeal.com/news/local/protesters-greet-heller-amodei-at-gold-dust-west-ahead-of-soups-on/,,,,
Charleston,College of Charleston,SC,US,2017-02-22,,100,100,100,110,90,"general protesters, Black Lives Matter",against white supremacy,1,protest,1,1,0,0,1,1,http://www.postandcourier.com/news/confederate-flag-supporters-and-protesters-clash-outside-activist-bree-newsome/article_d483c38e-f932-11e6-9e5a-8f4ed5977d35.html,,,,
Charleston,College of Charleston,SC,US,2017-02-22,,,,,,,S.C. Secessionists,pro-Confederate flag,2,protest,0,0,0,0,0,1,http://www.postandcourier.com/news/confederate-flag-supporters-and-protesters-clash-outside-activist-bree-newsome/article_d483c38e-f932-11e6-9e5a-8f4ed5977d35.html,,,,
Des Moines,Governor's office at 1007 East Grand Ave.,IA,US,2017-02-22,About 20,20,20,20,22,18,General protestors,against Dakota Access Pipeline,1,Protest,4,0,0,0,1,1,http://www.radioiowa.com/2017/02/22/bakken-pipeline-protesters-occupy-governors-office/,https://www.usnews.com/news/iowa/articles/2017-02-22/dakota-access-pipeline-protesters-crowd-branstads-office,http://www.desmoinesregister.com/story/news/politics/2017/02/22/dakota-access-pipeline-protesters-arrested-iowa-capitol-frank-cordano/98257406/,,
Durango,,CO,US,2017-02-22,na,30,30,30,33,27,general protestors,against Dakota Access Pipeline,1,march,0,0,0,0,1,1,https://durangoherald.com/articles/138166-durango-protesters-unite-against-dakota-access-pipeline,,,,
Erie,,PA,US,2017-02-22,,60,60,60,66,54,Benedictines for Peace,support Immigrant Rights,1,protest,0,0,0,0,1,1,http://www.goerie.com/news/20170222/erie-demonstrators-show-support-for-immigrants,,,,
Green Oak,US 23,MI,US,2017-02-22,,1,1,1,1.1,0.9,general protester,anti-Trump,1,protest,0,0,0,0,1,1,http://www.freep.com/story/news/local/michigan/2017/02/22/tom-palmer-protest-dump-trump/98246514/,,,,
Iowa City,"lobbies of Rep. Dave Loebsack’s office, downtown branches of Wells Fargo and U.S. Bank; hang banners off the Burlington and Riverside pedestrian bridge ",IA,US,2017-02-22,,,,,,,general protestors; 100 Grannies,against Dakota Access Pipeline,1,protest,0,0,0,0,1,1,http://littlevillagemag.com/iowa-city-nodapl-protest-urges-divestment-solidarity/,,,,
Miami,Florida International University,FL,US,2017-02-22,,,,,,,general protesters,Support Planned Parenthood,1,rally,0,0,0,0,1,1,http://miami.cbslocal.com/2017/02/22/reproductive-rights-abortion-fiu-rally/,,,,
Nashville,Centennial Park,TN,US,2017-02-22,hundreds,200,200,200,220,180,Save My Care tour,against repeal of ACA,1,rally,0,0,0,0,1,1,http://wkrn.com/2017/02/22/save-my-care-rally-pushes-congress-to-keep-affordable-care-act/,,,,
Pittsburgh,Downtown Pittsburgh,PA,US,2017-02-22,About 100,100,100,100,110,90,General Protest,Transgender rights,1,demonstration,0,0,0,0,1,1,http://www.post-gazette.com/local/city/2017/02/25/Transgender-advocates-rally-for-rights/stories/201702250102,,,,
