CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,MacroEvent,Misc.,TearGas,Source1,Source2,Source3,Source4,Source5,Source6,Source7,Source8,Source9,Source10,Source11,Source12,Source13,Source14,Source15,,,,
Lake Oswego,Rossman Park,,OR,US,2020-10-25,a few,3,,3,,,Proud Boys,"against Black Lives Matter march, for President Trump, for patriotism, God guns and America",2,counter-protest,0,0,0,0,0,1,20201025-lakeoswego-blm,some impeded marchers' path with bodies and vehicles; verbal clashes with marchers,,https://www.koin.com/news/protests/blm-protesters-march-through-lake-oswego/,https://katu.com/news/local/black-lives-matter-protest-met-with-opposing-groups-in-lake-oswego,https://www.kgw.com/article/news/local/moms-united-for-black-lives-show-support-at-rally-in-lake-oswego/283-da63ee3c-8ff1-467d-aac6-38f5b5bf5048,https://www.oregonlive.com/pacific-northwest-news/2020/10/moms-united-for-black-lives-hold-protest-in-lake-oswego.html,,,,,,,,,,,,,,,
Levant,Treworgy Family Orchards,,ME,US,2020-10-25,"about 3,000 ",3000,,3000,,,general protesters,for President Trump,2,rally,0,0,0,0,1,1,,,,https://www.centralmaine.com/2020/10/25/democrats-rally-in-advance-of-trumps-bangor-visit/,"Trump rally brings complaints, quarantine after rules on masks, distancing ignored - Portland Press Herald",,,,,,,,,,,,,,,,,
Little Rock,,,AR,US,2020-10-25,count video,10,,12,,,Little Rock Red Cloaks,"against filling vacant U.S. Supreme Court before inauguration, for women's rights, for reproductive rights, to honor Justice Ginsburg",1,march,0,0,0,0,1,1,,Red Cloak National Protest - Ruth Sent Us,,https://msmagazine.com/2020/10/26/ruth-sent-us-red-cloak-national-protest-against-amy-coney-barrett-confirmation/,https://twitter.com/KATVNews/status/1320414095322087425,https://twitter.com/LimeLightGlam/status/1320737444191494146,https://twitter.com/TrumplovesISIS/status/1320424473783390211,,,,,,,,,,,,,,,
Londonderry,Pro Star Aviation,,NH,US,2020-10-25,"more than 1,000; thousands",1000,,2000,,,general protesters,for President Trump,2,rally,0,0,0,0,1,1,,Feat. President Trump,,https://www.bostonglobe.com/2020/10/26/nation/photos-president-trumps-new-hampshire-rally-draws-thousands/,https://www.wcvb.com/article/president-donald-trump-londonderry-new-hampshire-rally-october-25-2020/34473042,https://www.unionleader.com/news/politics/voters/hundreds-arrive-for-trump-rally-in-new-hampshire/article_63d5355a-b7a0-5c13-b75c-f5fa9cd37afb.html,President Donald Trump to hold rally in New Hampshire on Sunday (wcvb.com),https://www.bostonherald.com/2020/10/25/donald-trump-rallies-in-new-hampshire-this-is-not-the-crowd-that-comes-in-second/,https://www.wmur.com/article/live-trump-holds-rally-in-new-hampshire/34473375#,,,,,,,,,,,,,
Long Island,Walt Whitman Mall to Eisenhower Park,,NY,US,2020-10-25,,,,,,,general protesters,for President Trump,2,caravan; rally,0,0,0,0,1,1,,,,https://longisland.news12.com/trump-tweets-praise-for-maga-gras-rally-on-long-island,,,,,,,,,,,,,,,,,,
Los Angeles,downtown,,CA,US,2020-10-25,count pic,100,,150,,,general protesters,"against racism, against police violence, for defunding police",1,march; vigil; die-in,0,0,0,0,0,1,,,,https://www.instagram.com/p/CGwNu5hHkGV/,,,,,,,,,,,,,,,,,,
Los Angeles,El Sereno Community Garden,,CA,US,2020-10-25,over 45,45,,45,,,Centro CSO; Black Lives Matter-LA,"against racism, against police brutality",1,protest,0,0,0,0,0,1,,,,"East LA rally against police killings calls to oust LA DA Jackie Lacey, Trump on Nov. 3 | Fight Back! (fightbacknews.org)",,,,,,,,,,,,,,,,,,
Los Angeles,Los Angeles City Hall,,CA,US,2020-10-25,,,,,,,general protesters,for further police investigation into disappearance of Juan Carlos Hernandez,0,demonstration,0,0,0,0,1,1,,,,https://eccunion.com/news/2020/11/04/protest-held-as-family-of-missing-student-demands-answers-from-police-local-politicians/,,,,,,,,,,,,,,,,,,
Los Angeles,"Sepulveda & La Tijera, Westchester",,CA,US,2020-10-25,,,,,,,Westside Activists,"for Joe Biden, for Democratic candidates for office",1,rally,,,,,0,1,,,,https://www.instagram.com/p/CG1ho_0g3BK/,,,,,,,,,,,,,,,,,,
Macon,,,GA,US,2020-10-25,several dozen,36,,36,,,general protesters,for Joe Biden,1,rally,0,0,0,0,1,1,,,,https://wgxa.tv/news/local/maconities-hold-rally-to-support-biden-harris,,,,,,,,,,,,,,,,,,
Madison,Planet Fitness,,AL,US,2020-10-25,dozens,24,,24,,,general protesters,"against racism, against police violence, for justice for Dana Fletcher",1,die-in,0,0,0,0,1,1,,,,https://www.waff.com/2020/10/26/family-organizers-host-concert-protests-dana-fletcher-anniversary/,,,,,,,,,,,,,,,,,,
Madison,,,WI,US,2020-10-25,,,,,,,general protesters,"against filling vacant U.S. Supreme Court before inauguration, for women's rights, for reproductive rights, to honor Justice Ginsburg",1,march,0,0,0,0,1,1,,Red Cloak National Protest - Ruth Sent Us,,https://msmagazine.com/2020/10/26/ruth-sent-us-red-cloak-national-protest-against-amy-coney-barrett-confirmation/,,,,,,,,,,,,,,,,,,
Manhattan Beach,to Hermosa Beach and Redondo Beach,,CA,US,2020-10-25,count pic,200,,200,,,South Bay Republican Assembly; Asian Industry B2B; Filipinos for Trump; Latinos for Trump; Beach City Republicans; Torrence Lomitas Palos Verdes Republican Assembly; Westside Young Republicans,for President Trump,2,caravan,0,0,0,0,1,1,,South Bay Tour Massive Trump Car Rally,,https://patch.com/california/manhattanbeach/trump-car-rally-travels-streets-manhattan-beach-beach-cities,,,,,,,,,,,,,,,,,,
Marianna,Jackson County Courthouse,,FL,US,2020-10-25,count video,30,,50,,,general protesters,"for voting rights, for Joe Biden, for Democratic candidates for office, Black votes matter",1,march,0,0,0,0,1,1,,March to the Polls,,https://www.mypanhandle.com/news/jackson-county-residents-march-to-the-polls-to-early-vote/,,,,,,,,,,,,,,,,,,
McAllen,10th St and Frontage Rd,,TX,US,2020-10-25,,,,,,,general protesters,for President Trump,2,protest,0,0,0,0,1,1,20201025-mcallen-trump,reports of aggressive and sometimes violent confrontations between protesters and counterprotesters.,,https://www.krgv.com/news/mcallen-political-protest-turns-violent-over-the-weekend,,,,,,,,,,,,,,,,,,
McAllen,10th St and Frontage Rd,,TX,US,2020-10-25,,,,,,,general protesters,"against President Trump, for Joe Biden",1,counter-protest,0,0,0,0,0,1,20201025-mcallen-trump,reports of aggressive and sometimes violent confrontations between protesters and counterprotesters.,,https://www.krgv.com/news/mcallen-political-protest-turns-violent-over-the-weekend,,,,,,,,,,,,,,,,,,
Miami,Freedom Tower,,FL,US,2020-10-25,about 50,50,,50,,,general protesters,in support of Azerbaijan,0,rally,0,0,0,0,1,1,,,,https://www.miamiherald.com/news/local/community/miami-dade/downtown-miami/article246703981.html,,,,,,,,,,,,,,,,,,
Minneapolis,site of George Floyd's killing,,MN,US,2020-10-25,more than 150,150,,150,,,general protesters,"for exoneration of Myon Burrell, against wrongful conviction, against racism in criminal justice system",1,demonstration,0,0,0,0,1,1,,,,https://www.mprnews.org/story/2020/10/25/minneapolis-rally-calls-for-exoneration-of-myon-burrell,,,,,,,,,,,,,,,,,,
Mooresville,,,NC,US,2020-10-25,,,,,,,general protesters,for President Trump,2,rally,0,0,0,0,1,1,,Bikers for Trump,,https://www.wcnc.com/article/news/politics/elections/dueling-rallies-nc-push-presidential-support-election-day-draws-near/275-a6ef6750-b394-45c7-8575-9a2297c0429f,,,,,,,,,,,,,,,,,,
Mount Olive,,,NJ,US,2020-10-25,,,,,,,general protesters,for President Trump,2,rally,0,0,0,0,1,1,,,,https://newjersey.news12.com/democratic-republican-rallies-held-across-nj-in-run-up-to-election-day,,,,,,,,,,,,,,,,,,
Nashville,,,TN,US,2020-10-25,,,,,,,general protesters,"against filling vacant U.S. Supreme Court before inauguration, for women's rights, for reproductive rights, to honor Justice Ginsburg",1,march,0,0,0,0,1,1,,Red Cloak National Protest - Ruth Sent Us,,https://msmagazine.com/2020/10/26/ruth-sent-us-red-cloak-national-protest-against-amy-coney-barrett-confirmation/,,,,,,,,,,,,,,,,,,
New York,"138th St and Alexander Ave, the Bronx",,NY,US,2020-10-25,,,,,,,Mott Haven Families,"against racism, for voting rights",1,rally,,,,,0,1,,,,https://twitter.com/protest_nyc/status/1320379865779101698,,,,,,,,,,,,,,,,,,
New York,"Carl Schurz Park, Manhattan",,NY,US,2020-10-25,,,,,,,Upper East Side for Black Lives Matter,"against racism, against police violence",1,vigil; march,,,,,1,1,,,,https://www.instagram.com/p/CGxaS0cjNjL/,,,,,,,,,,,,,,,,,,
New York,George Washington Bridge,,NY,US,2020-10-25,,,,,,,general protesters,"against Azerbaijani aggression in Nagorny Karabakh, against Turkey for supporting Azerbaijan",0,demonstration,0,0,0,0,0,1,,,,https://twitter.com/hragv/status/1320443874750464001,,,,,,,,,,,,,,,,,,
New York,"Jackson Heights to Astoria, Queens",,NY,US,2020-10-25,about three dozen,36,,36,,,Queens Climate Project,"in opposition to NRG's Astoria plant upgrade, for environmental protection",1,rally,0,0,0,0,0,1,,,,https://m.media-amazon.com/images/I/51PCctW4uoL.jpg,,,,,,,,,,,,,,,,,,
New York,Manhattan,,NY,US,2020-10-25,hundreds,200,,200,,,Jews for Trump,for President Trump,2,caravan,11,7,0,0,0,1,,,,https://www.washingtonpost.com/nation/2020/10/25/trump-protest-ny-fight-caravan/,https://www.timesofisrael.com/fights-break-out-as-jews-for-trump-convoy-rolls-through-new-york-7-held/,https://twitter.com/FordFischer/status/1320731196855386114,https://abc7ny.com/jews-for-trump-times-square-protest-today-in-riot/7343862/,https://www.foxnews.com/politics/anti-protesters-attack-jews-trump-vehicle-convoy-new-york,,,,,,,,,,,,,,
New York,"Marine Park, Brooklyn",,NY,US,2020-10-25,"over 1,000",1000,,1000,,,Jews for Trump,"for President Trump, against Governor Cuomo, against COVID-related restrictions",2,rally,0,0,0,0,0,1,,,,https://www.timesofisrael.com/at-brooklyn-trump-rally-orthodox-anger-at-mayor-and-governor-take-center-stage/,https://twitter.com/ScooterCasterNY/status/1320489955148337159,,,,,,,,,,,,,,,,,
New York,"McCarren Park, Brooklyn",,NY,US,2020-10-25,,,,,,,general protesters,"against racism, against police violence",1,gathering,,,,,0,1,,150th consecutive gathering,,https://twitter.com/protest_nyc/status/1320379865779101698,https://www.instagram.com/p/CGxXRzDDxCe/,,,,,,,,,,,,,,,,,
New York,Times Square,,NY,US,2020-10-25,,,,,,,general protesters,"for President Trump, for economic freedom",2,rally,1,0,0,0,0,1,20201025-nyc-trump,several fights broke out between rally-goers and counter-protesters,,https://twitter.com/protest_nyc/status/1320835777228611585,https://pix11.com/news/local-news/9-arrested-in-times-square-clash-between-pro-and-anti-trump-protesters-police/,https://www.kron4.com/news/trump-supporters-counter-protesters-clash-in-times-square/,,,,,,,,,,,,,,,,
New York,Times Square,,NY,US,2020-10-25,,,,,,,United Against Racism and Fascism; Outlive Them NYC,"against President Trump, against racism, against fascism",1,counter-protest,9,1,0,0,0,1,20201025-nyc-trump,several fights broke out between rally-goers and counter-protesters,,https://www.washingtonpost.com/nation/2020/10/25/trump-protest-ny-fight-caravan/,https://twitter.com/FordFischer/status/1320731196855386114,https://abc7ny.com/jews-for-trump-times-square-protest-today-in-riot/7343862/,https://pix11.com/news/local-news/9-arrested-in-times-square-clash-between-pro-and-anti-trump-protesters-police/,https://www.kron4.com/news/trump-supporters-counter-protesters-clash-in-times-square/,,,,,,,,,,,,,,
New York,Tompkins Square Park,,NY,US,2020-10-25,,,,,,,Justice for Keith Lamar; Musicians United NYC,"against racism, against police violence, for justice for Keith Lamar",1,demonstration,,,,,0,1,,,,https://twitter.com/protest_nyc/status/1320379865779101698,,,,,,,,,,,,,,,,,,
Newberg,,,OR,US,2020-10-25,,,,,,,general protesters,for President Trump,2,demonstration,0,0,0,0,1,1,,,,https://pamplinmedia.com/nbg/142-news/486000-391448-pro-trump-rally-sparks-concern-on-school-grounds-pwoff,,,,,,,,,,,,,,,,,,
North Haven,Wharton Brook State Park; North Haven Green,,CT,US,2020-10-25,hundreds,200,,200,,,general protesters,for President Trump,2,caravan,0,0,0,0,1,1,,,,https://www.wtnh.com/news/connecticut/new-haven/supporters-out-in-force-for-trump-parade-rally-in-wallingford/,,,,,,,,,,,,,,,,,,
Oak Lawn,95th St and S Cicero Ave,,IL,US,2020-10-25,around 100,100,,100,,,general protesters,"for President Trump, for patriotism, Make America Great Again",2,rally,0,0,0,0,1,1,20201025-oaklawn-trump,,,https://columbiachronicle.com/more-than-100-trump-supporters-stage-rally-in-oak-lawn-days-before-election,,,,,,,,,,,,,,,,,,
Oak Lawn,95th St and S Cicero Ave,,IL,US,2020-10-25,five,5,,5,,,general protesters,"for Joe Biden, fuck Trump, for Mexican pride",1,counter-protest,0,0,0,0,0,1,20201025-oaklawn-trump,,,https://columbiachronicle.com/more-than-100-trump-supporters-stage-rally-in-oak-lawn-days-before-election,,,,,,,,,,,,,,,,,,
Olympia,,,WA,US,2020-10-25,,,,,,,general protesters,"against filling vacant U.S. Supreme Court before inauguration, for women's rights, for reproductive rights, to honor Justice Ginsburg",1,march,0,0,0,0,1,1,,Red Cloak National Protest - Ruth Sent Us,,https://msmagazine.com/2020/10/26/ruth-sent-us-red-cloak-national-protest-against-amy-coney-barrett-confirmation/,https://twitter.com/bostonredcloaks/status/1320564458482290688,,,,,,,,,,,,,,,,,
Peoria,"Planned Parenthood, 2709 Knoxville Ave",,IL,US,2020-10-25,,,,,,,40 Days for Life,against abortion rights,2,vigil,,,,,1,1,,,,https://www.pjstar.com/photogallery/IP/20201028/PHOTOGALLERY/102809998/PH/1,,,,,,,,,,,,,,,,,,
Philadelphia,Independence Mall,,PA,US,2020-10-25,,,,,,,Refuse Fascism Philly; Refuse Fascism,"against President Trump, against fascism",1,rally,,,,,1,1,,Trump/Pence out Now,,https://www.facebook.com/events/377496803255181/?event_time_id=377496809921847,,,,,,,,,,,,,,,,,,
Phoenix,Sandra Day O'Connor U.S. Courthouse,,AZ,US,2020-10-25,about 20,20,,20,,,women,"against filling vacant U.S. Supreme Court before inauguration, for women's rights, for reproductive rights, to honor Justice Ginsburg",1,demonstration,0,0,0,0,1,1,,Red Cloak National Protest - Ruth Sent Us,,https://www.azcentral.com/story/news/local/phoenix-breaking/2020/10/25/afraid-roe-v-wade-women-protest-amy-coney-barrett-confirmation/6034163002/,https://msmagazine.com/2020/10/26/ruth-sent-us-red-cloak-national-protest-against-amy-coney-barrett-confirmation/,https://twitter.com/bostonredcloaks/status/1320718071485652994,,,,,,,,,,,,,,,,
Phoenix,,,AZ,US,2020-10-25,,,,,,,general protesters,for Joe Biden,1,rally,0,0,0,0,1,1,,Feat. Cher,,https://www.azfamily.com/news/politics/election_headquarters/cher-performs-in-phoenix-area-sunday-at-campaign-rally-for-joe-biden/article_86d9b40a-16e7-11eb-b69d-5ff3d962ced1.html,,,,,,,,,,,,,,,,,,
Pontiac,United Auto Workers,,MI,US,2020-10-25,110,110,,110,,,general protestors,"for Joe Biden, for voting rights",1,car rally,,,,,1,1,,"Vote Now Car Rally; ft. Kamala Harris; around 96,000 viewers tuned in for the livestream",,https://www.michigandaily.com/government/sen-kamala-harris-energizes-voters-week-election-day-pontiac-car-rally/,,,,,,,,,,,,,,,,,,
Portola Valley,Portola Rd and Alpine Rd,,CA,US,2020-10-25,,,,,,,general protesters,"against racism, against police violence",1,protest,0,0,0,0,1,1,,,,https://www.almanacnews.com/news/2021/02/26/after-eight-months-portola-valleys-weekly-blm-demonstrators-stay-committed,,,,,,,,,,,,,,,,,,
Providence,Rhode Island State House,,RI,US,2020-10-25,nearly 100,100,,100,,,general protesters,"against racism, against sexism, for LGBTQ+ rights, for justice for Breonna Taylor, against filling vacant U.S. Supreme Court seat before inauguration, in support of victims of domestic violence",1,rally,0,0,0,0,1,1,,Nasty Womxn Vote 2020 Rally,,https://upriseri.com/2020-10-26-nasty-womxn-vote-2020/,,,,,,,,,,,,,,,,,,
Raleigh,,,NC,US,2020-10-25,count video,15,,25,,,general protesters,"against filling vacant U.S. Supreme Court before inauguration, for women's rights, for reproductive rights, to honor Justice Ginsburg",1,march,0,0,0,0,1,1,,Red Cloak National Protest - Ruth Sent Us,,https://msmagazine.com/2020/10/26/ruth-sent-us-red-cloak-national-protest-against-amy-coney-barrett-confirmation/,https://abc11.com/protesters-dress-up-like-the-handmaids-tale-to-protest-scotus-nominee/7358520/,,,,,,,,,,,,,,,,,
Redondo Beach,Redondo Beach Performing Arts Center,,CA,US,2020-10-25,over 1000,1000,,1000,,,general protesters,for President Trump,2,rally; caravan,0,0,0,0,1,1,,,,https://easyreadernews.com/trump-supporters-rally-in-redondo-beach-parade-through-the-beach-cities/,,,,,,,,,,,,,,,,,,
Ringgold,Gateway Business Mall,,GA,US,2020-10-25,a couple hundred,200,,200,,,general protesters,"for President Trump, for police",2,rally; caravan,0,0,0,0,1,1,,Chattanooga Trump Train and Back the Blue,,https://www.timesfreepress.com/news/local/story/2020/oct/23/trump-train-rallies/534726/,https://www.timesfreepress.com/news/local/story/2020/oct/25/we-love-country-trump-supporters-rally-ringgo/534797/,,,,,,,,,,,,,,,,,
Riverhead,From Bay Shore to Riverhead to Greenport,,NY,US,2020-10-25,30-35,30,,35,,,general protesters,"against racism, against police brutality",1,rally; caravan,0,0,0,0,1,1,,Strong Island Caravan for Justice,,https://riverheadnewsreview.timesreview.com/2020/10/102627/all-we-want-is-equality-for-all-caravan-to-protest-against-police-brutality-passes-through-riverhead/,,,,,,,,,,,,,,,,,,
Rochester,University of Rochester,,NY,US,2020-10-25,count pic,30,,40,,,general protesters,against injustices in Guinea and Nigeria and Ivory Coast and other African countries,0,demonstration; march,0,0,0,0,1,1,,Africa Is Bleeding,,http://www.campustimes.org/2020/11/03/students-demonstrate-on-violence-in-african-countries/,,,,,,,,,,,,,,,,,,
Rockford,Rockford City Hall,,IL,US,2020-10-25,,,,,,,May 30th Alliance,"against racism, against police violence, for justice for Tyris Jones, for dropping charges against protesters",1,occupation,0,0,0,0,0,1,,,,https://www.rrstar.com/news/20201026/rockford-city-hall-protesters-demonstrations-will-continue-mdash-and-increase,,,,,,,,,,,,,,,,,,
Saint Louis,,,MO,US,2020-10-25,,,,,,,general protesters,"against filling vacant U.S. Supreme Court before inauguration, for women's rights, for reproductive rights, to honor Justice Ginsburg",1,march,0,0,0,0,1,1,,Red Cloak National Protest - Ruth Sent Us,,https://msmagazine.com/2020/10/26/ruth-sent-us-red-cloak-national-protest-against-amy-coney-barrett-confirmation/,https://twitter.com/bostonredcloaks/status/1320718977195220994,,,,,,,,,,,,,,,,,
Saint Paul,Minnesota State Capitol,,MN,US,2020-10-25,,,,,,,Black Lives Matter of Minnesota; Communities United Against Police Brutality; Women Against Military Madness; Minnesota Youth for Justice,"against racism, against police violence, for justice for Breonna Taylor, for empowering Black women",1,rally,,,,,1,1,,Sister Solidarity Rally,,https://www.facebook.com/events/1100831943668036/,,,,,,,,,,,,,,,,,,
San Francisco,The Embarcadero,,CA,US,2020-10-25,dozens,24,,24,,,Refuse Fascism,"against President Trump, against fascism",1,rally; protest,0,0,0,0,1,1,,Trump/Pence Out Now,,https://twitter.com/RefuseFascismDC/status/1319844289325780992,,https://www.radio.com/kcbsradio/news/local/sf-rally-held-to-fight-president-trumps-election-rhetoric,,,,,,,,,,,,,,,,
Saugerties,Market St and Main St,,NY,US,2020-10-25,,,,,,,general protesters,"against racism, against police brutality",1,demonstration,,,,,1,1,,,,https://www.dailyfreeman.com/market-and-main-protest-against-injustice-in-saugerties-ny/video_3547c417-af6f-5f1b-8397-fb6b01334ac0.html,https://hudsonvalleyone.com/2020/07/24/letter-black-lives-matter/,,,,,,,,,,,,,,,,,
Saugus,Saugus Center,,MA,US,2020-10-25,about 30,30,,30,,,general protesters,"in support of police, for President Trump",2,rally,0,0,0,0,1,1,20201025-saugus-trump,verbal clashes with counter-protesters,,https://www.itemlive.com/2020/10/25/saugus-rally-mixes-black-and-blue/,,,,,,,,,,,,,,,,,,
Saugus,Saugus Center,,MA,US,2020-10-25,,,,,,,general protesters,"Black Lives Matter, for defunding and reforming police, for LGBTQ+ pride, for democracy, abolish the police jail killer cops",1,counter-protest,0,0,0,0,0,1,20201025-saugus-trump,verbal clashes with protesters,,https://www.itemlive.com/2020/10/25/saugus-rally-mixes-black-and-blue/,,,,,,,,,,,,,,,,,,
Scottsdale,Mountain View Park,,AZ,US,2020-10-25,,,,,,,Rally for Law Enforcement,in support of police,2,march,,,,,1,1,,,,https://www.facebook.com/events/523503858431546/,,,,,,,,,,,,,,,,,,
Sherman Oaks,"Sherman Oaks Galleria, Sepulveda Blvd and Ventura Blvd",,CA,US,2020-10-25,,,,,,,The Valley of Change,"Black Lives Matter, against police brutality",1,demonstration,,,,,1,1,,,,https://twitter.com/ACatWithNews/status/1423588411227611136,,,,,,,,,,,,,,,,,,
Sonora,Courthouse Square,,CA,US,2020-10-25,an older man and a young woman,2,,2,,,BLM Peaceful Protest Sonora,Black Lives Matter,1,protest,,,,,1,1,20201025-sonora-blm,,,https://twitter.com/RNeck161/status/1487921023412748288,https://www.facebook.com/groups/2556412371354428/,https://twitter.com/ActionSonora/status/1308937277695877123,https://www.uniondemocrat.com/news/article_2dbe4bd4-1a4c-11eb-b1c2-2b174835307d.html,,,,,,,,,,,,,,,
Sonora,Courthouse Square,,CA,US,2020-10-25,,1,,1,,,woman,"against Black Lives Matter protesters, for President Trump, against Democrats, against pedophiles",2,counter-protest,,,,,1,1,20201025-sonora-blm,verbally harassed protesters,,https://www.uniondemocrat.com/news/article_2dbe4bd4-1a4c-11eb-b1c2-2b174835307d.html,,,,,,,,,,,,,,,,,,
Southampton,710 Gravel Hill Rd,,PA,US,2020-10-25,,,,,,,Southampton Friends Meeting,"for racial justice, Black Lives Matter",1,vigil,,,,,1,1,,,,https://www.quakersbucks.org/events/southampton-meeting-equality-justice-vigil-hlz9e-rltaa-d85ra-fzf39-zhesh-mlyrb-54t6x,,,,,,,,,,,,,,,,,,
Southbury,Playhouse Corner,,CT,US,2020-10-25,,,,,,,Justice Southbury,"against systemic racism, for equal justice for all",1,rally,,,,,1,1,,,,https://www.rep-am.com/local/localnews/2021/05/30/southbury-social-justice-group-marks-a-year-of-protests/,,,,,,,,,,,,,,,,,,
Staunton,Augusta County Courthouse,,VA,US,2020-10-25,,,,,,,general protesters,"against expansion of Augusta County Courthouse, for preservation of historic buildings",0,rally,0,0,0,0,1,1,,Rally to Save Staunton,,https://www.whsv.com/2020/10/26/rally-to-save-staunton-held-in-opposition-of-proposed-courthouse-expansion/,https://www.newsleader.com/story/news/local/2020/10/21/augusta-county-courthouse-rally-fight-countys-expansion-plan/6004633002/,,,,,,,,,,,,,,,,,
Suffern,,,NY,US,2020-10-25,,,,,,,Orthodox Jewish Public Affairs Council,"for President Trump, against Governor Cuomo, against COVID-related restrictions, in support of Israel, against discrimination against Orthodox Jews",2,caravan,0,0,0,0,1,1,,,,https://westchester.news12.com/gathering-held-in-suffern-to-protest-red-zone-restrictions-in-lower-hudson-valley,,,,,,,,,,,,,,,,,,
Vancouver,Esther Short Park,,WA,US,2020-10-25,more than 100,100,,100,,,general protesters,"for police, against COVID-related mandates, against antifa, against Democratic governors, for free speech",2,rally,0,0,0,0,1,1,,"Stand Up for the First Amendment. Patriot Prayer founder Joey Gibson spoke, among others.",,https://www.columbian.com/news/2020/oct/25/conservatives-celebrate-first-amendment-law-enforcement-at-vancouver-rally/,,,,,,,,,,,,,,,,,,
Waco,Church of Open Door,,TX,US,2020-10-25,hundreds,200,,200,,,Faith & Freedom Coalition,"for voting rights, for freedom, for Christian values",2,rally,0,0,0,0,1,1,,,,https://www.kwtx.com/2020/10/26/waco-faith-freedom-rally-draws-hundreds/,,,,,,,,,,,,,,,,,,
Washington,The National Mall,,DC,US,2020-10-25,hundreds; thousands,200,,2000,,,Hold the Line,against closure of churches during coronavirus pandemic,2,demonstration,0,0,0,0,1,1,,Let Us Worship Tour,,https://www.wthr.com/article/news/nation-world/worship-protest-national-mall-large-gathering-social-distancing-pandemic/65-d856974a-b81a-4b40-84f2-bf508f86d92b,https://www.nbcnews.com/news/us-news/15-000-expected-national-mall-dc-worship-protest-sunday-n1244256,https://religionnews.com/2020/10/26/sean-feuchts-finale-worship-protest-on-the-national-mall-included-more-politics-than-usual/,https://www.washingtontimes.com/news/2020/oct/23/sean-feucht-praise-singer-brings-protest-tour-dc/,https://www.dailykos.com/stories/2020/10/23/1988908/-National-Park-service-approves-permit-for-superspreader-Christian-event-on-DC-Mall,https://thehill.com/blogs/blog-briefing-room/news/522578-worship-protest-expected-to-draw-thousands-to-national-mall,https://www.wusa9.com/article/news/local/dc/15000-expected-at-national-mall-for-worship-protest-sunday/65-d9a25165-d674-463c-b422-9bff864eb5c5,,,,,,,,,,,,
Washington,U.S. Capitol,,DC,US,2020-10-25,count pic,15,,20,,,Handmaids Army,"against filling vacant U.S. Supreme Court before inauguration, for women's rights, for reproductive rights, to honor Justice Ginsburg",1,demonstration,0,0,0,0,1,1,,Red Cloak National Protest - Ruth Sent Us,,https://msmagazine.com/2020/10/26/ruth-sent-us-red-cloak-national-protest-against-amy-coney-barrett-confirmation/,https://twitter.com/HandmaidsD/status/1320425604748054528,https://twitter.com/HandmaidsD/status/1320425752073019392,,,,,,,,,,,,,,,,
Watertown,Thompson Park,,NY,US,2020-10-25,count pic,16,,16,,,general protesters,for Tedra Cobb for state legislature,1,rally,0,0,0,0,1,1,,,,https://www.nny360.com/news/jeffersoncounty/cobb-rallies-with-supporters-sunday-in-watertown-encourages-early-voting/article_d2650bee-07ca-53c6-90ee-3818b5715920.html,,,,,,,,,,,,,,,,,,
Waukegan,Martin Luther King Dr,,IL,US,2020-10-25,nearly 300,300,,300,,,general protesters,"against racism, against police violence, for justice for Marcellis Stinnette",1,demonstration,0,0,0,0,1,1,,,,https://www.fox32chicago.com/news/hundreds-march-in-waukegan-after-police-shoot-and-kill-unarmed-black-man,,,,,,,,,,,,,,,,,,
Wilkes-Barre,Walmart to Luzerne County Republican Party Headquarters in Kingston,,PA,US,2020-10-25,more than 600,600,,600,,,general protesters,for President Trump,2,rally; caravan,0,0,0,0,1,1,,,,https://www.citizensvoice.com/news/more-than-600-attend-trump-rally-and-parade/article_eabac5b4-7c7c-58e8-8cd3-739a2085e250.html,https://www.timesleader.com/news/807464/trump-supporters-hold-road-rally-in-support-of-president,,,,,,,,,,,,,,,,,
Wilmington,Clinton County Fairground,,OH,US,2020-10-25,,,,,,,general protesters,"for President Trump, for police",2,parade,,,,,1,1,,,,https://www.cincinnati.com/story/news/2020/10/15/list-pro-trump-events-near-cincinnati/3657127001/,https://www.facebook.com/events/363673721489681/,,,,,,,,,,,,,,,,,
Winchester,"Cloverdale Barn, 2368 Cedar Creek Grade",,PA,US,2020-10-25,,,,,,,Second Amendment Supporters; local Republicans,"for President Trump, for Republican candidates for office",2,rally; caravan,,,,,1,1,,,,https://www.winchesterstar.com/winchester_star/republican-rally-and-trump-train-scheduled-for-sunday/article_4bf03e9f-6b97-5a9a-9b6a-d4b897b605bc.html,https://www.winchesterstar.com/winchester_star/republican-rally-and-trump-train-scheduled-for-sunday/article_4bf03e9f-6b97-5a9a-9b6a-d4b897b605bc.html,,,,,,,,,,,,,,,,,
