CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,,,
Jersey City,In front of townhall | Kennedy Blvd/ Journal Square,Hudson,NJ,US,2019-05-24,,,,,,,general protestors,for climate change action; pro-environment,1,demonstration,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,2pm - 4pm | 13:00-14:00,,"Once only (all options, except Every Friday and Weekly, are treated as once only)",
Kahului,"UHMC Great Lawn 310 W Kaahumanu Ave, Kahului, HI 96732",Maui,HI,US,2019-05-24,,,,,,,general protestors,for climate change action; pro-environment,1,strike,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,4:00 PM,,Once only ,
Kaysville,In front of townhall,Davis,UT,US,2019-05-24,,,,,,,Davis High School,for climate change action; pro-environment,1,strike,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,7:30am-11:30am,,"Once only (all options, except Every Friday and Weekly, are treated as once only)",<a href='https://www.instagram.com/p/BxnkCqtphsQ/' target='_blank'>Link</a> Â Â Â
Knoxville,World's Fair Park | Market Square,Knox,TN,US,2019-05-24,,,,,,,general protestors,for climate change action; pro-environment,1,rally,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,At 12.00-13.00 (noon to 1pm) | At 12.00-13.00 (noon to 1pm),,"Once only (all options, except Every Friday and Weekly, are treated as once only)",<a href='https://www.facebook.com/events/327183034621709/?ti' target='_blank'>Link</a> Â Â Â
La Jolla,"9500 Gilman Drive,",San Diego,CA,US,2019-05-24,,,,,,,general protestors,for climate change action; pro-environment,1,demonstration,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,9am-1pm,,"Once only (all options, except Every Friday and Weekly, are treated as once only)",
La Mirada,"In front of townhall; 14778 Beach Blvd, ",Los Angeles,CA,US,2019-05-24,,,,,,,general protestors,for climate change action; pro-environment,1,strike,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,At 12.00-13.00 (noon to 1pm),,Every Friday,
La Vale,In front of townhall,Allegany,MD,US,2019-05-24,,,,,,,general protestors,for climate change action; pro-environment,1,rally,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,At 12.00-13.00 (noon to 1pm),,Every Friday,
Laguna Beach,Main Beach,Orange,CA,US,2019-05-24,,,,,,,general protestors,for climate change action; pro-environment,1,strike,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,12:00 PM,,Fourth strike,<a href='http://instagram.com/skimstories' target='_blank'>Link</a> Â Â Â
Laramie,"Albany County Courthouse, marching to city hall",Albany,WY,US,2019-05-24,,,,,,,ATACC (Activists Taking Action on Climate Change),for climate change action; pro-environment,1,demonstration,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,11:30 - 12:30,,Every Friday,
Las Vegas,In front of townhall,Clark,NV,US,2019-05-24,,,,,,,Sunrise Movement,for climate change action; pro-environment,1,demonstration; strike,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,At 12.00-13.00 (noon to 1pm),,Weekly,
Lawrence,11th and Massachussetts -- Outside Douglas County Building,Douglas,KS,US,2019-05-24,,,,,,,general protestors,for climate change action; pro-environment,1,demonstration,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,At 12.00-13.00 (noon to 1pm),,"Once only (all options, except Every Friday and Weekly, are treated as once only)",
Leavenworth,In front of townhall,Leavenworth,KS,US,2019-05-24,,,,,,,general protestors,for climate change action; pro-environment,1,demonstration,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,10:00-13:00,,"Once only (all options, except Every Friday and Weekly, are treated as once only)",
Lecanto,In front of townhall,Citrus,FL,US,2019-05-24,,,,,,,general protestors,for climate change action; pro-environment,1,strike,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,At 12.00-13.00 (noon to 1pm),,"Once only (all options, except Every Friday and Weekly, are treated as once only)",
Lewiston,Dufresne Park,Androscoggin,ME,US,2019-05-24,,,,,,,Bates College Environmental Coalition,for climate change action; pro-environment,1,strike,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,10am-11am,,Every Friday,
Liberty Township,In front of townhall,Butler,OH,US,2019-05-24,,,,,,,general protestors,for climate change action; pro-environment,1,rally,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,At 12.00-13.00 (noon to 1pm),,Every Friday,
Lincoln Park,In front of townhall,Wayne,MI,US,2019-05-24,,,,,,,general protestors,for climate change action; pro-environment,1,rally,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,At 12.00-13.00 (noon to 1pm),,Every Friday,
Little Rock,In front of the Arkansas state capitol | In front of the AR state capitol | In front of the Arkansas State Capitol,Pulaski,AR,US,2019-05-24,,,,,,,general protestors,for climate change action; pro-environment,1,strike,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,10.00-15.00 (10am to 3pm) | 10.00-15.00 (10am to 3pm) | 10.00-15.00 (10am to 3pm),,Once only,<a href='https://www.eventbrite.com/e/arkansas-climate-strike-tickets-60443877264' target='_blank'>Link</a> Â Â Â  <a href='https://www.instagram.com/arclimatestrike/' target='_blank'>Link</a> Â Â Â  <a href='https://www.instagram.com/fridaysforfuture.ar/' target='_blank'>Link</a> Â Â Â
Long Beach,In front of townhall,Los Angeles,CA,US,2019-05-24,,,,,,,general protestors,for climate change action; pro-environment,1,demonstration,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,At 12.00-13.00 (noon to 1pm),,Every Friday,<a href='https://www.instagram.com/isabelnewkirk/' target='_blank'>Link</a> Â Â Â
Los Altos,"March from school, to downtown, and from there to townhall",Santa Clara,CA,US,2019-05-24,,,,,,,general protestors,for climate change action; pro-environment,1,demonstration,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,3:30-4:45,,Once only,
Los Angeles,Pershing Square; 532 S Olive St,Los Angeles,CA,US,2019-05-24,,,,,,,Coast to Coast,for climate change action; pro-environment,1,strike,,,,,1,1,https://www.fridaysforfuture.org/events/map,https://www.facebook.com/events/590151701454191/,https://twitter.com/TheLauraRegan/status/1132053478308585472,At 12.00-13.00 (noon to 1pm) |,,Once only,
Lubbock,Lubbock Court House,Lubbock,TX,US,2019-05-24,,,,,,,general protestors,for climate change action; pro-environment,1,strike,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,At 12.00-13.00 (noon to 1pm),,5/24/19,
Madeira,In front of school,Hamilton,OH,US,2019-05-24,,,,,,,general protestors,for climate change action; pro-environment,1,strike,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,At 12.00-13.00 (noon to 1pm),,Every Friday,
Manistee,In front of townhall,Manistee,MI,US,2019-05-24,,,,,,,general protestors,for climate change action; pro-environment,1,strike,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,7:30-9:30 am,,Every Friday,
Marysville,In front of townhall,Snohomish,WA,US,2019-05-24,,,,,,,general protestors,for climate change action; pro-environment,1,demonstration,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,At 12.00-13.00 (noon to 1pm),,Once only,
Mechanicsville,In front of townhall,Hanover,VA,US,2019-05-24,,,,,,,general protestors,for climate change action; pro-environment,1,demonstration,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,At 12.00-13.00 (noon to 1pm),,"Once only (all options, except Every Friday and Weekly, are treated as once only)",
Miami,In front of townhall | 3500 Pan American Dr. ,Miami-Dade,FL,US,2019-05-24,,,,,,,Fridays For Future Miami; Yes! For Environmental Sustainability Club,for climate change action; pro-environment,1,strike,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,At 12.00-13.00 (noon to 1pm) | At 12.00-13.00 (noon to 1pm) | At 12.00-13.00 (noon to 1pm),,Every Friday,
Milwaukee,Federal Courthouse 517 E. Wisconsin Ave.,Milwaukee,WI,US,2019-05-24,,,,,,,Milwaukee Protests,for climate change action; pro-environment,1,strike,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,12:00-14:00,,"Once only (all options, except Every Friday and Weekly, are treated as once only)",<a href='https://www.facebook.com/events/2390176344600861/?ti' target='_blank'>Link</a> Â Â Â
Missoula,In front of townhall,Missoula,MT,US,2019-05-24,,,,,,,Sunrise Movement Missoula,for climate change action; pro-environment,1,strike,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,At 12.00-13.00 (noon to 1pm),,"Once only (all options, except Every Friday and Weekly, are treated as once only)",<a href='https://m.facebook.com/events/2229555617356790?acontext' target='_blank'>Link</a> Â Â Â
Montpelier,Statehouse | capitol green,Washington,VT,US,2019-05-24,,,,,,,general protestors,for climate change action; pro-environment,1,strike,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,1:00-3:00 | 800,,"Once only (all options, except Every Friday and Weekly, are treated as once only)",
Mountain View,Wells Fargo at San Antonio & El Camino,Santa Clara,CA,US,2019-05-24,,,,,,,Lahs Climate Justice Coalition,for climate change action; pro-environment,1,strike,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,10am-2:30,,Once only,<a href='https://www.instagram.com/lahsclimatejustice/' target='_blank'>Link</a> Â Â Â
New City,in front of courthouse,Rockland,NY,US,2019-05-24,,,,,,,Rockland Climate Alliance,for climate change action; pro-environment,1,strike,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,12-4pm,,"Once only (all options, except Every Friday and Weekly, are treated as once only)",<a href='https://www.rocklandclimatealliance.com/upcoming-events' target='_blank'>Link</a> Â Â Â
New Haven,Corner of Chapel and Church St,New Haven,CT,US,2019-05-24,,,,,,,New Haven Climate Movement,for climate change action; pro-environment,1,rally,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,4-5 PM,,"Once only (all options, except Every Friday and Weekly, are treated as once only)",<a href='https://www.instagram.com/p/BxqqGJdp8-Z/' target='_blank'>Link</a> Â Â Â
New Rochelle,In front of townhall,Westchester,NY,US,2019-05-24,,,,,,,general protestors,for climate change action; pro-environment,1,strike,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,10.30-13.00,,Once only,
New York,Columbus Circle | Columbus Circle; Manhattan,New York,NY,US,2019-05-24,,,,,,,general protestors,for climate change action; pro-environment,1,strike,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,2pm | 2pm,,"Once only (all options, except Every Friday and Weekly, are treated as once only)",
New York,In front of the United Nations Headquarters at 1st Ave and 46th Street; Manhattan,New York,NY,US,2019-05-24,,,,,,,general protestors,for climate change action; pro-environment,1,demonstration,,,,,0,1,https://www.fridaysforfuture.org/events/map,,,,,Weekly,
New York,In front of NY Times office; Manhattan,New York,NY,US,2019-05-24,,,,,,,general protestors,for climate change action; pro-environment,1,strike,,,,,0,1,https://twitter.com/jswatz/status/1132030775778512896,,,,,,
New York,"Brooklyn, In front of townhall",Kings,NY,US,2019-05-24,,,,,,,general protestors,for climate change action; pro-environment,1,rally,,,,,0,1,https://www.fridaysforfuture.org/events/map,,,At 12.00-13.00 (noon to 1pm),,Every Friday,
Newport,In front of townhall,Newport ,RI,US,2019-05-24,,,,,,,general protestors,for climate change action; pro-environment,1,strike,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,8:30 am to 3:30 pm,,Every Friday,
North Providence,In front of townhall,Providence,RI,US,2019-05-24,,,,,,,Sunrise Movement (Rhode Island Hub),for climate change action; pro-environment,1,strike,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,At 12.00-13.00 (noon to 1pm),,"Once only (all options, except Every Friday and Weekly, are treated as once only)",<a href='https://www.facebook.com/events/1046887428843155/' target='_blank'>Link</a> Â Â Â
Nyack,"Veterans Park Gazebo at the intersection of Main Street and Cedar Street in Nyack, NY",Rockland,NY,US,2019-05-24,,,,,,,Rockland Climate Alliance,for climate change action; pro-environment,1,strike,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,12-4pm,,"Once only (all options, except Every Friday and Weekly, are treated as once only)",<a href='https://www.rocklandclimatealliance.com/' target='_blank'>Link</a> Â Â Â
Oak Bluffs,In front of school,Dukes,MA,US,2019-05-24,,,,,,,Martha'S Vineyard Regional High School,for climate change action; pro-environment,1,demonstration,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,9:00,,Every Friday,
Oakland,In front of City Hall,Alameda,CA,US,2019-05-24,,,,,,,St. Paul'S Episcopal School,for climate change action; pro-environment,1,demonstration,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,10:00 - 11:00 AM,,Once only,
Oceanside,In front of townhall,San Diego,CA,US,2019-05-24,,,,,,,Sunrise Movement,for climate change action; pro-environment,1,strike,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,10.00-1.00 (10 to 1pm),,"Once only (all options, except Every Friday and Weekly, are treated as once only)",
Ojai,Libbey Park,Ventura,CA,US,2019-05-24,,,,,,,general protestors,for climate change action; pro-environment,1,demonstration,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,1:00-2:00,,Every Friday,<a href='https://www.facebook.com/events/2341889519430201/' target='_blank'>Link</a> Â Â Â
Oklahoma City,6400 NW EXPRESSWAY,Oklahoma,OK,US,2019-05-24,,,,,,,general protestors,for climate change action; pro-environment,1,strike,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,At 12.00-13.00 (noon to 1pm),,Every Friday,
Olympia,outside Planned Parenthood,Thurston,WA,US,2019-05-24,a few dozen,36,,36,,,We Love Planned Parenthood,civil rights; for abortion rights,1,protest,0,0,0,0,1,1,https://www.theolympian.com/latest-news/article230807534.html,,,,,,
Olympia,outside Planned Parenthood,Thurston,WA,US,2019-05-24,NA,3,,3,,,general protestors,against abortion rights,2,counter protest,0,0,0,0,0,1,https://www.theolympian.com/latest-news/article230807534.html,,,,,,
Olympia,In front of townhall,Thurston,WA,US,2019-05-24,,,,,,,general protestors,for climate change action; pro-environment,1,strike,,,,,0,1,https://www.fridaysforfuture.org/events/map,,,7:40- 2:10,,Every Friday,
Orange,In front of townhall,Orange,CA,US,2019-05-24,,,,,,,general protestors,for climate change action; pro-environment,1,stroke,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,07:30 - 10:30 AM,,Weekly,
Orlando,In front of townhall,Orange,FL,US,2019-05-24,,,,,,,"Hesperos, Inc.",for climate change action; pro-environment,1,demonstration,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,At 12.00-13.00 (noon to 1pm),,Once only,<a href='https://www.facebook.com/events/1546566915476684/' target='_blank'>Link</a> Â Â Â
Orlando,Lake Eola Park,Orange,FL,US,2019-05-24,,,,,,,Extinction Rebellion (Orlando Chapter),for climate change action; pro-environment,1,rally,,,,,0,1,https://www.fridaysforfuture.org/events/map,,,At 12.00-13.00 (noon to 1pm),,Biweekly as of 5/24/2019,<a href='https://www.facebook.com/groups/XROrlando/' target='_blank'>Link</a> Â Â Â
Pasadena,In front of townhall,Los Angeles,CA,US,2019-05-24,,,,,,,general protestors,for climate change action; pro-environment,1,strike,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,8:15am local time,,Weekly,
Penn Yan,In front of townhall,Yates,NY,US,2019-05-24,,,,,,,general protestors,for climate change action; pro-environment,1,strike,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,At 12.00-13.00 (noon to 1pm),,"Once only (all options, except Every Friday and Weekly, are treated as once only)",
Pensacola,Martin Luther king jr plaza | Martin Luther King Jr Plaza,Escambia,FL,US,2019-05-24,,,,,,,general protestors,for climate change action; pro-environment,1,strike,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,13-14 | 1pm to 2pm (13.00-14.00),,"Once only (all options, except Every Friday and Weekly, are treated as once only)",
Petersham,In front of townhall,Worcester ,MA,US,2019-05-24,,,,,,,Petersham Huddle,for climate change action; pro-environment,1,demonstration,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,9:30-10:30,,"Once only (all options, except Every Friday and Weekly, are treated as once only)",
Philadelphia,1400 John F Kennedy Blvd,Philadelphia ,PA,US,2019-05-24,,,,,,,We Stand for Bodily Autonomy,pro-choice; against abortion ban; stop abortion bans day of action,1,rally,,,,,1,1,https://www.stopabortionbans.org,,,,,,
Phoenix,In front of townhall,Maricopa,AZ,US,2019-05-24,,,,,,,general protestors,for climate change action; pro-environment,1,rally,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,7.00-7.30,,"Once only (all options, except Every Friday and Weekly, are treated as once only)",
Pittsburgh,In front of townhall,Allegheny,PA,US,2019-05-24,,,,,,,Extinction Rebellion,for climate change action; pro-environment,1,strike,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,At 12.00-13.00 (noon to 1pm),,Every Friday,
Port Townsend,At School,Jefferson,WA,US,2019-05-24,,,,,,,Port Townsend High School,for climate change action; pro-environment,1,rally,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,11:40-12:10,,Once only ,
Portland,Monument Square,Cumberland,ME,US,2019-05-24,,,,,,,"Maine Youth For Climate Justice, Us Youth Climate Strikes, 350 Maine",for climate change action; pro-environment,1,strike,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,"8 am to 2 pm | Typically 8-2, though varies depending on individual's schedules.",,Every Friday,
Portland,"In front of City Hall; 1221 SW 4th Ave Portland, OR 97204",Multnomah,OR,US,2019-05-24,,,,,,,general protestors,for climate change action; pro-environment,1,protest,,,,,1,1,https://www.fridaysforfuture.org/events/map,https://twitter.com/Abner4Action/status/1132053284141715456,,1pm-2pm | 1-2pm,,Every Friday,
Poulsbo,In front of townhall,Kitsap,WA,US,2019-05-24,,,,,,,general protestors,for climate change action; pro-environment,1,strike,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,9:00am-2:00pm,,Once only ,
Princeton,"Hinds Plaza, Princeton Public Library",Mercer,NJ,US,2019-05-24,,,,,,,Princeton high school,for climate change action; pro-environment,1,strike,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,12:05-3:20,,Once only,
Raleigh,In front of townhall,Wake,NC,US,2019-05-24,,,,,,,general protestors,for climate change action; pro-environment,1,strike,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,At 12.00-13.00 (noon to 1pm),,Every Friday,
Rancho Cucamonga,In front of townhall,San Bernardino,CA,US,2019-05-24,,,,,,,general protestors,for climate change action; pro-environment,1,strike,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,11:00 AM,,Every Friday,
Reno,City Hall,Washoe,NV,US,2019-05-24,,,,,,,general protestors,for climate change action; pro-environment,1,demonstration,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,4.00pm- 5.00pm,,Every Friday,
Rexburg,BYUI Campus,Madison,ID,US,2019-05-24,,,,,,,general protestors,for climate change action; pro-environment,1,strike,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,At 12.00-13.00 (noon to 1pm),,Every Friday,
Rio Grande City,"In front of townhall; 730 Border Patrol Ln, ",Starr,TX,US,2019-05-24,,,,,,,general protestors,for climate change action; pro-environment,1,strike,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,At 12.00-13.00 (noon to 1pm),,Every Friday,
Rohnert Park,School,Sonoma,CA,US,2019-05-24,,,,,,,general protestors,for climate change action; pro-environment,1,strike,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,9:40,,Once only ,
Roseville,In front of townhall,Placer ,CA,US,2019-05-24,,,,,,,general protestors,for climate change action; pro-environment,1,rally,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,At 12.00-13.00 (noon to 1pm),,Weekly,
Sacramento,California State Capitol Building,Sacramento,CA,US,2019-05-24,,,,,,,Fridays for Future Sacramento,for climate change action; pro-environment,1,strike,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,12:00 pm-1:30 pm,,Once only,<a href='https://www.instagram.com/fridaysforfuturesac/' target='_blank'>Link</a> Â Â Â
Salem,Woodbury School,Rockingham,NH,US,2019-05-24,dozens,24,,24,,,general protestors,against firing/ reassignment; education,0,protest,0,0,0,0,1,1,https://www.eagletribune.com/news/new_hampshire/salem-students-rally-for-beloved-teacher-moeschen/article_fab3c639-dfac-56fe-85e9-d5c4e68e85bb.html,,,,,,
Salem,In front of the capitol building,Marion,OR,US,2019-05-24,,,,,,,Fridays For Future.Oregon,for climate change action; pro-environment,1,strike,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,10-12pm,,Every Friday,<a href='https://ffforegon.wordpress.com/' target='_blank'>Link</a> Â Â Â
Salt Lake City,State Capitol,Salt Lake,UT,US,2019-05-24,dozens,24,,24,,,students,againt climate change; environment,1,walkout ,0,0,0,0,1,1,https://www.deseret.com/2019/5/24/20674322/utah-youth-leave-school-to-join-global-climate-protest#raquel-juarez-18-leads-utah-students-in-chants-during-the-second-global-youth-climate-strike-at-the-capitol-in-salt-lake-city-on-friday-may-24-2019,,,,,,
San Diego,"Civic Center Plaza - 1200 3Rd Avenue, San Diego, CA 92101 | In front of townhall",San Diego,CA,US,2019-05-24,,,,,,,general protestors,for climate change action; pro-environment,1,demonstration,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,11:30-12:30 | At 12.00-13.00 (noon to 1pm),,Every Friday,
San Francisco,24th Street,San Francisco,CA,US,2019-05-24,,,,,,,Mission Natives,environment; against tree removal,1,protest,0,0,0,0,1,1,https://missionlocal.org/2019/05/ribbons-go-up-on-24th-street-trees-in-protest-of-ficus-removal/,,,,,,
San Francisco,In front of City Hall | TBD,San Francisco,CA,US,2019-05-24,,,,,,,XR youth US,for climate change action; pro-environment,1,strike,,,,,0,1,https://www.fridaysforfuture.org/events/map,,,10:00am-2:00pm | At 12.00-13.00 (noon to 1pm),,Once only,<a href='https://www.instagram.com/xryouthus/' target='_blank'>Link</a> Â Â Â
San Jose,In front of townhall,Santa Clara,CA,US,2019-05-24,,,,,,,One World Voice,for climate change action; pro-environment,1,demonstration,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,2:15 - 5:15pm,,Every Friday,
San Luis Obispo,In front of townhall,San Luis Obispo,CA,US,2019-05-24,,,,,,,San Luis Obispo County Youth for Environmental Action,for climate change action; pro-environment,1,strike,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,At 12.00-13.00 (noon to 1pm),,Once only,
San Rafael,Marin County Civic Center,Marin,CA,US,2019-05-24,,,,,,,general protestors,for climate change action; pro-environment,1,strike,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,12-Nov,,Once only ,
Santa Cruz,At the downtown Clock Tower | In front of MHMS we will be protesting for 11 minutes to represent the number of years we have to stop climate change.,Santa Cruz ,CA,US,2019-05-24,,,,,,,Extinction Rebellion: Santa Cruz,for climate change action; pro-environment,1,demonstration,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,12:00 to 1:30 pm | 10:00 to 10:11,,Once only,<a href='https://www.facebook.com/events/876476962745003/' target='_blank'>Link</a> Â Â Â
Santa Monica,In front of townhall,Los Angeles,CA,US,2019-05-24,,,,,,,general protestors,for climate change action; pro-environment,1,strike,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,all day,,"Once only (all options, except Every Friday and Weekly, are treated as once only)",
Santa Rosa,In front of townhall,Sonoma,CA,US,2019-05-24,,,,,,,general protestors,for climate change action; pro-environment,1,strike,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,At 12.00-13.00 (noon to 1pm),,Once only ,
Saranac Lake,,Franklin,NY,US,2019-05-24,,,,,,,SLHS Green Team,for climate change action; pro-environment,1,strike,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,12:40-1:40,,"Once only (all options, except Every Friday and Weekly, are treated as once only)",
Sarasota,Unconditional Surrender Statue at Marina Jack's ,Sarasota,FL,US,2019-05-24,,,,,,,Sarasota Students 4 climate,for climate change action; pro-environment,1,demonstration,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,10 am to 2 pm | 10:00am (EDT),,Once only,<a href='https://www.facebook.com/events/1048833831968268/' target='_blank'>Link</a> Â Â Â  <a href='https://www.facebook.com/Sarasota-Fridays-for-the-Future-Climate-Strike-306685400025343/?notify_field' target='_blank'>Link</a> Â Â Â
Seattle,In front of townhall ,King ,WA,US,2019-05-24,,,,,,,general protestors,for climate change action; pro-environment,1,strike,,,,,1,1,https://www.fridaysforfuture.org/events/map,https://twitter.com/solo_syn/status/1132054998588612608,,1pm- 2pm | 1-2pm,,Every Friday,
Silver City,Gough Park,Grant,NM,US,2019-05-24,,,,,,,Thinking on a Mountain,for climate change action; pro-environment,1,protest,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,17:00-19:00 (5:00-7:00 pm),,Every Friday,<a href='https://instagram.com/thinkingonamountain?igshid' target='_blank'>Link</a> Â Â Â
Soap Lake,"250 Basin St SW, Ephrata, WA 98823",Grant,WA,US,2019-05-24,,,,,,,general protestors,for climate change action; pro-environment,1,strike,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,8:00-11:00,,Every Friday,
Solon,In front of Giant Eagle,Cuyahoga,OH,US,2019-05-24,,,,,,,general protestors,for climate change action; pro-environment,1,strike,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,5pm-7pm,,"Once only (all options, except Every Friday and Weekly, are treated as once only)",
South Hadley,South Hadley High School,Hampshire,MA,US,2019-05-24,dozens,24,,24,,,students,against climate change; environment,1,walkout ,0,0,0,0,1,1,https://www.wwlp.com/news/local-news/hampshire-county/south-hadley-h-s-students-walkout-to-protest-recent-climate-change-policies/,https://www.fridaysforfuture.org/events/map,,,,,
South Pasadena,In front of townhall,Los Angeles,CA,US,2019-05-24,,,,,,,general protestors,for climate change action; pro-environment,1,strike,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,At 12.00-13.00 (noon to 1pm),,"Once only (all options, except Every Friday and Weekly, are treated as once only)",
South Pasadena,South Pasadena High School,Los Angeles,CA,US,2019-05-24,,,,,,,general protestors,for climate change action; pro-environment,1,strike,,,,,0,1,https://www.fridaysforfuture.org/events/map,,,11:00 am PST,,Every Friday,
Southampton,In front of townhall,Suffolk,NY,US,2019-05-24,,,,,,,Drawdown East End,for climate change action; pro-environment,1,demonstration,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,12:00 - 1:00,,Once only,
Spencer,In front of townhall,Worcester ,MA,US,2019-05-24,,,,,,,general protestors,for climate change action; pro-environment,1,strike,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,At 12.00-13.00 (noon to 1pm),,Every Friday,
Spokane,In front of townhall,Spokane,WA,US,2019-05-24,,,,,,,general protestors,for climate change action; pro-environment,1,strike,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,At 12.00-13.00 (noon to 1pm),,Every Friday,
Spring Lake,Clock tower in Spring Lake,Ottawa,MI,US,2019-05-24,,,,,,,general protestors,for climate change action; pro-environment,1,strike,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,7:30-9:00 am,,"Once only (all options, except Every Friday and Weekly, are treated as once only)",
St Paul,In front of townhall ,Ramsey,MN,US,2019-05-24,,,,,,,general protestors,for climate change action; pro-environment,1,strike,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,At 12.00-13.00 (noon to 1pm) | 8am-10am,,"Once only (all options, except Every Friday and Weekly, are treated as once only)",
St. Louis,University City High School,St Louis,MO,US,2019-05-24,,,,,,,University City high school,for climate change action; pro-environment,1,walk out,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,12.00-12.10,,"Once only (all options, except Every Friday and Weekly, are treated as once only)",
Stockton,In front of townhall,San Joaquin,CA,US,2019-05-24,,,,,,,general protestors,for climate change action; pro-environment,1,strike,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,At 12.00-13.00 (noon to 1pm),,Every Friday,
Storrs,Mansfield Middle School,Tolland,CT,US,2019-05-24,,,,,,,changemakers,for climate change action; pro-environment,1,demonstration,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,9:15-10:30,,Weekly,
