CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,Source4,Source5,Source6
Oskaloosa,William Penn University to the Downtown Oskaloosa Square,IA,US,2017-08-23,nearly 100,100,,100,,,organizer Jihna Mullens,display solidarity for the cause of diversity,1,march,0,0,0,0,1,1,http://www.oskaloosa.com/news/local_news/diversity-rally-draws-big-crowd-impassioned-speakers/article_e2e28aec-a561-5f5a-9cd2-4aa59e262d90.html,,,,,,
Rapid City,federal courthouse,SD,US,2017-08-23,NA,10,,20,,,friends and family,Demand justice for homicide victim Emily Blue Bird,1,rally,0,0,0,0,1,1,http://www.blackhillsfox.com/content/news/Family-and-friends-of-homicide-victim-rally-for-justice-441583913.html,,,estimate from video,,,
Reno,outside the Reno-Sparks Convention Center,NV,US,2017-08-23,just over 1000,1000,,1000,,,Indivisible Northern Arizona,Oppose visit by President Trump,1,protest,0,0,0,0,1,1,http://www.latimes.com/politics/washington/la-na-essential-washington-updates-lots-of-noise-no-fireworks-at-trump-1503520972-htmlstory.html,,,,,,
Reno,outside the Reno-Sparks Convention Center,NV,US,2017-08-23,,,,,,,general protestors,Welcome visit by President Trump,2,protest,0,0,0,0,0,1,http://www.latimes.com/politics/washington/la-na-essential-washington-updates-lots-of-noise-no-fireworks-at-trump-1503520972-htmlstory.html,,,,,,
San Diego,Intersection of Genesee Ave. and Noble Dr.,CA,US,2017-08-23,,,,,,,Senior Action Movement,Protesting proposed cuts to medicaid,1,protest,,,,,1,1,http://www.kpbs.org/news/2017/aug/21/group-san-diego-seniors-protest-proposed-medicare-/,,,,,,
St. Louis,Manchester Avenue and Sarah Street in the Grove neighborhood,MO,US,2017-08-23,NA,40,,50,,,general protestors,"Condemn recent police shooting of Kenny ""Kiwi"" Herring",0,protest; march; road blockade,1,3,0,0,1,1,http://www.palmbeachpost.com/news/national/man-charged-after-car-pulls-into-louis-rally-hurting/Km8EB29llL9ZUXwfA6H5YK/,http://www.kmov.com/story/36208360/3-suffer-minor-injuries-when-car-pulls-into-st-louis-rally,http://www.nola.com/crime/index.ssf/2017/08/driver_pushes_into_protesters.html,,,,
St. Petersburg,St. Petersburg Judicial Building,FL,US,2017-08-23,,,,,,,PAC UltraViolet; League of Women Voters St. Petersburg's Reproductive Rights Action Group,call out sexism and anti-women policies,1,march,,,,,1,1,http://local.cltampa.com/event/st-petersburg-judicial-building/in-st-pete-a-handmaids-tale-inspired-protest,,,,,,
Virginia Beach,Building 20 of the city’s Municipal Center,VA,US,2017-08-23,,,,,,,Progressive Democrats of America; Indivisible 757,Call for removal of local Confederate monument,1,rally,0,0,0,0,1,1,http://wavy.com/2017/08/23/rally-planned-at-confederate-monument-in-virginia-beach/,,,,,,
Virginia Beach,Building 20 of the city’s Municipal Center,VA,US,2017-08-23,,,,,,,general protestors,Defend Confederate monument,2,protest,0,0,0,0,0,1,http://wavy.com/2017/08/23/rally-planned-at-confederate-monument-in-virginia-beach/,,,,,,
West Hartford,Congregation Beth Israel,CT,US,2017-08-23,,,,,,,Jewish Federation of Greater Hartford,Vigil for victims in Charlottesville,1,vigil,,,,,1,1,http://www.courant.com/community/hartford/hc-ugc-article-interfaith-candlelight-vigil-to-be-held-augus-2017-08-21-story.html,,,,,,
Albuquerque,REI store,NM,US,2017-08-24,,,,,,,U.S. Sen. Martin Heinrich,stop Interior Secretary Ryan Zinke from downsizing or eliminating national monument areas,1,rally,,,,,1,1,http://www.johnsoncitypress.com/Nation/2017/08/23/Groups-make-last-minute-push-to-save-national-monument-areas.html?ci=stream&lp=9&p=1,,,,,,
Augusta,Broad Street,GA,US,2017-08-24,more than 200,200,,200,,,Augusta NAACP,Remove local confederate statue,1,rally,0,0,0,0,1,1,http://chronicle.augusta.com/news/2017-08-24/rally-over-monument-peaceful-sparks-conversation-over-removal,http://chronicle.augusta.com/news/2017-08-24/live-monument-rally-concludes-peacefully-downtown-augusta,http://investigations.blog.ajc.com/2017/08/24/rally-against-white-and-fair-monument-turns-tense-but-stays-peaceful/,,,,
Augusta,Broad Street,GA,US,2017-08-24,one man,1,,1,,,general protestors,Support local confederate statue,2,protest,0,0,0,0,0,1,http://investigations.blog.ajc.com/2017/08/24/rally-against-white-and-fair-monument-turns-tense-but-stays-peaceful/,,,,,,
Battle Creek,in front of the Calhoun County Justice Complex,MI,US,2017-08-24,about 20,20,,20,,,friends and family,Demand justice for area woman killed by domestic violence,0,rally,0,0,0,0,1,1,http://www.battlecreekenquirer.com/story/news/local/2017/08/24/protesters-rally-against-domestic-violence/599293001/,,,,,,
Bowling Green,in front of Western Kentucky University's Cherry Hall,KY,US,2017-08-24,about 60,60,,60,,,organizer Francisco Serrano,Support DACA program,1,rally,0,0,0,0,1,1,http://www.bgdailynews.com/news/wku-students-hold-rally-to-support-deferred-action-program/article_629a1eb9-686e-5149-b7a5-0af7edc261cb.html,http://www.bgdailynews.com/news/wku-students-hold-rally-to-support-daca-program/article_629a1eb9-686e-5149-b7a5-0af7edc261cb.html,,,,,
Bowling Green,Wooster Green,OH,US,2017-08-24,,,,,,,For Ohio's Future Action Fund,Against repealing the ACA,1,protest,0,0,0,0,1,1,http://www.sent-trib.com/news/front_page/rally-for-health-care/article_f9324ec0-0561-5e7d-83d5-a70c94dd75cb.html,,,,,,
Burlington,Church Street Marketplace,VT,US,2017-08-24,NA,2,,2,,,PETA,raise awareness about the unfair treatment of dairy cows,0,demonstration,0,0,0,0,1,1,http://www.mynbc5.com/article/unusual-sight-peta-protesters-nurse-fake-from-cow-on-church-street/12090380,,,count from video,,,
Bustleton,Outside home of Officer Pownall,PA,US,2017-08-24,no more than 10,10,,10,,,Black Lives Matter,Protesting police officer who shot unarmed black man,0,protest,0,0,0,0,1,1,http://www.phillymag.com/news/2017/08/25/protest-home-cop-david-jones/,,,,,,
Columbia,state house,SC,US,2017-08-24,,,,,,,general protestors,We the People rally; demand that Confederate monuments be removed from SC State House,1,rally,0,0,0,0,1,1,http://www.thestate.com/news/politics-government/article169295587.html,,,,,,
Detroit,Atlanta building on Cass Avenu,MI,US,2017-08-24,NA,10,,10,,,Building Huggers,support preservationists' efforts to keep the Ansonia and Atlanta buildings from being demolished,0,protest,0,0,0,0,1,1,http://www.freep.com/story/news/local/michigan/detroit/2017/08/24/preservationists-form-group-hug-support-historic-detroit-buildings/599448001/,,,estimate from pictures,,,
El Paso,outside a Border Patrol union hall at 730 E. Yandell Drive,TX,US,2017-08-24,60 minus about two dozen,36,,36,,,general protestors,oppose visit by Sen. Ted Cruz,1,protest,0,0,0,0,1,1,http://www.elpasotimes.com/story/news/politics/2017/08/24/sen-ted-cruz-hears-border-patrol-agents-concerns-protests-erupt-outside-meeting/600500001/,,,,,,
El Paso,outside a Border Patrol union hall at 730 E. Yandell Drive,TX,US,2017-08-24,about two dozen,24,,24,,,general protestors,welcome visit by Sen. Ted Cruz,2,protest,0,0,0,0,0,1,http://www.elpasotimes.com/story/news/politics/2017/08/24/sen-ted-cruz-hears-border-patrol-agents-concerns-protests-erupt-outside-meeting/600500001/,,,,,,
Florence,University of North Alabama Campus,AL,US,2017-08-24,nearly 100,100,,100,,,general protestors,Protesting school's repsonse to a sexual assault allegation,0,protest,0,0,0,0,1,1,http://www.waff.com/story/36214469/protesters-want-una-apology-for-sexual-assault-lawsuit-response,,,,,,
Jacksonville,in front of the Duval County Courthouse ,FL,US,2017-08-24,a dozen,12,,12,,,,Voice opposition to the death penalty,1,protest,0,0,0,0,1,1,https://www.news4jax.com/news/statewide-catholic-parishioners-calling-for-an-end-to-capital-punishment,,,,,,
Miami,in front of American Airline’s Terminal D at Miami International Airport,FL,US,2017-08-24,about 400,400,,400,,,Transport Workers Union,Oppose the airline’s plans to outsource jobs,0,protest,0,0,0,0,1,1,http://www.miamiherald.com/news/business/article169176622.html,,,,,,
Mobile,in front of the Community Nursery & Preschool,AL,US,2017-08-24,,,,,,,family,protest death of 5-year-old Kamden Johnson,0,protest,0,0,0,0,1,1,http://www.al.com/news/mobile/index.ssf/2017/08/death_kamden_johnson_protest_c.html,,,,,,
New York,City Hall,NY,US,2017-08-24,NA,25,,50,,,organizer and Staten Island councilmen Joe Borelli,support keeping the statue of Christopher Columbus in Columbus Circle,0,rally,0,0,0,0,1,1,http://newyork.cbslocal.com/2017/08/24/nyc-christopher-columbus-statue-rally/,http://www.newsday.com/news/new-york/demonstrators-protest-calls-to-remove-christopher-columbus-statue-1.14088345,http://www.newsday.com/news/new-york/italian-americans-rally-for-columbus-statue-in-nyc-circle-1.14088769,estimate from video,,,
Philadelphia,along Bridle Road in Northeast Philly,PA,US,2017-08-24,about 10,10,,10,,,Black Lives Matter Pennsylvania; Justice for David Jones Coalition,protest fatal police shooting of David Jones,0,demonstration; march,0,0,0,0,1,1,http://www.metro.us/news/local-news/philadelphia/black-lives-matter-protestors-rally-home-officer-involved-fatal,,,,,,
Philadelphia,along Bridle Road in Northeast Philly,PA,US,2017-08-24,,,,,,,local residents,counter-protest BLM,0,protest,0,0,0,0,0,1,http://www.metro.us/news/local-news/philadelphia/black-lives-matter-protestors-rally-home-officer-involved-fatal,,,,,,
Philadelphia,Lincoln Financial Field,PA,US,2017-08-24,NA,2,,4,,,Philadelphia Eagles players,Protest police brutality and mass incarceration,1,demonstration,0,0,0,0,1,1,http://dailydolphin.blog.palmbeachpost.com/2017/08/24/philadelphia-eagles-protest-during-national-anthem-before-dolphins-game/,https://the-journal.com/articles/63120-chris-long-supports-malcolm-jenkins-during-anthem-protest,http://hosted2.ap.org/PAWIC/a9680d76eb6b41b1aeef10e7559dc261/Article_2017-08-24-FBN--Eagles-Anthem%20Protest/id-35f8c8f5312e4c98833e81a91b4b7949,,,,
Phoenix,outside the Arizona School for the Arts,AZ,US,2017-08-24,NA,5,,5,,,Save Our Schools Arizona,Oppose state's expansive school voucher law ,1,protest,0,0,0,0,1,1,http://www.pinalcentral.com/arizona_news/school-voucher-foes-hold-rally-as-ducey-visits-public-school/article_5b965f9f-5ba6-5024-9acc-afddee2c8bed.html,,,count from picture,,,
Raiford ,Florida State Prison,FL,US,2017-08-24,,,,,,,general protestors,Voice opposition to the death penalty,1,protest,0,0,0,0,1,1,https://www.news4jax.com/news/statewide-catholic-parishioners-calling-for-an-end-to-capital-punishment,,,,,,
Virginia Beach,Downtown,VA,US,2017-08-24,about 40 ,40,,40,,,general protestors,Protesting confederate statue,0,protest,0,0,0,0,1,1,https://pilotonline.com/news/government/local/rally-at-virginia-beach-confederate-monument-draws-supporters-opponents-of/article_69fac9e6-af74-53b2-a1be-0a3d651bd5a1.html,,,,,,
Virginia Beach,Downtown,VA,US,2017-08-24,,,,,,,general protestors,Protecting confederate statue,0,rally,0,0,0,0,1,1,https://pilotonline.com/news/government/local/rally-at-virginia-beach-confederate-monument-draws-supporters-opponents-of/article_69fac9e6-af74-53b2-a1be-0a3d651bd5a1.html,,,,,,
Wallingford,Dutton Park,CT,US,2017-08-24,NA,1,,1,,,Mary Ann Williams Taylor,Support preserving confederate statues,2,demonstration,0,0,0,0,1,1,http://www.myrecordjournal.com/news/wallingford/wallingfordnews/10772752-154/wallingford-woman-rallies-in-dutton-park-to-preserve-historical-monuments.html,,,,,,
Atlanta,outside Wolf Creek Amphitheater ,GA,US,2017-08-25,,,,,,,Georgia Alliance for Social Justice,against R. Kelly sexual predatory behavior,0,protest,,,,,1,1,https://patch.com/georgia/cascade/r-kelly-concert-atlanta-still-icymi,,,,,,
Bridgeport,Police headquarters,CT,US,2017-08-25,,,,,,,general protestors,Protesting police shooting of Jayson Negron,0,protest,0,0,0,0,1,1,http://www.ctpost.com/local/article/Rally-concludes-with-delivery-of-demands-to-11966773.php,http://fox61.com/2017/08/25/exclusive-protesters-rally-to-bridgeport-police-department-to-end-police-brutality/,,,,,
College Park,Wolf Creek Amphitheater,GA,US,2017-08-25,,,,,,,Care2,Protesting R. Kelly,0,protest,,,,,1,1,http://www.11alive.com/news/local/r-kelly-protest-planned-for-tonight-at-wolf-creek-amphitheater/467232839,,,,,,
Durango,Santa Rita Park,CO,US,2017-08-25,,,,,,,Durango Peace and Justice Coalition,show solidarity with the Antifa political movement; oppose racism,1,rally,,,,,1,1,https://durangoherald.com/articles/180028-peace-and-justice-coalition-to-hold-rally,,,,,,
Milwaukee,Moody Park,WI,US,2017-08-25,NA,50,,100,,,Heal the Hood Movement ,Heal the Hood block party for peace,0,rally,0,0,0,0,1,1,http://www.cbs58.com/news/local-leaders-rally-for-peace-at-milwaukees-heal-the-hood-block-party,,,estimate from video,,,
Milwaukee,Ziedler Park,WI,US,2017-08-25,about 100,100,,100,,,Wisconsin Anti-Violence Effort,Oppose NRA Carry Guard Expo ,1,protest,0,0,0,0,1,1,http://fox6now.com/2017/08/25/demonstrators-rally-outside-nra-carry-guard-expo-were-here-peacefully/,http://fox6now.com/2017/08/25/demonstrators-rally-outside-nra-carry-guard-expo-were-here-peacefully/,http://www.cbs58.com/news/protesters-march-to-nra-convention-in-downtown-milwaukee,,,,
New York,Columbus Square,NY,US,2017-08-25,,,,,,,general protestors,Protesting Columbus statue,0,protest,0,0,0,0,1,1,http://www.dailymail.co.uk/news/article-4825700/NYC-rally-REMOVE-statue-Christopher-Columbus.html,,,,,,
Orono,Campus of University of Maine,ME,US,2017-08-25,,,,,,,University of Maine Union Workers,Protesting low wages,0,protest,0,0,0,0,1,1,http://www.wabi.tv/content/news/Teamsters-Protest-Low-Wages-At-The-University-of-Maine-441754643.html,,,,,,
Porterville,Veterans Park,CA,US,2017-08-25,A little less than a dozen,12,,12,,,organizer Daniel Penaloza,Support DACA program,1,rally,0,0,0,0,1,1,http://www.recorderonline.com/news/small-group-rallies-for-daca-program/article_96f24dda-8a21-11e7-bb7a-878cafd262ac.html,,,,,,
Pullman,Washington State University,WA,US,2017-08-25,hundreds,200,,200,,,Black Student Union,Protesting racial tensions on campus,0,protest,0,0,0,0,1,1,http://www.kxly.com/news/local-news/hundreds-crowd-wsu-administration-building-during-sit-in-protest-1/612538549,,,,,,
Raiford ,Outside Florida State Prison,FL,US,2017-08-25,,,,,,,Gainesville Citizens for Alternatives to the Death Penalty,Protesting execution of Mark Asay,0,protest,0,0,0,0,1,1,https://www.wuft.org/news/2017/08/25/death-penalty-opponents-protest-asay-state-execution/,,,,,,
San Francisco,Civic Center Plaza,CA,US,2017-08-25,,,,,,,general protestors,Unite Against Hate,1,rally,0,0,0,0,1,1,http://www.mercurynews.com/2017/08/25/san-francisco-right-wing-rally-cancelled-organizers-say/,https://www.jweekly.com/2017/08/25/watch-rabbis-speak-shofar-blows-s-f-city-hall-rally-hate/,,,,,
Springfield,Springfield City Hall,MO,US,2017-08-25,dozens,24,,24,,,Pit bull owners,Protesting proposed pit bull ban,0,protest,0,0,0,0,1,1,http://www.news-leader.com/story/news/local/2017/08/25/pit-bull-owners-protest-proposed-ban-rally-front-springfield-city-hall/599318001/,,,,,,
St. Louis,Outside Busch Stadium,MO,US,2017-08-25,NA,6,,6,,,Westboro Baptist Church,Protesting pride event,0,protest,0,0,0,0,1,1,http://www.bnd.com/sports/mlb/st-louis-cardinals/article169425222.html,http://news.stlpublicradio.org/post/cardinals-first-pride-night-attracts-small-protest-much-bigger-counterprotest#stream/0,,,,,
St. Louis,Outside Busch Stadium,MO,US,2017-08-25,more than 50,50,,50,,,general protestors,Counter-protest; defending Pride event,0,protest,0,0,0,0,1,1,http://news.stlpublicradio.org/post/cardinals-first-pride-night-attracts-small-protest-much-bigger-counterprotest#stream/0,http://news.stlpublicradio.org/post/cardinals-first-pride-night-attracts-small-protest-much-bigger-counterprotest#stream/0,,,,,
Superior,Enbridge Energy pipeline construction site along Douglas County Road W,WI,US,2017-08-25,roughly dozen-plus,12,,12,,,Water protectors; organizer Neo Gabo Benais,Oppose replacement of aging Line 3 crude oil pipeline,1,protest,0,0,0,0,1,1,http://www.duluthnewstribune.com/news/4317945-unions-condemn-pipeline-protests-after-line-3-work-shut-down-again-friday,http://www.inforum.com/news/4317984-unions-condemn-pipeline-protests-protesters-action-stops-line-3-work-again-friday,,,,,
Akron,Market Street from Highland Square west 1.5 miles to Hardesty Park,OH,US,2017-08-26,about 600 expected,,,,,,city of Akron,LGBTQ Pride,1,,,,,,1,1,https://www.ohio.com/akron/breaking-news/akron-on-the-march-saturday-ua-students-and-lgbtq-supporters-head-off-at-same-time-some-hunting-pokemon-others-equality,,,,,,
Allentown,8th street to Center Square,PA,US,2017-08-26,about 30,30,,30,,,Make the Road Action,"Rally for LGBT community, against Trump",1,rally; march,0,0,0,0,1,1,http://www.mcall.com/news/local/mc-nws-lgbt-rally-allentown-trump-20170826-story.html,http://www.lehighvalleylive.com/allentown/index.ssf/2017/08/lgbt_anti-trump_allentown_marc.html,,,,,
Atlanta,Mercedes-Benz Stadium,GA,US,2017-08-26,about 130,130,,130,,,We The People Atlanta,Millennials March; oppose white supremacy,1,march,0,0,0,0,1,1,http://www.ajc.com/news/local-govt--politics/millennials-march-saturday-falcons-new-home/VeMJagUEbSZdcxGcpEvfYI/,,,,,,
Charlottesville,near the Free Speech Wall,VA,US,2017-08-26,NA,25,,50,,,Indivisible Charlottesville,oppose local conservative politicians,1,rally,0,0,0,0,0,1,http://www.dailyprogress.com/gallery/indivisible-charlottesville-holds-rally-with-list-of-demands-for-tom/collection_ad8769cc-8abc-11e7-9e4c-631219939e07.html#8,,,estimate from pictures,,,
Charlottesville,Washington Park,VA,US,2017-08-26,NA,25,,50,,,organizer Charles Alexander,All People Matter children's rally,1,rally,0,0,0,0,1,1,http://www.dailyprogress.com/gallery/alex-zan-holds-children-s-rally-in-washington-park/collection_a0881a4e-8abe-11e7-ab6b-2f8ff3a6460a.html#1,,,estimate from pictures,,,
Chicago ,Federal Plaza,IL,US,2017-08-26,thousands,2000,,2000,,,general protestors,Rally against hate,0,rally,0,0,0,0,1,1,http://chicago.cbslocal.com/2017/08/27/anti-hate-rally-march-held-in-solidarity-in-chicago/,http://abc7chicago.com/neighbors-hold-rally-after-pro-nazi-graffiti-found-on-lincoln-square-garage/2347045/,,,,,
Chicago ,Wrigleyville Taco Bell (1111 W. Addison St.),IL,US,2017-08-26,,,,,,,general protestors,oppose demolition of Taco Bell,0,protest,,,,,1,1,http://www.chicagotribune.com/redeye/culture/ct-redeye-taco-bell-wrigley-protest-20170802-story.html,,,,,,
Columbia,Park and Orr Streets ,MO,US,2017-08-26,,,,,,,PrideFest,Mid-Missouri PrideFest,1,rally,0,0,0,0,1,1,http://www.columbiatribune.com/news/20170826/mid-missouri-pridefest-attendees-rally-against-trump-ruling,,,,,,
Denton,Courthouse Square,TX,US,2017-08-26,NA,5,,5,,,Hiwaymen,show support for Confederate soldier memorial,2,rally,0,0,0,0,1,1,http://www.dentonrc.com/news/news/2017/08/26/downtown-square-sees-busy-morning-protesters-live-music,,,,,,
Denton,Courthouse Square,TX,US,2017-08-26,several dozen ,24,,24,,,general protestors,call for removal of confederate monument,1,protest,0,0,0,0,1,1,http://www.dentonrc.com/news/news/2017/08/26/downtown-square-sees-busy-morning-protesters-live-music,,,,,,
Denver,down Denver’s 16th St. Mall ,CO,US,2017-08-26,hundreds,200,,200,,,general protestors,Go Topless Day Parade ,0,march,0,0,0,0,1,1,http://gazette.com/hundreds-marched-topless-in-downtown-denver-saturday-to-promote-equality/article/1609955,http://www.denverpost.com/2017/08/26/denver-go-topless-parade/,,,,,
Durham,,NC,US,2017-08-26,,,,,,,,Women’s Equality Day march and rally ,1,march; rally,0,0,0,0,1,1,http://www.ncpolicywatch.com/2017/08/24/womens-equality-day-celebrate-march-change-saturday/,,,,,,
Fresno,Tower District ,CA,US,2017-08-26,about 300,300,,300,,,Central Valley Progressive PAC; Fresno chapter of the DSA; Democratic Party of Fresno County,Rally against white supremacy,1,rally,0,0,0,0,1,1,http://www.fresnobee.com/news/local/article169239222.html,http://www.fresnobee.com/news/local/article169564482.html,http://www.visaliatimesdelta.com/story/news/2017/08/27/anti-hate-protest-remains-peaceful-fresno/605440001/,,,,
Gardnerville,,NV,US,2017-08-26,NA,3,,3,,,general protestors,interrupt Nevada Attorney General Adam Laxalt's speech during the Basque Fry,1,protest,0,0,0,0,1,1,http://www.rgj.com/story/news/politics/2017/08/26/watch-small-protest-group-shooed-out-after-interrupting-adam-laxalt-nevada-gop-basque-fry/605296001/,,,count from video,,,
Greenville,North Main Street,SC,US,2017-08-26,,,,,,,Fighting Injustice Together,called for the relocation of a Confederate monument,1,rally,0,0,0,0,1,1,http://www.greenvilleonline.com/story/news/2017/08/26/confederate-monument-greenville/604884001/,http://wspa.com/2017/08/25/sheriff-urges-peace-before-rally-to-remove-confederate-monument/,http://www.heraldonline.com/latest-news/article169576947.html,,,,
Greenville,North Main Street,SC,US,2017-08-26,,,,,,,general protestors,defend confederate monument,2,protest,0,0,0,0,0,1,http://www.greenvilleonline.com/story/news/2017/08/26/confederate-monument-greenville/604884001/,http://wspa.com/2017/08/25/sheriff-urges-peace-before-rally-to-remove-confederate-monument/,http://www.heraldonline.com/latest-news/article169576947.html,,,,
Hartford,State Capitol,CT,US,2017-08-26,about 160,160,,160,,,National Organization for Women,Rally for women's equality,0,rally,0,0,0,0,1,1,http://www.courant.com/news/connecticut/hc-women-equality-day-20170826-story.html,,,,,,
Jacksonville,A. Philip Randolph Park,FL,US,2017-08-26,,,,,,,Fidelity Lodge,Stop the Violence Rally,0,rally,0,0,0,0,1,1,https://www.news4jax.com/news/people-gather-at-park-for-stop-the-violence-rally,https://www.news4jax.com/news/people-gather-at-park-for-stop-the-violence-rally,,,,,
Jefferson City,outside the governor's mansion,MO,US,2017-08-26,,,,,,,Missouri NAACP; Missouri Faith Voices ,mock funeral in response to a death at a white nationalist rally in Virginia and a new Missouri discrimination law,1,demonstration,0,0,0,0,1,1,http://www.kmov.com/story/36219612/missouri-naacp-plans-mock-funeral-to-protest-racial-issues,,,,,,
Kingsport,,TN,US,2017-08-26,approximately 20,20,,20,,,Hunger First,raise awareness of the city’s homeless,0,demonstration,0,0,0,0,1,1,http://www.timesnews.net/Local/2017/08/27/Hunger-First-stages-silent-protest-to-raise-awareness-for-homeless.html?ci=featured&lp=8&ti=,,,,,,
Knoxville,17th Street,TN,US,2017-08-26,NA,35,,40,,,Confederate 28,White supremacist rally,2,rally,1,0,0,0,1,1,http://www.wbir.com/news/local/ahead-of-planned-protest-mayor-burchett-tells-white-supremacists-theyre-not-welcome/466656000,http://www.knoxnews.com/story/news/2017/08/26/live-updates-white-supremacist-rally-confederate-fort-sanders-monument-knoxville/602946001/,http://www.knoxnews.com/story/news/2017/08/28/local-leaders-knoxville-police-community-response-admirable-fort-sanders-rally/607781001/,,,,
Knoxville,17th Street,TN,US,2017-08-26,NA,2800,,2800,,,general protestors,Counter-protest white supremacist rally,1,protest,0,0,0,0,1,1,http://www.knoxnews.com/story/news/local/2017/08/23/firearms-other-weapons-not-allowed-white-supremacist-rally-saturday/592962001/,http://www.knoxnews.com/story/news/2017/08/26/live-updates-white-supremacist-rally-confederate-fort-sanders-monument-knoxville/602946001/,http://www.knoxnews.com/story/news/2017/08/28/local-leaders-knoxville-police-community-response-admirable-fort-sanders-rally/607781001/,,,,
Knoxville,Krutch Park,TN,US,2017-08-26,several hundred,200,,200,,,Alliance for Better Nonprofits; Compassion Coalition; Arts & Culture Alliance of Greater Nashville,Kindness rally,0,rally,0,0,0,0,1,1,http://www.wbir.com/news/local/hundreds-convene-for-kindness-rally-in-downtown-knoxville/467743624,,,,,,
Laramie ,Lincoln Community Center,WY,US,2017-08-26,,,,,,,general protestors,generate enthusiasm for the creation of an official Wyoming Public Lands Day,1,rally,,,,,1,1,http://www.wyomingnews.com/news/local_news/laramie-rally-to-show-support-for-public-lands/article_d5d1e0ec-8959-11e7-b7ef-3f0f6b0e7585.html,,,,,,
Los Angeles,Outside City Hall,CA,US,2017-08-26,hundreds,200,,200,,,Indivisible LA,Celebrating 100 year anniversary of the 19th Amednment,0,rally,0,0,0,0,1,1,http://abc7.com/politics/hundreds-rally-against-sexism-racism-at-indivisible-march-in-dtla/2346123/,,,,,,
Madison,,WI,US,2017-08-26,hundreds,200,,200,,,Club TNT,end gun violence,0,march,0,0,0,0,1,1,http://www.channel3000.com/news/hundreds-march-against-violence-on-west-sid/613097926,http://www.channel3000.com/news/hundreds-of-west-side-residents-expected-to-participate-in-anti-gun-violence-march/612240895,,,,,
New York,Outside Stonewall Inn,NY,US,2017-08-26,about 50,50,,50,,,general protestors,Protesting police shooting of trans woman,0,protest,0,0,0,0,1,1,http://www.nbcnewyork.com/news/local/Dozens-March-in-NYC-to-Protest-Police-Shooting-of-Transgender-Woman--441827863.html,,,,,,
Niagara Falls,,NY,US,2017-08-26,dozens,24,,24,,,Organizer Nicholas D'Angelo of the Niagara County Democratic Party,"Rally against hate, racism, anti-semitism; celebrate diversity",1,rally,0,0,0,0,1,1,http://wivb.com/2017/08/26/niagara-falls-celebrates-diversity-condemns-hate-at-rally/,http://buffalonews.com/2017/08/23/diversity-rally-set-saturday-niagara-falls/,,,,,
Olympia,Watershed Park,WA,US,2017-08-26,NA,15,,20,,,Just Housing,Protesting Olympia's camping ban,0,protest,1,0,0,0,1,1,http://www.seattletimes.com/seattle-news/one-person-arrested-in-camping-protest-at-olympias-watershed-park/,,,,,,
Opelika,Opelika Housing Authority’s administration building,AL,US,2017-08-26,,,,,,,Opelika Housing Authority’s Resident Advisory Board,Community Cook-Out and Stop the Violence march,0,march; rally,,,,,1,1,http://www.oanow.com/news/lee_county/community-cook-out-and-stop-the-violence-march-to-be/article_36843dfb-dc4c-5bf3-a6b5-d49a4be7da46.html,,,,,,
Pensacola ,Lee Square ,FL,US,2017-08-26,,,,,,,general protestors,Support removal of confederate statue,1,rally,2,0,0,0,1,1,http://www.pnj.com/story/news/crime/2017/08/28/pensacola-confederate-monument-second-arrest-police-battery/607672001/,http://www.pnj.com/story/news/2017/08/26/pensacola-confederate-rally-heavy-police-presence-place/603630001/,http://wkrg.com/2017/08/26/man-arrested-for-knocking-megaphone-out-of-persons-hand/,,,,
Pensacola ,Lee Square ,FL,US,2017-08-26,,,,,,,organizer Thomas Olsen,Oppose removal of confederate statue,2,rally,0,0,0,0,1,1,http://wkrg.com/2017/08/24/protest-counter-protest-set-for-confederate-monument-in-pensacola/,http://www.pnj.com/story/news/2017/08/26/pensacola-confederate-rally-heavy-police-presence-place/603630001/,http://wkrg.com/2017/08/26/man-arrested-for-knocking-megaphone-out-of-persons-hand/,,,,
Redlands,Lugonia Avenue and Alabama Street ,CA,US,2017-08-26,about a half-dozen,6,,6,,,Tea Party Patriots,support Trump and conservative politics,2,rally,0,0,0,0,0,1,http://www.pe.com/2017/08/26/sarcastic-comments-only-things-hurled-at-redlands-yucipa-rallies-for-against-trump/,,,,,,
Redlands,,CA,US,2017-08-26,about a half-dozen,6,,6,,,general protestors,stand against white supremacy,1,rally,0,0,0,0,1,1,http://www.pe.com/2017/08/26/sarcastic-comments-only-things-hurled-at-redlands-yucipa-rallies-for-against-trump/,,,,,,
San Francisco,Alamo Square Park,CA,US,2017-08-26,several hundred,200,,200,,,general protestors,counter planned white supremacist rallies,1,demonstration,0,0,0,0,0,1,http://www.mercurynews.com/2017/08/26/san-francisco-city-bracing-for-alt-right-rally-and-protests-at-crissy-field/,http://www.mysanantonio.com/bayarea/article/Despite-canceled-protest-event-police-stay-on-11980400.php,,,,,
